position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
247,Conjurer,Mire,9 March 2018,Sludge Metal,"Atmospheric Sludge Metal, Black Metal, Post-Hardcore","male vocals, apocalyptic, dark, dense, atmospheric, aggressive, energetic, heavy",753,11,3.49,30HJInSLwWEXCbjibBDWms
248,Park Jiha 박지하,Philos,27 November 2018,Post-Minimalism,Korean Classical Music,"cold, meditative, rain, minimalistic, atmospheric, repetitive, melancholic, instrumental",758,3,3.49,42P0p5Y95lK09LZcnqy0AD
249,Uriah Heep,Living the Dream,14 September 2018,Hard Rock,Progressive Rock,male vocals,336,13,3.49,7qAAUNhhrA9Bjv6tCw5X3W
250,Jak3,"Hellworld Area Tokyo, Matrix",3 April 2018,"Experimental Hip Hop, Memphis Rap, Chopped and Screwed","Cloud Rap, Dark Ambient, Industrial Hip Hop, Illbient, Atmospheric Drum and Bass","lo-fi, surreal, raw, nocturnal, sampling, dark, psychedelic, atmospheric",314,,3.51,405n0PxsHWYFvHEnVpYDvQ
251,TWRP,Together Through Time,18 May 2018,Synth Funk,"Funk Rock, Nu-Disco, AOR","mechanical, uplifting, playful, love, male vocals, energetic, futuristic, quirky",381,1,3.49,7DF5fyCAcAilUhClk48jjH
252,Melody's Echo Chamber,Bon voyage,15 June 2018,"Neo-Psychedelia, Progressive Pop","Psychedelic Pop, Dream Pop, Psychedelic Rock, Experimental Rock","progressive, psychedelic, female vocals, lush, love, introspective, summer, warm","3,865",30,3.46,0jolpH4eoj3kSEVg9mvZXr
253,Lingua Nada,Snuff,30 March 2018,"Noise Pop, Indie Rock","Math Rock, Post-Hardcore, Neo-Psychedelia, Experimental Rock","eclectic, energetic, male vocals, noisy, psychedelic, dense, quirky",346,8,3.49,5w8IEKL2lgaPAoV2ShYGMc
254,Infinity Frequencies,Between Two Worlds,28 June 2018,"Broken Transmission, Ambient","Minimalism, Mallsoft, Ambient","lonely, sampling, repetitive, instrumental, minimalistic, sombre, mysterious, hypnotic",670,9,3.48,03nyYzVw4m1cM2EG0vk6hP
255,Ungfell,"Mythen, Mären, Pestilenz",23 March 2018,Black Metal,"Neo-Medieval Folk, Dark Folk, Melodic Black Metal","male vocals, medieval, energetic, aggressive, melodic, ominous, forest, folklore",591,4,3.48,2BCLTxkHRRf1glROS9kGWM
256,Jack Stauber,HiLo,14 April 2018,"Hypnagogic Pop, Bedroom Pop","New Wave, Synthpop, Psychedelic Pop, Zolo, Progressive Pop","melodic, psychedelic, quirky, male vocals, surreal, humorous, abstract, lo-fi","1,858",22,3.46,4RsjXMHyCUigESP74GkNHB
257,Architects,Holy Hell,9 November 2018,Metalcore,"Djent, Post-Hardcore","male vocals, death, heavy, passionate, energetic, introspective, dark, atmospheric","1,291",12,3.45,7xWphusyJNzmsFmfoSkchL
258,Michael Romeo,War of the Worlds // Pt. 1,27 July 2018,"Progressive Metal, Symphonic Metal",Power Metal,"male vocals, science fiction, uncommon time signatures, melodic, technical, concept album",301,12,3.48,04o6FiG4pP5PZTEWkkqlcD
259,Jeremy Dutcher,Wolastoqiyik Lintuwakonawa,6 April 2018,"Art Pop, Indigenous North American Music, Chamber Music","Classical Crossover, Field Recordings, Indigenous American Traditional Music","melodic, lush, chamber music, male vocals, sampling",248,1,3.61,568Hw1PX6K12BdqyFSBj1E
260,Father John Misty,God's Favorite Customer,1 June 2018,"Singer-Songwriter, Chamber Pop","Piano Rock, Chamber Folk, Indie Folk","introspective, humorous, male vocals, love, melancholic, lush, alienation, melodic","5,953",46,3.44,0hMPUtgjezv7gUsmhztvPv
261,AURORA,Infections of a Different Kind (Step I),28 September 2018,"Art Pop, Alt-Pop","Ambient Pop, Synthpop, Folktronica","uplifting, female vocals, ethereal, melodic, poetic, love, lush, winter","1,275",12,3.46,1jorKBzr3vs08LDggKCAyr
262,Uncle Acid & The Deadbeats,Wasteland,12 October 2018,Heavy Psych,"Traditional Doom Metal, Stoner Rock","heavy, psychedelic, male vocals, energetic",725,6,3.47,2Lsp9h7yOgFyV2XwzkddT3
263,Riot V,Armor of Light,27 April 2018,"Power Metal, US Power Metal",Heavy Metal,"male vocals, melodic, energetic",297,5,3.48,5C3Qx1d4kkfVGiXWNh2TLj
264,Lucy Dacus,Historian,2 March 2018,"Indie Rock, Singer-Songwriter","Chamber Pop, Art Rock","female vocals, introspective, breakup, bittersweet, love, melancholic, melodic, triumphant","2,510",29,3.46,01GO03odsNlNLtvNETukWT
265,Pabllo Vittar,Não para não,4 October 2018,Dance-Pop,"Tecnobrega, Forró eletrônico, Electropop","party, breakup, androgynous vocals, sensual, energetic, playful, summer, uplifting",528,9,3.46,7GRhzFj2BulxZBqqOMBdDe
266,Nils Frahm,All Melody,26 January 2018,"Post-Minimalism, Electronic","Ambient Techno, Berlin School, Ambient","calm, mellow, warm, atmospheric, chamber music, meditative, soothing, minimalistic","2,581",20,3.45,43hPjSOlltDtbjltUv24EV
267,Marlowe,Marlowe,27 July 2018,"Abstract Hip Hop, Boom Bap, Southern Hip Hop","Experimental Hip Hop, Pop Rap, Rap Rock, Hardcore Hip Hop",male vocals,453,6,3.48,7bqvcSakcw6pS57fMOvlHL
268,Jon Hassell,Listening to Pictures (Pentimento Volume One),8 June 2018,Tribal Ambient,"Glitch, IDM, Dark Jazz, Jazz Fusion","psychedelic, dense, atmospheric, cryptic, mysterious, instrumental, tribal, futuristic",788,4,3.47,09rCHELhjgKrNyoWePQHm9
269,Bongripper,Terminal,6 July 2018,"Doom Metal, Sludge Metal",Drone Metal,"dark, heavy, repetitive, ominous, instrumental, death, atmospheric, sombre",519,4,3.48,4SqHeDwjSNE6pa9CCsS8Hl
270,Shylmagoghnar,Transience,29 June 2018,"Melodic Death Metal, Melodic Black Metal",Progressive Metal,"male vocals, progressive, dark, atmospheric, heavy, philosophical, melodic",289,1,3.48,2wjL4AP3mnAifo7InViJBf
271,Djrum,Portrait With Firewood,17 August 2018,UK Bass,"Ambient, Atmospheric Drum and Bass, Ambient Techno, Modern Classical","eclectic, mysterious, female vocals, sampling, atmospheric, lush, rhythmic, instrumental",712,5,3.47,3ngcrybWz1fUixAjS1ggl3
272,Ty Segall & Freedom Band,Freedom's Goblin,26 January 2018,"Garage Rock, Glam Rock, Psychedelic Rock","Psychedelic Rock, Hard Rock","noisy, anthemic, melodic, psychedelic, quirky, eclectic, mellow, male vocals","1,953",23,3.46,3RBS1ViF2Y6kJDDs74Ug5i
273,Panopticon,The Scars of Man on the Once Nameless Wilderness,6 April 2018,"Atmospheric Black Metal, American Folk Music","Post-Rock, Americana, Dark Folk, Melodic Black Metal, Bluegrass","nature, atmospheric, melancholic, winter, passionate, forest, eclectic, lonely","1,826",27,3.45,3vGLQjBd0HQipVZyr8wcUR
274,High on Fire,Electric Messiah,5 October 2018,"Sludge Metal, Stoner Metal",Thrash Metal,"aggressive, heavy, energetic, male vocals, angry, dense, anti-religious, epic","1,300",12,3.46,00AqyM1qnNmMsljL4AwZDc
275,Ólafur Arnalds,Re:member,24 August 2018,"Ambient, Modern Classical",Electronic,"mellow, instrumental, lush, peaceful, atmospheric, bittersweet, melancholic, winter",599,4,3.47,6JpQGIi2he6iskzR4aLwPG
276,Various Artists,We Out Here,9 February 2018,Jazz,"Nu Jazz, Jazz Fusion, Jazz-Funk, Post-Bop, Spiritual Jazz","eclectic, nocturnal, instrumental, urban, melodic, rhythmic, passionate, mellow",552,3,3.48,2nKONYePj1fPJ0rKETKMIk
277,Ulthar,Cosmovore,9 November 2018,"Death Metal, Black Metal",,"heavy, dark, energetic, ominous, infernal, aggressive, angry, male vocals",404,2,3.48,0uIuF0WNatjHebqoMCOE34
278,Club Casualties,Club Casualties,11 February 2018,"Art Pop, Electronic","Footwork, Deconstructed Club, Alternative Dance, House, UK Bass","eclectic, rhythmic, playful, male vocals, surreal, futuristic, quirky, abstract",396,3,3.48,6q5vWd8gLFb3gDNbKwFkoo
279,Ankhlejohn x Big Ghost,Van Ghost,8 June 2018,"Hardcore Hip Hop, East Coast Hip Hop","Boom Bap, Horrorcore","sampling, nocturnal, poetic, sombre, male vocals, sad",332,2,3.48,1DunyZJ6Yq0wvzWsFYX52U
280,Altın Gün,On,30 March 2018,Anatolian Rock,"Psychedelic Rock, Turkish Folk Music","psychedelic, male vocals, female vocals, rhythmic, hypnotic, microtonal",920,4,3.47,6AmmrlB9qABCgBdr8SCLZt
281,Alkaloid,Liquid Anatomy,18 May 2018,"Progressive Metal, Technical Death Metal",Technical Death Metal,"progressive, science fiction, uncommon time signatures, technical, male vocals, dark",516,5,3.46,0YwE85gHO0nqOFGBjSMUFJ
282,Seventh Wonder,Tiara,12 October 2018,Progressive Metal,"Power Metal, Symphonic Metal","melodic, male vocals, technical, passionate, concept album, progressive, epic, triumphant",349,8,3.45,6sy0TfRMv2csBso3tf3amD
283,Immortal,Northern Chaos Gods,6 July 2018,Black Metal,,"male vocals, cold, fantasy, winter, heavy, epic, melodic, infernal","1,476",15,3.45,2H2fa5kur8M3r3kYSFvFON
284,KOAN Sound,Polychrome,7 December 2018,Neurohop,"Drum and Bass, Synth Funk, Nu Jazz","aquatic, instrumental, lush, atmospheric, mellow, tropical, warm, rhythmic",533,6,3.47,3xCM8RQVfjQMCU0AemetvO
285,Hate Eternal,Upon Desolate Sands,26 October 2018,Death Metal,Technical Death Metal,"technical, male vocals, aggressive, angry, energetic, dissonant, dark",469,6,3.47,2wyokCxiJ1DR5XaFyMVsbe
286,The Ex,27 Passports,22 March 2018,Art Punk,"Noise Rock, Post-Punk","rhythmic, poetic, noisy, playful, raw, dissonant, political, conscious",395,2,3.47,75hej4YlXkS2300y7nxZOu
287,Robyn,Honey,26 October 2018,"Dance-Pop, Electropop, House","Deep House, Ambient House, Nu-Disco, Synthpop","female vocals, atmospheric, sensual, warm, rhythmic, love, melodic, sexual","3,654",24,3.43,0CQ68SLY0B5e6L1rn8jfkc
288,Park Jiha 박지하,Communion,1 March 2018,Post-Minimalism,"Korean Classical Music, Avant-Garde Jazz, Chamber Jazz","hypnotic, atmospheric, meditative, instrumental, minimalistic, rhythmic, acoustic, repetitive","2,157",13,3.45,5cOsXBUTKytilc5odrPtpk
289,Archgoat,The Luciferian Crown,14 September 2018,"War Metal, Death Metal",,"anti-religious, male vocals, satanic, dark, heavy, fantasy, occult, war",691,4,3.46,7hvIu47gTs4enD7iXNWDMl
290,Sylvaine,"Atoms Aligned, Coming Undone",2 November 2018,"Blackgaze, Post-Metal","Post-Rock, Dream Pop, Ethereal Wave, Shoegaze","ethereal, female vocals, melancholic, atmospheric, passionate, cold",582,4,3.46,6UWmG28sc4akOQcOEQGJ1e
291,Obscura,Diluvium,13 July 2018,Technical Death Metal,Progressive Metal,"space, technical, male vocals, concept album, complex, heavy, philosophical, progressive",918,14,3.43,22aOHbzooK2pUGuKvsSU6w
292,Hooded Menace,Ossuarium Silhouettes Unhallowed,26 January 2018,Death Doom Metal,,"heavy, dark, male vocals, occult, dense, death, melodic, nocturnal",743,11,3.46,6eAupigsAechICNzp0KiP5
293,Kælan Mikla,Nótt eftir nótt,9 November 2018,"Darkwave, Post-Punk, Coldwave",Synthpop,"dark, female vocals, cold, ethereal, atmospheric, futuristic, poem, ritualistic",500,3,3.46,1bXBypGDwprZxFfteuMaXY
294,Erdve,Vaitojimas,9 February 2018,"Sludge Metal, Post-Hardcore","Black Metal, Atmospheric Sludge Metal","apocalyptic, dense, angry, heavy, dark, dissonant, aggressive, male vocals",323,2,3.48,2MhLDKuCxJ6Gc463YL9fVC
295,Gouge Away,Burnt Sugar,28 September 2018,"Post-Hardcore, Hardcore Punk",Noise Rock,"female vocals, energetic, noisy, manic",661,6,3.46,2hRFrwaBSK3IdR1ahR7ajj
296,Lonker See,One Eye Sees Red,5 April 2018,"Space Rock, Psychedelic Rock","Jazz-Rock, Post-Rock","psychedelic, atmospheric, space, hypnotic, calm, female vocals, instrumental, mysterious","1,239",11,3.45,3BRPm3kLp42QNnxd8cLRni
297,Ivar Bjørnson & Einar Selvik,Hugsjá,20 April 2018,"Nordic Folk Music, Dark Folk, Neo-Pagan Folk",Nordic Folk Rock,"tribal, natural, epic, folklore, dark, mythology, pagan, male vocals",458,6,3.46,4yD3tGwv4dCBfr1LpFW6ii
298,Kły,Szczerzenie,20 April 2018,Atmospheric Black Metal,Post-Punk,"dark, atmospheric, male vocals, lonely, melancholic, cold",377,4,3.47,3xcoIAL0RgXD7ErVpaLSSv
299,Strawberry Hospital,Grave Chimera,6 August 2018,"Trancecore, Blackgaze","Uplifting Trance, Electropop","LGBT, ethereal, androgynous vocals, bittersweet, atmospheric, passionate, nocturnal, introspective","1,235",7,3.42,19ZZt3ZvbJTNq2AstrLHSC
300,Osno1,Remixes 2017,8 January 2018,"Nightcore, Bubblegum Bass, Hyperpop","Deconstructed Club, Brostep, Gabber, Hardcore [EDM]","noisy, party, androgynous vocals, playful, energetic, female vocals, chaotic, rhythmic",591,3,3.42,
301,Abstract Orchestra,Madvillain Vol. 1,2 November 2018,Big Band,"Instrumental Hip Hop, Jazz Fusion","instrumental, mellow, rhythmic, playful, melodic, repetitive",293,1,3.48,7KGf2ieIMFomTv9v9t1Anr
302,Suss,Ghost Box,2 February 2018,Ambient,"Country, American Primitivism","pastoral, soothing, atmospheric, instrumental, soft, peaceful, hypnotic, desert",592,7,3.45,6SZ2SeaY7O5oVz9ZNpapXp
303,DJ Muggs & Roc Marciano,Kaos,19 October 2018,"East Coast Hip Hop, Hardcore Hip Hop, Drumless","Gangsta Rap, Boom Bap","boastful, sampling, male vocals, raw, dark, crime, deadpan, poetic",433,7,3.46,1lUsXpmVDKkbf1seV2LfMD
304,Malfet,The Snaking Path,30 March 2018,Dungeon Synth,"Ambient, Nature Recordings","nature, fantasy, soft, medieval, instrumental, meditative, lush, calm",272,1,3.53,1kzBC8AfgS88JMy5roJOeb
305,Mach-Hommy & Tha God Fahim,DUCK CZN: Chinese Algebra,18 September 2018,"Jazz Rap, Abstract Hip Hop, Drumless","Hardcore Hip Hop, Experimental Hip Hop, Boom Bap","hedonistic, calm, rhythmic, mellow, repetitive, surreal, raw, cryptic",497,3,3.46,0uSPUqnr0tYaIIJ1HSx1hE
306,Paara,Riitti,9 February 2018,"Pagan Black Metal, Atmospheric Black Metal",Melodic Black Metal,"ominous, male vocals, death, folklore, violence, sombre, poetic, forest",399,4,3.46,2M4gawfYsXJOavls6PyPHu
307,Orphaned Land,Unsung Prophets & Dead Messiahs,26 January 2018,"Folk Metal, Progressive Metal","Symphonic Metal, Israeli Folk Music","male vocals, philosophical, political, melodic, war, progressive, protest, uplifting",670,10,3.43,7ud8TDf12TNhUDNrlNLF4s
308,Anadol,Uzun Havalar,13 July 2018,"Progressive Electronic, Hypnagogic Pop","Uzun Hava, Minimal Synth, Nu Jazz, Library Music","psychedelic, warm, improvisation, hypnotic, atmospheric, instrumental, surreal",379,1,3.46,4ecu7QBeHZeyGIzMOBTP5o
309,Nik Bärtsch's Ronin,Awase,4 May 2018,"ECM Style Jazz, Post-Minimalism","Jazz Fusion, Jazz-Funk","instrumental, repetitive, rhythmic, reprise, minimalistic, ethereal, meditative",245,4,3.57,3qxMkn8mxeVai2ThaI4Uvg
310,Senyawa,Sujud,2 November 2018,"Avant-Folk, Southeast Asian Folk Music","Central Asian Throat Singing, Experimental Rock, Drone, Doom Metal","male vocals, ominous, surreal, dark, dense, ritualistic, hypnotic, tribal",551,1,3.46,
311,Gesu no Kiwami Otome ゲスの極み乙女,好きなら問わない (Suki nara towanai),29 August 2018,"Progressive Pop, J-Rock","Math Rock, Jazz Pop, Alternative Rock","female vocals, melodic, humorous, melancholic, sarcastic, introspective, male vocals, energetic",318,2,3.47,3E8UR7IY19ANypJEQWdW4X
312,The Armed,Only Love,27 April 2018,"Post-Hardcore, Noise Rock","Mathcore, Cybergrind","aggressive, chaotic, dense, energetic, noisy, manic, avant-garde, complex","1,377",11,3.43,0rqwAw1OsmH6qwGjnbAgn4
313,Anna & Elizabeth,The Invisible Comes to Us,30 March 2018,"Appalachian Folk Music, Avant-Folk","Irish Folk Music, Close Harmony, Drone","female vocals, melancholic, calm, spiritual, peaceful, atmospheric, sombre, avant-garde",423,10,3.44,1c0K6SqJ5W6lXGL93wk9OY
314,Gaerea,Unsettling Whispers,22 June 2018,Black Metal,Sludge Metal,"male vocals, heavy, dark, atmospheric, aggressive, cold",308,3,3.46,4SvRyQCsdRTnLo77cEr9wr
315,Rolling Blackouts C.F.,Hope Downs,15 June 2018,"Jangle Pop, Indie Rock",Heartland Rock,"summer, warm, melodic, male vocals, melancholic, uplifting, rhythmic","1,683",21,3.44,2sIj0XFYhXv3GDSIv9IXn6
316,Respire,Dénouement,1 May 2018,"Blackgaze, Screamo","Post-Rock, Chamber Music","dark, passionate, anxious, depressive, heavy, drugs, angry, male vocals",694,4,3.44,3RrcoRqSwQ9JxAD89sTV1B
317,Bill Ryder-Jones,Yawn,2 November 2018,"Singer-Songwriter, Indie Rock","Slowcore, Noise Rock","melancholic, lethargic, atmospheric, male vocals, introspective, calm, mellow, romantic",266,5,3.49,70I1oXkFprQzZ2DJAchR7K
318,"Curren$y, Freddie Gibbs & The Alchemist",Fetti,31 October 2018,Gangsta Rap,"Jazz Rap, Boom Bap, Drumless","crime, lush, male vocals, drugs, urban, violence, boastful, rhythmic","3,960",17,3.43,3JgtFZroTUGoklTtb2xOne
319,GAS,Rausch,18 May 2018,"Ambient Techno, Ambient",Drone,"hypnotic, forest, atmospheric, ethereal, dark, mysterious, ominous, lush","2,227",14,3.43,14yMkt1uh0AcO2FBqJ2UmA
320,Ovlov,TRU,20 July 2018,"Indie Rock, Shoegaze, Noise Pop",Emo,"noisy, male vocals, lo-fi, warm, melodic, lethargic, lush, dense",856,8,3.44,2xNYSaif99d92Z5WI45tBU
321,Syny,Sen,12 April 2018,Experimental Hip Hop,"Abstract Hip Hop, Trip Hop, Illbient","nocturnal, urban, male vocals, surreal",745,4,3.43,0gGlfEhMI6yS0wQU4hvxWr
322,Khemmis,Desolation,22 June 2018,"Doom Metal, Epic Doom Metal",Heavy Metal,"melodic, heavy, male vocals, desert, epic, sombre, apocalyptic, fantasy",737,4,3.44,0AhiOQ4nG20afco3O3PpPF
323,Seiko Oomori 大森靖子,クソカワParty (Kusokawa Party),11 July 2018,"J-Pop, Pop Rock","Electropop, Art Pop, J-Rock","female vocals, energetic, party, eclectic, quirky, rhythmic, triumphant",382,1,3.45,3FrqTHrelaPyB5jMESrUNu
324,Author & Punisher,Beastland,5 October 2018,"Industrial, Industrial Metal","Drone Metal, Power Noise, Death Industrial, Industrial Metal, Electro-Industrial","mechanical, noisy, male vocals, aggressive, apocalyptic, heavy, cold, nihilistic",814,5,3.44,7eeGQz44dnAsZEUL5jQAfk
325,Angélique Kidjo,Remain in Light,8 June 2018,"Afro-Funk, Fon Music","Afrobeat, New Wave, Jazz-Funk","female vocals, rhythmic, energetic, passionate, melodic, tribal, political, boastful",624,7,3.45,4RWSXCDIk9HDCAjRFTPVcn
326,Necrophobic,Mark of the Necrogram,23 February 2018,"Melodic Black Metal, Melodic Death Metal",Black Metal,"male vocals, dark, melodic, death, aggressive, satanic, infernal, energetic",521,7,3.45,1qQg28aoo5RjtdcYBba0T2
327,Svalbard,It's Hard to Have Hope,25 May 2018,"Post-Hardcore, Crust Punk, Neocrust","Post-Rock, Screamo, D-Beat","female vocals, political, angry, conscious, anxious, rebellious, longing, existential",347,4,3.44,0jf1KlN5rJZD7P4wWOiSDm
328,Acathexis,Acathexis,26 December 2018,Atmospheric Black Metal,,"heavy, atmospheric, male vocals, aggressive",265,4,3.53,5wT7WTCs94DnDXoDKFbuqp
329,Sigh,Heir to Despair,16 November 2018,"Avant-Garde Metal, Progressive Metal","Japanese Folk Music, Folk Metal, Electronic, Black Metal","eclectic, male vocals, quirky, avant-garde, progressive, surreal, cryptic, epic",974,8,3.43,2upGyOFfzDyAFptPpDsZNF
330,Cindy Lee,Model Express,14 August 2018,"Experimental Rock, Lo-Fi / Slacker Rock, Noise Pop","Psychedelic Pop, Noise Pop, Hypnagogic Pop, No Wave","lonely, lo-fi, nocturnal, androgynous vocals, abstract, rhythmic, mellow, soft",378,2,3.45,1cM3XaLH6OEVKxq8PKerU0
331,Enjoy,Small Car Big Wheels,29 June 2018,Indie Pop,"Hypnagogic Pop, Art Punk, Post-Punk","quirky, psychedelic, male vocals, humorous, melodic, playful, sarcastic, boastful",408,3,3.45,5GkL9ODAA6mlVJ3YcyRR3a
332,Jvcki Wai,Enchanted Propaganda,6 July 2018,"Trap, Cloud Rap, Political Hip Hop","Pop Rap, Emo Rap, Political Hip Hop","female vocals, rebellious, protest, anarchism, political, ethereal, passionate, futuristic","1,552",15,3.41,4IHCSMFeslFxWyvGJk6vwI
333,Ben Howard,Noonday Dream,1 June 2018,"Indie Folk, Singer-Songwriter","Ambient Pop, Psychedelic Folk, Post-Rock","atmospheric, soothing, male vocals, melodic, introspective, melancholic, acoustic, sentimental",791,9,3.43,6astw05cTiXEc2OvyByaPs
334,Windhand,Eternal Return,5 October 2018,Doom Metal,Stoner Metal,"female vocals, repetitive, heavy, psychedelic, lethargic, dense, atmospheric",635,7,3.44,3nT9JnrGzf0JWMEVDxt7Hs
335,Eiko Ishibashi 石橋英子,The Dream My Bones Dream,4 July 2018,"Ambient Pop, Art Pop","Avant-Garde Jazz, Chamber Pop","mellow, ethereal, female vocals, repetitive, soothing",562,6,3.45,7fF92i519qJTQRu1yM36Gd
336,Charmer,Charmer,20 April 2018,"Midwest Emo, Math Rock",Emo-Pop,"melancholic, lonely, male vocals, passionate, melodic, introspective, longing",428,1,3.45,1T5LvQ57Nn6x7na0jyYoS2
337,Chris Corsano & Bill Orcutt,Brace Up!,2 November 2018,"Free Improvisation, Experimental Rock",Noise Rock,"improvisation, playful, manic, noisy, chaotic, instrumental, mysterious, complex",381,2,3.45,2JmJbAsXtJDqaTTdLaf2vt
338,Deathhammer,Chained to Hell,5 October 2018,"Thrash Metal, Speed Metal",Black Metal,"male vocals, aggressive, heavy",260,3,3.50,3oIR74zZjU5IZxs2dJUqDb
339,Twenty Øne Piløts,Trench,5 October 2018,"Indie Pop, Alt-Pop","Pop Rap, Indietronica, Synthpop, Pop Rock","concept album, male vocals, melancholic, melodic, introspective, anxious, serious, passionate","6,422",58,3.38,621cXqrTSSJi1WqDMSLmbL
340,DJ Koze,Knock Knock,4 May 2018,"House, Deep House","Downtempo, Nu-Disco, Microhouse, Deep House, Neo-Psychedelia","psychedelic, lush, uplifting, warm, eclectic, rhythmic, sampling, summer","2,407",20,3.42,0sT4nyNxsvGNQr1O8OR83O
341,Omnium Gatherum,The Burning Cold,31 August 2018,Melodic Death Metal,Progressive Metal,"male vocals, melodic, aggressive, energetic, anthemic, cold",407,5,3.44,7C07714TBt30BazLwcItnn
342,Destroy Boys,Make Room,19 October 2018,Punk Rock,"Riot Grrrl, Pop Punk","female vocals, rebellious, LGBT, energetic",286,3,3.63,7aTumdbpn2n1AG6CjCqvnR
343,Dead Can Dance,Dionysus,2 November 2018,"Tribal Ambient, Neoclassical New Age","Turkish Folk Music, Iranian Folk Music, Balkan Folk Music, Greek Folk Music","atmospheric, mysterious, ritualistic, female vocals, rhythmic, nature, tribal, male vocals","1,717",13,3.42,1vlgTN47mgWvFVShrL3WDp
344,Jesus Piece,Only Self,24 August 2018,Metalcore,"Sludge Metal, Deathcore","heavy, aggressive, angry, male vocals, anti-religious, chaotic, hateful, manic",860,3,3.43,3S382sny5N3i1OG96Vd4rY
345,Kanye West,ye,1 June 2018,Pop Rap,"Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop","introspective, love, male vocals, sampling, existential, bittersweet, passionate, sentimental","32,539",278,3.29,2Ek1q2haOnxVqhvVKqMvJe
346,Khruangbin,Con todo el mundo,26 January 2018,Psychedelic Rock,"Funk, Lounge, Psychedelic Soul, Funk Rock","instrumental, calm, warm, soft, peaceful, summer, mellow, psychedelic","2,293",19,3.42,42j41uUwuHZT3bnedq2XtM
347,cero,Poly Life Multi Soul,16 May 2018,"Indie Pop, Jazz-Rock","Nu Jazz, Shibuya-kei, Alternative R&B","mellow, male vocals, melodic, warm, aquatic, atmospheric, urban, eclectic",331,2,3.45,6JD9GiACPTf4symuPbpfPG
348,Drudkh,Їм часто сниться капіж (They Often See Dreams About the Spring),9 March 2018,Atmospheric Black Metal,Pagan Black Metal,"cold, dark, male vocals, atmospheric, melancholic, sombre, heavy, dense","1,088",15,3.42,1c17LkvtIGds4dio2qTx1u
349,Skeletal Remains,Devouring Mortality,13 April 2018,Death Metal,,"apocalyptic, aggressive, heavy, technical, death, male vocals, war, infernal",537,7,3.43,14VcleFKA3cjwbwUtb2P0j
350,Julek Ploski,Tesco,22 March 2018,"Post-Industrial, Ambient","Noise, Sound Collage, Deconstructed Club, Epic Collage","dissonant, noisy, dense, surreal, melancholic, ominous",482,5,3.44,6nkUA5Cz65GaBCHMu8saVR
351,Bandit,Warsaw,30 December 2018,Grindcore,Mathcore,"violence, hateful, aggressive, male vocals, chaotic, manic, energetic, war",335,3,3.45,2ITCo2Yu8q771FULbIMmKV
352,Neko Case,Hell-On,1 June 2018,"Singer-Songwriter, Alt-Country","Indie Rock, Chamber Folk","female vocals, melodic, warm, philosophical, poetic, summer, atmospheric, bittersweet",876,12,3.43,7I141P48NQw206up7jBezG
353,Black Magick SS,Spectral Ecstasy,16 April 2018,Heavy Psych,"Heavy Metal, Black Metal, Black 'n' Roll","triumphant, epic, male vocals, melodic, occult, psychedelic, energetic, cryptic",514,2,3.38,
354,Mary Halvorson,Code Girl,30 March 2018,"Avant-Garde Jazz, Vocal Jazz","Post-Bop, Avant-Prog","improvisation, female vocals, playful, poetic, avant-garde, melodic, dense, abstract",411,7,3.44,1OFdg07N5rkshEfPbTLjnB
355,Devi McCallion & Katie Dey,Some New Form of Life,7 November 2018,"Indietronica, Electropop","Glitch Pop, Sequencer & Tracker, Art Pop","bittersweet, alienation, LGBT, apocalyptic, drugs, death, female vocals, quirky",360,6,3.40,2fhwxqLpurOXoSR8s2WOLv
356,Mon Laferte,Norma,9 November 2018,"Latin Pop, Bolero","Salsa, Cumbia, Singer-Songwriter, Mambo, Latin Alternative","passionate, female vocals, longing, bittersweet, rhythmic, melancholic, warm, love",272,3,3.49,5vwSqLLGqeCTyRVObYjkDq
357,Abul Mogard,Above All Dreams,22 June 2018,"Ambient, Drone",Progressive Electronic,"atmospheric, hypnotic, ethereal, minimalistic",595,5,3.44,10K3hPmr4QPja8w0oaBNxg
358,Cookin' Soul,DOOM Xmas,18 December 2018,"Christmas Music, Abstract Hip Hop, Mashup","Boom Bap, Lo-Fi Hip Hop, Jazz Rap","Christmas, male vocals, holiday, rhythmic, sampling, mashup, winter, drugs",496,6,3.43,71lMeAHy4EQLSCeDfL3Rbf
359,The Body,"I Have Fought Against It, but I Can't Any Longer.",11 May 2018,"Death Industrial, Drone Metal","Neoclassical Darkwave, Post-Industrial, Power Electronics","self-hatred, depressive, raw, noisy, dark, female vocals, male vocals, anxious","1,761",15,3.41,2yR0l9a77mQRD125LqHNG6
360,Thingy,Morbid Curiosity,13 April 2018,"Math Rock, Indie Rock",,"uncommon time signatures, quirky, male vocals, complex, melodic, dissonant, progressive, energetic",243,6,3.59,6bYYz7saEtphEQHHXEk8v1
361,Oh Sees,Smote Reverser,17 August 2018,Psychedelic Rock,"Heavy Psych, Progressive Rock, Krautrock, Garage Rock","male vocals, psychedelic, warm, rhythmic, progressive, technical, energetic, noisy","2,054",21,3.42,2C3Ra3VEttQOdzf4oYFTbn
