position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
213,Ahab,The Boats of the Glen Carrig,28 August 2015,Death Doom Metal,"Funeral Doom Metal, Post-Rock, Post-Metal","heavy, male vocals, concept album, sombre, atmospheric",668,9,3.49,1po9LPVlbCSW8x51ZYUP1b
214,Baroness,Purple,18 December 2015,"Stoner Metal, Stoner Rock","Alternative Rock, Psychedelic Rock","energetic, melodic, male vocals, heavy, psychedelic, anthemic, progressive, atmospheric","3,115",27,3.46,25FRZSpdZCczTURlAcMm6r
215,Royal Headache,High,21 August 2015,"Power Pop, Garage Rock",Garage Punk,"energetic, passionate, male vocals, melodic, romantic, bittersweet, optimistic, anthemic","1,103",17,3.48,7LpcVaM4s3aEvbCSI5u7Xa
216,Killing Joke,Pylon,23 October 2015,Industrial Rock,"Industrial Metal, Post-Punk","heavy, mechanical, political, male vocals, energetic, existential, conscious, noisy",880,11,3.48,4eoLTk82fQi4HQRGzroQbg
217,Machine Girl,Gemini,3 July 2015,Hardcore Breaks,"Footwork, Breakcore, Jungle","ethereal, manic, surreal, dense, rhythmic, atmospheric, playful, sampling","2,299",15,3.47,4vdHY7cdRkKTebKoEM6yaE
218,W.A.S.P.,Golgotha,2 October 2015,Heavy Metal,Hard Rock,"male vocals, melodic, passionate, religious, bittersweet, Christian",510,9,3.48,6yzU8QYj6od609Pu17e7kP
219,Tempel,The Moon Lit Our Path,16 June 2015,"Atmospheric Sludge Metal, Post-Metal","Progressive Metal, Atmospheric Black Metal","dark, atmospheric, instrumental, dense, heavy, progressive, epic, energetic",458,5,3.49,56oB6WuvguvZnd7MRzFRhW
220,Abul Mogard,Circular Forms,4 September 2015,"Ambient, Drone",Progressive Electronic,"space, ethereal, calm, sparse, suspenseful, hypnotic, repetitive, atmospheric",426,4,3.50,0SvHo9qJFRL4GhNeIofWst
221,Eclipse,Armageddonize,20 February 2015,Hard Rock,"AOR, Heavy Metal",,256,8,3.58,5aJnjesss4Z3BEAgfmnj6U
222,Red Velvet,The Red,9 September 2015,"K-Pop, Dance-Pop, Electropop","Contemporary R&B, Synth Funk","happy, female vocals, uplifting, playful, quirky, repetitive, party, anthemic","1,711",11,3.47,6YL9J0E6PGtYzkhyMxnmXd
223,Caspian,Dust and Disquiet,25 September 2015,Post-Rock,Post-Metal,"instrumental, melancholic, atmospheric, longing, epic, death, anxious",681,10,3.49,2m4KwsPpsNAenV6ImBv71I
224,Alkaloid,The Malkuth Grimoire,17 March 2015,"Progressive Metal, Technical Death Metal",Death Metal,"uncommon time signatures, technical, progressive, science fiction, male vocals",524,9,3.48,1uFjEOiRSe8LCyd0le87NE
225,Big Blood,Double Days II,20 February 2015,"Psychedelic Folk, Avant-Folk",,"female vocals, psychedelic, surreal, forest, warm, dissonant, cryptic, ritualistic",378,5,3.50,
226,Armored Saint,Win Hands Down,2 June 2015,"Heavy Metal, US Power Metal",,"male vocals, energetic, heavy",339,9,3.49,3KQ5HzQZjFbylEaGdyKKFX
227,mewithoutYou,Pale Horses,16 June 2015,Indie Rock,"Post-Hardcore, Art Rock","religious, sombre, melancholic, male vocals, poetic, introspective, dark, passionate","1,269",18,3.47,4HZ79K6LKnrTegU2MqlLyy
228,Jorn Lande Trond Holter,Dracula: Swing of Death,23 January 2015,"Heavy Metal, Rock Opera",Hard Rock,"male vocals, rock opera",274,11,3.55,
229,Mutoid Man,Bleeder,30 June 2015,"Stoner Rock, Post-Hardcore, Stoner Metal","Mathcore, Sludge Metal, Stoner Rock","heavy, uncommon time signatures, complex, technical, melodic, male vocals, energetic, progressive",720,14,3.48,5zOGHHt1uWJ3x3BmN1Dili
230,The Mountain Goats,Beat the Champ,7 April 2015,"Indie Folk, Singer-Songwriter, Folk Rock","Indie Rock, Chamber Pop","sports, concept album, introspective, melodic, male vocals, rain, longing, quirky","1,975",19,3.47,7HWC61Sl93gYdBqCV5EIka
231,Powerwolf,Blessed & Possessed,17 July 2015,Power Metal,Heavy Metal,"melodic, male vocals, triumphant, energetic, fantasy, occult, nocturnal, violence",687,18,3.45,3UGseIH6CIG42v2OjWhRIH
232,Prince,HITNRUN Phase Two,12 December 2015,"Funk, Pop Soul, Contemporary R&B","Synth Funk, Pop Rock, Jazz-Funk, Disco","playful, rhythmic, romantic, optimistic",529,11,3.48,1Z7W9oZNZD3ySSnZkRzJgd
233,Totem Skin,Weltschmerz,8 October 2015,"Metalcore, Crust Punk, Neocrust","Atmospheric Sludge Metal, Neocrust","heavy, dark, aggressive, passionate, male vocals",345,3,3.49,4SjKBetWnJdm8M2ANeqKuj
234,Black Fast,Terms of Surrender,7 August 2015,Technical Thrash Metal,Black Metal,"heavy, technical, aggressive, male vocals",360,6,3.49,0OpCb4X7TqsaY7U5soHYRU
235,Neck Deep,Life's Not Out to Get You,14 August 2015,Pop Punk,"Skate Punk, Easycore","energetic, male vocals, melodic, uplifting, bittersweet, summer, passionate, sentimental",834,6,3.46,4B7zXONNfa4DFD9ik9aa0N
236,She Past Away,Narin Yalnızlık,12 May 2015,"Darkwave, Gothic Rock",Post-Punk,"dark, male vocals, nocturnal, rhythmic, atmospheric, cryptic, ominous, repetitive",411,,3.49,2tuiAgjwrn1rKciu8dqNmB
237,Dr. Yen Lo,Days With Dr. Yen Lo,16 May 2015,"East Coast Hip Hop, Abstract Hip Hop, Drumless","Jazz Rap, Gangsta Rap","atmospheric, mysterious, minimalistic, sparse, dark, surreal, urban, ominous",898,6,3.47,6LbpxGSlBiby2Un2YMqe36
238,Moonspell,Extinct,6 March 2015,Gothic Metal,Symphonic Metal,"male vocals, dark, melodic, pessimistic",727,10,3.46,5awXIhRfdtusNNOUZZYViF
239,Moa Pillar,Humanity,3 October 2015,Industrial Techno,"Ritual Ambient, Drone","ritualistic, instrumental, tribal, energetic, epic, mechanical, rhythmic, repetitive",316,1,3.49,5984KBgh9sIuhX7Up6f84U
240,Crypt Sermon,Out of the Garden,24 February 2015,"Epic Doom Metal, Traditional Doom Metal",,"male vocals, heavy, ominous, melodic, Christian",507,11,3.48,1H5WaONFad2T7DY1VCY9Iz
241,High on Fire,Luminiferous,16 June 2015,"Stoner Metal, Sludge Metal",Thrash Metal,"heavy, aggressive, male vocals, raw, psychedelic, angry, energetic, manic","1,256",13,3.47,2O1NiSIcZCa4ilT9tpkCzi
242,Antimatter,The Judas Table,9 October 2015,Progressive Rock,"Art Rock, Alternative Rock",,313,7,3.48,0x20EWkQxSywumB4G5iL8o
243,Elysia Crampton,American Drift,7 August 2015,"Latin Electronic, Epic Collage, Deconstructed Club","Digital Cumbia, Andean New Age, Huayno, Crunk, Dungeon Synth","concept album, repetitive, ethereal, surreal, rhythmic, lush, hypnotic, atmospheric","1,125",4,3.45,6pArfwsBoFXoIcjNdmmfjN
244,Cradle of Filth,Hammer of the Witches,10 July 2015,Symphonic Black Metal,"Gothic Metal, Melodic Black Metal, Progressive Metal","fantasy, concept album, sensual, complex, satanic, suspenseful, male vocals, energetic",710,11,3.46,3i2KnxdrfRq3VjfZUeWLtg
245,Patrick Watson,Love Songs for Robots,11 May 2015,"Chamber Pop, Singer-Songwriter","Ambient Pop, Art Pop","calm, male vocals, surreal, ethereal, quirky",325,,3.49,71gfE089fomfWVEdpWnT8v
246,Low,Ones and Sixes,11 September 2015,"Slowcore, Indie Rock","Indietronica, Ambient Pop","male vocals, atmospheric, female vocals, bittersweet, melancholic, ethereal, rhythmic, soft","1,836",17,3.46,55uQXRIwm0WeJX8g7f5aCf
247,Steve Hackett,Wolflight,30 March 2015,Progressive Rock,"Symphonic Prog, Folk Rock, Hard Rock, Progressive Metal",,338,8,3.48,01oaXoOHGhVeCoB65DGOtm
248,Cindy Lee,Act of Tenderness,26 December 2015,"Noise Pop, Lo-Fi / Slacker Rock, Neo-Psychedelia","Noise, Hypnagogic Pop, Brill Building","noisy, lo-fi, lonely, atmospheric, melancholic, surreal, dark, sad","1,170",7,3.46,7xoKRyRLuja8Ubaz8fA86S
249,Avatarium,The Girl With the Raven Mask,23 October 2015,Doom Metal,Heavy Psych,"dark, female vocals",461,14,3.48,4QkGwonX3ReyQgdav9T7bI
250,Steve Reich / Ensemble Signal / Brad Lubman,Music for 18 Musicians,12 May 2015,Minimalism,,"minimalistic, hypnotic, repetitive, peaceful, polyphonic, avant-garde, atmospheric, ethereal",212,5,3.80,3lNs2UnRog90lU3dusjkWK
251,Alabama Shakes,Sound & Color,21 April 2015,Blues Rock,"Garage Rock, Neo-Soul, Art Rock","melodic, female vocals, passionate, lush, love, rhythmic, sentimental, nocturnal","3,218",39,3.45,03nQNGFi3dIxg6ghNbtVWW
252,Monolord,Vænir,28 April 2015,"Doom Metal, Stoner Metal",Stoner Metal,"heavy, male vocals, atmospheric, sombre, dark, dense, death, nocturnal",706,9,3.47,0z61mrKPPxjoERi8ndZWia
253,DeepChord,Ultraviolet Music,27 November 2015,Dub Techno,Ambient Techno,"instrumental, rhythmic, repetitive, atmospheric",263,2,3.54,66YYDzTgBWhS6Xek1xGdoy
254,Eivør,Slør,16 September 2015,"Art Pop, Folk Pop","Electropop, Faroese Folk Music, Folktronica","female vocals, meditative, mysterious, cold",294,2,3.48,54GSg6YH72DvPf5G1egXY2
255,Lightning Bolt,Fantasy Empire,24 March 2015,"Noise Rock, Math Rock","Stoner Rock, Brutal Prog","noisy, chaotic, energetic, aggressive, playful, male vocals, repetitive, heavy","2,421",15,3.45,0Z0aI5ATk4kmQfTSANB0Z1
256,Knxwledge,Hud Dreems,5 May 2015,Instrumental Hip Hop,"Lo-Fi Hip Hop, Jazz Rap, Glitch Hop","sampling, instrumental, mellow, rhythmic, warm, repetitive, calm, lo-fi","1,414",9,3.46,2hnFG95OCnV24yP4UDXlzl
257,Tyranny,Aeons in Tectonic Interment,18 September 2015,Funeral Doom Metal,,"ominous, ritualistic, atmospheric, male vocals, disturbing, dense, occult, hypnotic",275,5,3.50,22MZctdkAToG3BzBemq0iF
258,Unknown Mortal Orchestra,Multi-Love,26 May 2015,Psychedelic Pop,"Neo-Psychedelia, Psychedelic Soul, Funk","warm, androgynous vocals, love, mellow, lush, rhythmic, melodic, psychedelic","3,515",21,3.44,587Clxxo1i5flgjvS52bEC
259,Mondo Drag,Mondo Drag,2015,"Psychedelic Rock, Progressive Rock, Heavy Psych",Space Rock,"heavy, complex, psychedelic, space, progressive, epic, male vocals",435,11,3.48,0AiSnZ5ab6GMxHSIIoXoGm
260,Skeletal Remains,Condemned to Misery,7 August 2015,Death Metal,,"heavy, death, aggressive, male vocals, violence, introspective, energetic, pessimistic",343,4,3.48,5twmez3aeCkrjWRF1d25yn
261,Nicole Dollanganger,Natural Born Losers,9 October 2015,"Slowcore, Singer-Songwriter",Dream Pop,"melancholic, sexual, female vocals, sombre, dark, poetic, pessimistic, pastoral","1,066",6,3.44,5Pmmw3iJPmS2uQ41g9kVzX
262,Orden Ogan,Ravenhead,16 January 2015,Power Metal,"Symphonic Metal, Heavy Metal","male vocals, anthemic, melodic, uplifting, medieval, concept album, energetic, fantasy",392,11,3.45,6qF1A44UPRnXYLshqAnzWB
263,Bosse-de-Nage,All Fours,14 April 2015,"Atmospheric Black Metal, Post-Metal, Black Metal","Post-Hardcore, Post-Rock","melancholic, philosophical, introspective, sexual, passionate, uncommon time signatures, anxious, suspenseful",929,8,3.45,0AlsoaG8HPUlUzyyIskjcx
264,WEDNESDAY CAMPANELLA 水曜日のカンパネラ,ジパング (Zipangu),11 November 2015,"Japanese Hip Hop, Electronic","Hip House, Ambient House, Dancehall, Trap [EDM], Juke","female vocals, lush, mellow, sampling, happy, mythology, summer, party",847,2,3.45,7k4rOvrMbfmlKHk7FJSSvK
265,Ryley Walker,Primrose Green,31 March 2015,"Singer-Songwriter, Chamber Folk","Psychedelic Folk, Folk Baroque, Folk Rock","male vocals, pastoral, psychedelic, melodic, longing, mellow",893,20,3.45,5HhvfDkoM2a0oghjW8aJNf
266,Christian Scott aTunde Adjuah,Stretch Music,18 September 2015,Post-Bop,"Nu Jazz, Jazz Fusion","instrumental, uncommon time signatures, improvisation, futuristic",478,3,3.47,7nmjMOOQlDxZWfKGDRy9Hb
267,Steve Von Till,A Life Unto Itself,12 May 2015,"Singer-Songwriter, Contemporary Folk, Gothic Country","Americana, Celtic Folk Music, Psychedelic Folk, Drone Metal","sombre, nature, melancholic, forest, male vocals",365,6,3.46,6OHq7XnVOfvYZBffP38Skw
268,Pusha T,King Push: Darkest Before Dawn - The Prelude,18 December 2015,"Gangsta Rap, Southern Hip Hop",,"crime, boastful, drugs, male vocals, cold, urban, sampling, dense","4,688",30,3.44,4OoNqHBpbgDoqtN3u1IdiC
269,Kingcrow,Eidos,23 June 2015,"Progressive Metal, Progressive Rock",,"male vocals, technical, atmospheric, melancholic, melodic, progressive",254,5,3.61,4yrLm28zteNTZKTT2VgmOr
270,Komara,Komara,30 June 2015,"Avant-Prog, Avant-Garde Jazz, Brutal Prog","Dark Jazz, Industrial Rock, Experimental Rock","dark, sombre, disturbing, heavy, mechanical, progressive, noisy, futuristic",635,8,3.45,2azEd3bKMSqJhziV7YfFX8
271,The Wonder Years,No Closer to Heaven,4 September 2015,"Alternative Rock, Pop Punk",Emo,"death, introspective, passionate, concept album, poetic, anti-religious, existential, sad",931,9,3.45,0kAfY3e4tuxMMAiUdLxeQi
272,Marietta,As It Were,17 August 2015,Midwest Emo,,male vocals,403,3,3.47,2N1FeOZMajs5DSzXnV0bGi
273,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,21 August 2015,"Rhythm & Blues, Blue-Eyed Soul","Roots Rock, Americana, Country Rock",,353,4,3.47,2UCyiayMoJOwBilPLQPQvK
274,Paperi T,Malarian pelko,17 April 2015,Abstract Hip Hop,"Experimental Hip Hop, Cloud Rap, Conscious Hip Hop","breakup, introspective, dark, atmospheric, male vocals, nocturnal, alcohol, melancholic",314,3,3.45,09Tunmsdjveo7N2xXh41lS
275,Stratovarius,Eternal,11 September 2015,Power Metal,"Symphonic Metal, Progressive Metal","male vocals, energetic, melodic, anthemic, uplifting",495,13,3.45,2XtEn2SyFeIgTfA4Hyuj1Q
276,Ptaki,Przelot,21 June 2015,"Ambient House, Plunderphonics","Balearic Beat, Plunderphonics, Downtempo","warm, rhythmic, melancholic, soothing, instrumental, sampling, repetitive",401,1,3.45,
277,Big Brave,Au De La,18 September 2015,"Post-Rock, Experimental Rock, Drone Metal","Drone, Atmospheric Sludge Metal, Post-Metal, Noise Rock","female vocals, dark, anxious, noisy, sombre, angry, heavy, Wall of Sound",358,5,3.46,6tWiEilM2DWdFQCiT2AuXx
278,Remember,ルートバックホーム,11 August 2015,"Ambient, Dreampunk","Space Ambient, Field Recordings","soothing, nocturnal, lonely, rain, futuristic, atmospheric, space, urban",880,7,3.45,2XdnhVevhAlqQx17o70PRe
279,The Go! Team,The Scene Between,30 March 2015,"Indie Pop, Noise Pop, Indie Rock","Psychedelic Pop, Twee Pop","energetic, happy, female vocals, melodic, playful, summer, passionate, chaotic",647,9,3.44,3JjFa8eRasrkLfKoWStw5D
280,Joey Bada$$,B4.DA.$$,20 January 2015,"East Coast Hip Hop, Boom Bap","Jazz Rap, Conscious Hip Hop","boastful, urban, conscious, male vocals, introspective, rhythmic, serious, sombre","5,768",45,3.42,1rJXQEZ5DnUalRSPB3R0WO
281,Downfall of Nur,Umbras de Barbagia,25 March 2015,Atmospheric Black Metal,"Pagan Black Metal, Dark Folk","apocalyptic, concept album, dark, melancholic, autumn, melodic, progressive, heavy",439,8,3.46,2zsaSiTaaVcET8aTlCGjns
282,Klone,Here Comes the Sun,27 April 2015,Progressive Rock,Progressive Metal,"atmospheric, melancholic, male vocals, progressive, uplifting, aquatic",262,4,3.51,13WDtDHwxbteJnOhy627Rf
283,Alva Noto,Xerrox Vol.3,6 April 2015,"Ambient, Glitch",Drone,"atmospheric, lonely, minimalistic, instrumental, sparse, cold, mysterious, futuristic",719,5,3.45,03yuwV0HcXTimDkgRmb49N
284,Wand,1000 Days,25 September 2015,Psychedelic Rock,"Garage Rock, Psychedelic Pop, Neo-Psychedelia","quirky, psychedelic, playful, male vocals",434,4,3.46,2S1bAxKTHvctVSsUhoOmmG
285,William Basinski,Cascade,28 April 2015,"Ambient, Tape Music, Minimalism",Drone,"repetitive, atmospheric, ethereal, instrumental, sparse, hypnotic, melancholic, cold","1,345",11,3.43,4f48opP7807oYLqYZmDTxk
286,Magma,Šlaǧ Tanƶ,27 January 2015,Zeuhl,,"repetitive, rhythmic, female vocals, dark, ominous, male vocals, triumphant",605,10,3.44,1L2SPssPQeABoP4ZjaEzTW
287,Hikari no Itoguchi 光の緒,[untitled],10 September 2015,Harsh Noise Wall,Ambient,"melancholic, noisy, atmospheric, dense, instrumental, rain, repetitive, mysterious",796,21,3.41,
288,Pyramaze,Disciples of the Sun,22 May 2015,"Power Metal, Progressive Metal",Symphonic Metal,,272,7,3.51,0zyZmvnSiU5fXR543Hbtwk
289,Daoko,Daoko,25 March 2015,"Japanese Hip Hop, Pop Rap, Synthpop","Electropop, J-Pop, Art Pop","female vocals, mellow, soft, atmospheric, bittersweet, futuristic, playful, abstract",505,,3.45,4ljFkTyecu1pPNK8howb5o
290,William Basinski,The Deluge,7 August 2015,"Ambient, Tape Music","Drone, Minimalism","repetitive, melancholic, atmospheric, instrumental, minimalistic, ethereal, meditative, soothing",374,,3.46,
291,Arca,Mutant,20 November 2015,"IDM, Deconstructed Club","Wonky, Glitch Hop, Glitch, Epic Collage","futuristic, instrumental, surreal, chaotic, anxious, ominous, infernal, dark","4,929",32,3.41,0l9EkgUMcOw15cPnoNajeG
292,Seoul,I Become a Shade,9 June 2015,"Dream Pop, Chillwave","Synthpop, Downtempo, Ambient","mellow, atmospheric, male vocals, sombre, romantic, melodic, summer, love",313,4,3.46,1ZxPEtyPkbiEkhrMrZ7yqL
293,Hong Kong Express,HK,10 January 2015,"Ambient, Dreampunk, Progressive Electronic","Drone, Space Ambient","atmospheric, rain, hypnotic, futuristic, urban, nocturnal, instrumental, meditative","1,005",7,3.44,0kjhacUoSl2nAxzC0TYmZR
294,Rafael Anton Irisarri,A Fragile Geography,23 October 2015,"Ambient, Drone",,"atmospheric, melancholic, instrumental, lonely, sad, nocturnal, rain, ethereal",552,3,3.45,3r7fpEBWJ0GGAYMQnNrcfq
295,Björk,Vulnicura Strings,6 November 2015,Art Pop,"Chamber Music, Ambient Pop","melancholic, lush, sombre, chamber music, female vocals, orchestral",512,3,3.43,4SYBA848sWZyd7Tknituk0
296,Spock's Beard,The Oblivion Particle,21 August 2015,"Progressive Rock, Symphonic Prog",,"uncommon time signatures, complex, existential, male vocals",302,5,3.45,064DM5DpUqknnJXskYmX4f
297,The Aristocrats,Tres Caballeros,23 June 2015,"Progressive Rock, Jazz-Rock, Jazz Fusion",Hard Rock,"instrumental, technical, warm, playful, progressive, uncommon time signatures, desert, complex",298,4,3.46,2hpAUKAwzFiTiAv889LBZn
298,Kadavar,Berlin,21 August 2015,Stoner Rock,Hard Rock,"heavy, male vocals, energetic",579,8,3.44,4wWDYyOKHtXfqCILg61cqg
299,Meg Myers,Sorry,18 September 2015,"Alternative Rock, Alt-Pop","Art Pop, Synthpop","passionate, sexual, female vocals, eclectic, melodic",356,6,3.45,14Q6NvjUSthc0Xgb5EgtQd
300,Billy Woods,"Today, I Wrote Nothing",27 March 2015,"East Coast Hip Hop, Hardcore Hip Hop, Abstract Hip Hop","Abstract Hip Hop, Experimental Hip Hop","male vocals, abstract, misanthropic, complex, psychedelic, philosophical, deadpan, poetic","1,312",8,3.43,578EhAhXaSpSXdXzYtlFT2
301,Shahmen,All in the Circle,26 May 2015,"Abstract Hip Hop, Boom Bap",Experimental Hip Hop,"poetic, sombre, dark, apocalyptic, abstract, introspective, existential, ominous",451,4,3.44,7BdefOLwDTpwR6Z5cdro0A
302,Ironomi いろのみ,Niji,24 December 2015,"Ambient, Modern Classical",Field Recordings,"instrumental, calm, soothing, peaceful, warm, female vocals, ethereal, lush",267,1,3.64,0fcHWEnKchO079VrkK8S9U
303,Imperial Triumphant,Abyssal Gods,10 March 2015,"Black Metal, Dissonant Death Metal","Avant-Garde Metal, Technical Death Metal","dissonant, technical, dense, atmospheric, aggressive, avant-garde, complex, chaotic",583,8,3.44,0Hm3EP4TfufR7bj5NEiaOh
304,Tigran Hamasyan,Luys i Luso,4 September 2015,"ECM Style Jazz, Armenian Church Music, Choral",Hymns,"meditative, atmospheric, soothing, choral, spiritual, soft, hymn, Christian",303,1,3.44,2cJWQAk9sccjbvKqLMti7t
305,Jim O'Rourke,Simple Songs,19 May 2015,"Chamber Pop, Singer-Songwriter","Soft Rock, Progressive Pop, Jazz Pop","melodic, lonely, lush, mellow, satirical, male vocals, bittersweet, progressive","1,932",21,3.42,
306,Richard Hawley,Hollow Meadows,11 September 2015,"Chamber Pop, Singer-Songwriter",,male vocals,379,5,3.44,5iKMakkf6viZ3UkaV0YNOd
307,Tristan Perich,1-Bit Symphony,23 March 2015,"Bit Music, Progressive Electronic, Post-Minimalism","Drone, Chiptune","repetitive, minimalistic, melodic, noisy, raw, hypnotic, dense, warm",333,8,3.43,3mIM5FCmzb8Fvp1gkIQhsc
308,Elephant9 with Reine Fiske,Silver Mountain,21 August 2015,"Jazz Fusion, Psychedelic Rock","Progressive Rock, Krautrock","noisy, mysterious, psychedelic, complex, energetic, atmospheric, hypnotic, instrumental",234,4,3.61,5rfU8uA34y05sS00qCcGlD
309,Coin locker kid,Hailstorm & Maelstrom,3 March 2015,"Experimental Hip Hop, Abstract Hip Hop, Experimental","Sound Collage, Spoken Word, Plunderphonics, Neo-Psychedelia, Contemporary Folk","anxious, existential, concept album, surreal, sampling, cryptic, psychedelic, avant-garde",244,4,3.72,
310,John Carpenter,Lost Themes,3 February 2015,"Horror Synth, Progressive Electronic",Synthwave,"mysterious, instrumental, dark, atmospheric, suspenseful, nocturnal, melodic, rhythmic","1,477",15,3.42,5cm51rdS0RSbMAmI8TbQu9
311,Madeon,Adventure,30 March 2015,"Electropop, Electro House","Complextro, Nu-Disco, Synthpop, Dance-Pop, Glitch Hop [EDM]","energetic, love, uplifting, passionate, lush, male vocals, melodic, playful","1,374",4,3.41,3uKLwDjku2Us0c81LEmftR
312,Glaciation,Sur les falaises de marbre,27 February 2015,Atmospheric Black Metal,"Blackgaze, Post-Rock","dense, poetic, male vocals, atmospheric, epic, dark, complex, introspective",503,11,3.44,6BWC6oEmNSt12HxwMvB1VJ
313,The Underachievers,Evermore - The Art of Duality,25 September 2015,"Cloud Rap, East Coast Hip Hop","Experimental Hip Hop, Conscious Hip Hop, Trap","psychedelic, philosophical, mellow, drugs, male vocals, conscious, atmospheric, futuristic","1,069",4,3.43,1VY0k5ROlGx6JUQbH87vlC
314,L'Orange & Jeremiah Jae,The Night Took Us in Like Family,21 April 2015,"Abstract Hip Hop, Jazz Rap, Boom Bap",Instrumental Hip Hop,"urban, dark, crime, pessimistic, deadpan, nihilistic, poetic, male vocals",744,4,3.43,38G9JqlztibTL7CtMyHpGp
315,Khemmis,Absolution,7 July 2015,"Doom Metal, Stoner Metal","Sludge Metal, Heavy Metal, Epic Doom Metal","heavy, epic, dense, male vocals, aggressive, melodic, occult, fantasy",528,4,3.44,5295mhJgFPB9QRpZ55Fapo
316,Antarctigo Vespucci,Leavin' La Vida Loca,24 July 2015,"Power Pop, Indie Rock","Pop Punk, Emo-Pop","depressive, longing, atmospheric, warm, melodic, summer, melancholic, anxious",349,2,3.44,7lf4my9CIcXZAAReHHx7ge
317,Jordaan Mason,The Decline of Stupid Fucking Western Civilization,3 February 2015,"Indie Rock, Slowcore, Post-Rock","Slowcore, Indie Folk, Singer-Songwriter, Post-Rock","raw, sparse, concept album, LGBT, suicide, passionate, self-hatred, sad",364,5,3.41,2ykEsH6366xuYZcdMdue9q
318,While She Sleeps,Brainwashed,23 March 2015,Metalcore,"Post-Hardcore, Alternative Metal","heavy, aggressive, angry, male vocals, energetic, melodic, passionate, political",371,3,3.44,6XnWvByzLkijHomCcGO2pv
319,With the Dead,With the Dead,16 October 2015,Doom Metal,"Stoner Metal, Sludge Metal","misanthropic, occult, dark, heavy, male vocals, depressive",301,5,3.43,
320,My Sleeping Karma,Moksha,29 May 2015,"Psychedelic Rock, Space Rock",Stoner Rock,"instrumental, psychedelic, meditative, atmospheric",301,,3.44,0FqsHR28a9RnnhkjYMpzCm
321,The Vintage Caravan,Arrival,15 May 2015,"Hard Rock, Heavy Psych",Progressive Rock,"male vocals, playful, melodic, progressive",243,1,3.54,4BAgxG4avS5n9wF5nABrXa
322,Rival Consoles,Howl,16 October 2015,"IDM, Microhouse",Microhouse,,439,2,3.44,4GH1jSgrPWU3vo5dO4cvYe
323,Carter Tutti Void,f (x),11 September 2015,Industrial,"Industrial Techno, Dub Techno","mechanical, futuristic, dense, cold, heavy, rhythmic, female vocals, hypnotic",358,2,3.44,
324,Sleater-Kinney,No Cities to Love,20 January 2015,Indie Rock,Punk Rock,"energetic, rhythmic, female vocals, passionate, rebellious, melodic","3,765",52,3.40,1l7gMbzE7RRAdYddJSfM5B
325,Young Fathers,White Men Are Black Men Too,6 April 2015,"Indietronica, Neo-Soul, Art Pop","Alternative R&B, Experimental Hip Hop, Minimal Wave","raw, male vocals, lo-fi, conscious, warm, abstract, noisy, surreal","2,191",12,3.41,3xtwcBeltPMO0I4PnDfV0k
326,Timbre,Sun & Moon,7 April 2015,"Chamber Folk, Progressive Folk","Choral, Chamber Music, Tone Poem","acoustic, religious, female vocals, lush, philosophical, orchestral, progressive, concept album",753,23,3.42,2ruWfoXigzf4dSZ6jpAOdm
327,Native Construct,Quiet World,21 April 2015,Progressive Metal,"Symphonic Metal, Progressive Rock","technical, male vocals, epic, complex, passionate, progressive, melodic, energetic",633,19,3.36,2xMLC2kZe4aMMbupatoDZy
328,Annabel (lee),By the Sea... and Other Solitary Places,18 April 2015,Dark Jazz,"Vocal Jazz, Ambient, Dark Folk, Psychedelic Folk","nocturnal, lonely, dark, female vocals, ethereal, atmospheric",339,5,3.43,7HFQ43opUiyeGjljsKk4Wp
329,Highly Suspect,Mister Asylum,17 July 2015,"Hard Rock, Alternative Rock",Punk Blues,"male vocals, energetic, passionate, anxious, drugs, love, melodic, hedonistic",458,6,3.43,7wGLeeJt18EBjc181FP2cM
330,Matana Roberts,Coin Coin Chapter Three: River Run Thee,3 February 2015,"Experimental, Modern Creative","Spoken Word, Drone, Spiritual Jazz, Sound Collage","spiritual, noisy, dark, mysterious, female vocals, hypnotic, surreal, avant-garde","1,358",16,3.40,3rLsYmzeiIzXAHfOdelXpR
331,James Ferraro,Skid Row,13 November 2015,Alternative R&B,"Hypnagogic Pop, Sound Collage, Post-Industrial, Experimental Hip Hop, Adult Contemporary","poetic, concept album, urban, political, nocturnal, surreal, male vocals, introspective","1,201",11,3.40,2VbgZVTYCArgXl6AfeZsv1
332,Delta Sleep,Twin Galaxies,16 June 2015,"Math Rock, Post-Hardcore, Midwest Emo",Post-Rock,"aquatic, serious, male vocals, complex, sentimental, pessimistic, technical, melancholic",593,2,3.42,2ip3aGH8KWEA8EugbTdsNZ
333,Blaze of Perdition,Near Death Revelations,26 June 2015,Black Metal,,"male vocals, infernal",429,6,3.42,2jV2RDb1tzNJJzrwbnu6vB
334,Gazpacho,Molok,23 October 2015,"Progressive Rock, Art Rock",,"melancholic, mysterious, progressive, introspective, eclectic, concept album",350,3,3.42,3twft0SAQppcGU2bw7Tmko
335,Bilderbuch,Schick Schock,27 February 2015,"Art Pop, Indie Pop","Alternative R&B, Funk Rock","quirky, energetic, abstract, warm, uplifting, party, melodic, playful",372,2,3.40,0Bt6xhfRdVhzjSdZvXt5JR
