position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
12,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside",23 March 2015,"Abstract Hip Hop, West Coast Hip Hop","Experimental Hip Hop, Cloud Rap, Hardcore Hip Hop","lonely, depressive, misanthropic, dark, nocturnal, drugs, apathetic, male vocals","16,426",75,3.72,3wUv2IjD5hPrqlPakpczQa
13,t e l e p a t h テレパシー能力者,星間性交 (Seikan seikou),21 December 2015,"Vaporwave, Ambient",Dreampunk,"nocturnal, soothing, atmospheric, sampling, peaceful, lethargic, repetitive, mysterious",885,12,3.79,
14,Kamasi Washington,The Epic,5 May 2015,Spiritual Jazz,"Soul Jazz, Post-Bop, Jazz Fusion","epic, uplifting, spiritual, meditative, lush, progressive, melodic, optimistic","7,312",102,3.74,0EaJARlHPWOIXs5cnsUhuN
15,death's dynamic shroud.wmv,I'll Try Living Like This,15 May 2015,"Vaporwave, Plunderphonics","Glitch, Plunderphonics, Vaportrap, Post-Industrial, Wonky","surreal, sampling, futuristic, psychedelic, atmospheric, hypnotic, chaotic, dense","6,896",70,3.74,1BVQ0iqg1mFg3Q48OLlwOT
16,Lil Ugly Mane,Oblivion Access,18 December 2015,"Experimental Hip Hop, Abstract Hip Hop","Noise, Industrial Hip Hop, Cloud Rap","misanthropic, anxious, angry, nihilistic, depressive, existential, abstract, self-hatred","7,056",44,3.74,6mueTLPXfvXjl61ymHHwY8
17,Jeff Rosenstock,We Cool?,3 March 2015,"Pop Punk, Power Pop, Indie Rock","Punk Rock, Singer-Songwriter","alcohol, anxious, introspective, energetic, bittersweet, depressive, self-hatred, lonely","4,903",28,3.75,3hv2EV5JmcdPjS97hGsHuY
18,Clarence Clarity,No Now,2 March 2015,"Glitch Pop, Alternative R&B","Art Pop, Electropop, Wonky, Synth Funk, Hypnagogic Pop","dense, manic, futuristic, cryptic, melodic, chaotic, surreal, psychedelic","6,748",63,3.72,46fiEaMFklilUag3GhDia7
19,E SENS,The Anecdote,27 August 2015,"Boom Bap, Hip Hop","Conscious Hip Hop, Abstract Hip Hop","rhythmic, urban, male vocals, sampling",426,4,3.76,1ZzV8Yt4fDGrbmLC7BC3yn
20,Batushka Батюшка,Литоургиiа (Litourgiya),4 December 2015,Black Metal,Russian Orthodox Liturgical Music,"atmospheric, choral, religious, mysterious, male vocals, concept album, aggressive, heavy","5,743",45,3.72,3cFjEhmqQEf61ueibVn8Fi
21,공중도덕,공중도덕 (Gongjoong Doduk),9 February 2015,"Psychedelic Folk, Psychedelic Pop, Avant-Folk","Folktronica, Neo-Psychedelia, Folk Pop","psychedelic, soft, playful, acoustic, mellow, male vocals, surreal, abstract","4,034",15,3.73,7FkmAkZ9YMZYkNAIHYwQh9
22,Leprous,The Congregation,25 May 2015,Progressive Metal,,"passionate, male vocals, uncommon time signatures, rhythmic, technical, melancholic, anxious, progressive","2,452",40,3.71,0BTCS1O61sSYZ8o5kCqx03
23,Áine O'Dwyer,Music for Church Cleaners Vol. I and II,19 January 2015,Ambient,"Field Recordings, Drone, Christian Liturgical Music","meditative, improvisation, instrumental, atmospheric, spiritual, calm, hypnotic, natural","1,190",8,3.73,
24,2814,新しい日の誕生 (Atarashī hi no tanjō),21 January 2015,"Ambient, Dreampunk","Downtempo, Vaporwave","nocturnal, futuristic, atmospheric, urban, rain, soothing, ethereal, lonely","10,139",97,3.68,01m2bictEiKiVzFjk0h28N
25,The Dear Hunter,Act IV: Rebirth in Reprise,4 September 2015,"Progressive Rock, Indie Rock, Rock Opera","Art Rock, Chamber Pop, Symphonic Rock, Rock Opera","rock opera, male vocals, concept album, autumn, melodic, eclectic, bittersweet, epic","1,368",11,3.71,0TCkVVN1AfEtMP3IjVD1Zi
26,Max Richter,Sleep,4 September 2015,"Post-Minimalism, Ambient","Drone, Chamber Music","instrumental, melancholic, repetitive, nocturnal, meditative, minimalistic, soft, lush",999,24,3.71,0JLN7JryQ2T7lBEYIrSQF1
27,Björk,Vulnicura,20 January 2015,Art Pop,"Glitch Pop, Ambient Pop, Chamber Pop","breakup, sombre, melancholic, female vocals, serious, concept album, sad, introspective","11,717",85,3.66,1ttnHZ0HVGMSMTJdZZ7kYK
28,Oneohtrix Point Never,Garden of Delete,13 November 2015,"Post-Industrial, Progressive Electronic","Glitch, Plunderphonics, Ambient","surreal, chaotic, futuristic, complex, science fiction, sampling, androgynous vocals, nocturnal","8,464",83,3.67,4l4tgdU69cbukMzliC4xI6
29,Chelsea Wolfe,Abyss,7 August 2015,"Darkwave, Gothic Rock","Ethereal Wave, Doom Metal, Industrial Rock, Neofolk","melancholic, ethereal, dark, atmospheric, nocturnal, female vocals, apocalyptic, heavy","5,945",59,3.68,7bDxnaImZCM2TJbsI1gMVi
30,KOTO,プラトニック プラネット (Platonic Planet),15 July 2015,"J-Pop, Electropop","Bitpop, Electropop, Denpa","happy, energetic, female vocals, melodic, playful, futuristic, uplifting, eclectic","1,779",13,3.70,1Yt1RLt09djhvmK5wXvwsY
31,Everything Everything,Get to Heaven,22 June 2015,"Art Pop, Indie Rock, Progressive Pop","Indietronica, Alternative Dance, New Wave","anxious, energetic, playful, political, conscious, war, satirical, rhythmic","7,363",55,3.66,2UJUCicAuQjIqBOFIvPzIx
32,Panopticon,Autumn Eternal,16 October 2015,Atmospheric Black Metal,"Post-Metal, Post-Rock, Melodic Black Metal","passionate, autumn, nature, atmospheric, melancholic, male vocals, melodic, triumphant","2,783",24,3.69,32lW13bcC2gaiS7Zke8rVw
33,Beach House,Depression Cherry,28 August 2015,Dream Pop,"Ethereal Wave, Indie Pop","mellow, ethereal, melancholic, female vocals, soothing, atmospheric, romantic, lethargic","15,640",130,3.62,35vTE3hx3AAXtM6okpJIIt
34,Max Richter,From Sleep,4 September 2015,Post-Minimalism,Ambient,"instrumental, minimalistic, meditative, nocturnal, repetitive, peaceful, atmospheric, lush",769,8,3.69,7tP7WLxusDpTi1gf1JFsrT
35,Steven Wilson,Hand. Cannot. Erase.,2 March 2015,"Progressive Rock, Art Rock","Pop Rock, Alternative Rock","melancholic, lonely, concept album, progressive, alienation, complex, melodic, eclectic","4,328",68,3.64,6P7vL4vGgyrD7q9VR9BcnV
36,Macabre Omen,Gods of War - At War,20 February 2015,"Pagan Black Metal, Black Metal",Melodic Black Metal,"pagan, melodic, triumphant, war, epic, heavy, male vocals, anthemic",594,5,3.68,2rsVmC2tAOmxRr4Y5ubzdV
37,Tame Impala,Currents,17 July 2015,"Psychedelic Pop, Synthpop, Neo-Psychedelia","Dream Pop, Alternative R&B","psychedelic, love, melodic, anxious, bittersweet, breakup, male vocals, lush","22,670",169,3.57,79dL7FLiJFOO0EoehUHQBv
38,АЛ-90,КОД-915913,25 February 2015,Outsider House,"Ambient House, Deep House, Future Garage","lo-fi, atmospheric, sampling, nocturnal, rhythmic, repetitive, hypnotic, mellow","2,849",12,3.66,1Pm3pNfib1zckTiH5k22je
39,Milo,So the Flies Don't Come,25 September 2015,Abstract Hip Hop,"Conscious Hip Hop, Cloud Rap, Jazz Rap","philosophical, mellow, poetic, abstract, male vocals, introspective, conscious, nocturnal","5,083",33,3.64,0GiFdp9218X51aFLVbTJNF
40,Father John Misty,"I Love You, Honeybear",10 February 2015,"Indie Folk, Singer-Songwriter","Chamber Folk, Baroque Pop","sarcastic, romantic, humorous, bittersweet, passionate, male vocals, lush, introspective","9,561",90,3.60,2A8IKX257C4hJaYUHMhLP7
41,Grimes,Art Angels,6 November 2015,"Electropop, Synthpop","Alternative Dance, Dance-Pop, Art Pop, Alt-Pop","energetic, playful, fantasy, quirky, female vocals, manic, uplifting, bittersweet","15,958",140,3.57,1t9k2P4C88alWEikeJb4mI
42,Turnover,Peripheral Vision,5 May 2015,"Indie Rock, Dream Pop","Jangle Pop, Emo, Post-Punk","melancholic, atmospheric, mellow, bittersweet, male vocals, melodic, lush, breakup","3,508",39,3.64,0KruT6dkmYULduBmT23Svn
43,Ghost,Meliora,21 August 2015,"Hard Rock, Heavy Metal","Progressive Rock, Heavy Psych","occult, melodic, satanic, male vocals, triumphant, ominous, spiritual, dark","6,648",52,3.61,74QTwjBLo1eLqpjL320rXX
44,Amorphis,Under the Red Cloud,4 September 2015,Progressive Metal,"Folk Metal, Melodic Death Metal","passionate, male vocals, fantasy, mythology, epic, melodic, heavy, folklore","1,621",28,3.64,6kg3qgXaFmlXi4ik74uW7k
45,goreshit,Semantics: The Benzo Chronicles,10 February 2015,Breakcore,"Drill and Bass, Atmospheric Drum and Bass","atmospheric, melancholic, dense, anxious, sampling, nocturnal, energetic, mechanical","1,198",3,3.66,7IWQHF0tCrXGQlqrmjIyCF
46,Swallow the Sun,"Songs From the North I, II & III",13 November 2015,"Death Doom Metal, Funeral Doom Metal, Gothic Metal","Funeral Doom Metal, Gothic Metal, Neofolk","melancholic, atmospheric, sombre, melodic, depressive, cold, dark, heavy",748,11,3.66,7Hs4MdsvavxOhH8qfcNwe7
47,VI,De praestigiis angelorum,25 September 2015,Black Metal,,"dissonant, dark, infernal, technical, atmospheric, aggressive, angry, chaotic",604,7,3.65,3X0aX64SV2fhYPS8fGUZwd
48,Elder,Lore,27 February 2015,"Stoner Rock, Heavy Psych","Stoner Metal, Psychedelic Rock, Progressive Metal, Post-Rock","heavy, epic, male vocals, progressive, psychedelic, atmospheric, energetic, fantasy","2,351",36,3.64,5uQpiLCZCdR0xsauQWvFXO
49,Ad Nauseam,Nihil quam vacuitas ordinatum est,31 March 2015,"Technical Death Metal, Avant-Garde Metal, Dissonant Death Metal",Progressive Metal,"technical, dissonant, complex, dense, heavy, atonal, avant-garde, dark",928,18,3.65,
50,George Clanton,100% Electronica,25 September 2015,"Chillwave, Synthpop, Vapor","Hypnagogic Pop, Vaporwave","love, atmospheric, melodic, passionate, male vocals, bittersweet, nocturnal, romantic","2,384",14,3.64,2x12HtS4UoZDMY2YVNLlte
51,Caligula's Horse,Bloom,16 October 2015,"Progressive Metal, Progressive Rock",Alternative Rock,"melodic, male vocals, atmospheric, progressive, melancholic, energetic, passionate, technical",881,12,3.64,57oryV2mZbhyoy7u3k0lqg
52,Taihe Zhiheng 泰合志恒,神秘的情人,11 January 2015,"Vaporwave, Ambient","New Age, Dreampunk","aquatic, atmospheric, instrumental, peaceful, ethereal, soothing, meditative, hypnotic",949,6,3.64,7ubqI4RIV6PdqbxXDWVLBl
53,Susanne Sundfør,Ten Love Songs,16 February 2015,"Art Pop, Synthpop","Electropop, Chamber Pop, Progressive Pop, Baroque Pop","romantic, lush, love, female vocals, energetic, melodic, passionate, sentimental","3,817",49,3.62,3jviKiBoZrkHLQZYIReWCh
54,Leviathan,Scar Sighted,3 March 2015,Black Metal,"Depressive Black Metal, Death Metal, Avant-Garde Metal, Dissonant Death Metal","dissonant, complex, dark, anxious, aggressive, depressive, dense, heavy","2,243",24,3.62,4hnlvhL0RR3AH2YOVChSsh
55,Wonder Girls,Reboot,4 August 2015,"K-Pop, Synthpop, Dance-Pop","Freestyle, Electro-Disco, Contemporary R&B","female vocals, melodic, nocturnal, lush, anthemic, sensual, playful, love","1,438",7,3.63,3qVG71ED0PeWluJVoJaROJ
56,Slugdge,Dim & Slimeridden Kingdoms,22 September 2015,"Death Metal, Technical Death Metal",Progressive Metal,"ominous, uncommon time signatures, technical, progressive, heavy, male vocals, dense, aggressive",328,2,3.65,
57,Akhlys,The Dreaming I,20 April 2015,"Atmospheric Black Metal, Black Metal",Dark Ambient,"atmospheric, dark, ominous, nihilistic, aggressive, apocalyptic, dissonant, Wall of Sound","1,484",16,3.63,1w79KGZRlN89OFwtQcu9b3
58,3776,3776を聴かない理由があるとすれば (3776 wo kikanai riyuu ga aru to sureba),28 October 2015,Art Pop,"Spoken Word, Post-Punk, Synthpop, Indie Pop, J-Pop","concept album, melodic, eclectic, female vocals, quirky, playful, energetic, nature",673,6,3.64,
59,t e l e p a t h テレパシー能力者,一緒に別の夜 (Issho ni betsu no yoru),6 November 2015,"Vaporwave, Ambient",Drone,"hypnotic, repetitive, sampling, nocturnal, lush, lo-fi, androgynous vocals, atmospheric",544,8,3.65,1eAazAJgwn2WnitFK8N14g
60,Thee Oh Sees,Mutilator Defeated at Last,18 May 2015,"Psychedelic Rock, Garage Rock",Garage Punk,"raw, psychedelic, playful, energetic, male vocals, warm","2,666",19,3.62,31e4Yq05lmd00H8Iardp17
61,Riverside,"Love, Fear and the Time Machine",4 September 2015,Progressive Rock,Art Rock,"progressive, melancholic, atmospheric, melodic, male vocals, lush, calm","1,616",27,3.62,7mICCIhq0W6Z0JCqvsdum3
62,Nickelus F,Trick Dice,6 September 2015,"Southern Hip Hop, Cloud Rap","Boom Bap, Memphis Rap, Experimental Hip Hop","drugs, male vocals, hedonistic, urban, sampling, atmospheric, humorous, boastful","2,462",17,3.62,0GN3pYuVF2FTSdthTvWRN3
63,Galneryus,Under the Force of Courage,9 December 2015,"Power Metal, Progressive Metal, Neoclassical Metal",Symphonic Metal,"technical, triumphant, anthemic, male vocals, concept album, war, energetic, melodic",405,8,3.62,1xDQ8jVqPCvbnxWPlQBvjX
64,Wilderun,Sleep at the Edge of the Earth,7 April 2015,"Folk Metal, Progressive Metal","Melodic Death Metal, Symphonic Metal","male vocals, lush, melancholic, progressive, melodic, poetic, philosophical, heavy",720,15,3.62,2JALVhogyBDDfJb1RzHwta
65,Shape of Despair,Monotony Fields,15 June 2015,Funeral Doom Metal,Gothic Metal,"male vocals, sombre, melancholic, ethereal, funereal, heavy, female vocals, existential",707,9,3.62,1Jld5qR1CIfyvG4GYcrexK
66,Kuroi Jukai 黒い樹海,Kuroi Jukai,3 April 2015,"Grindcore, Noise, Powerviolence","Harsh Noise, Sludge Metal, Noisecore","chaotic, manic, lo-fi, infernal, male vocals, noisy, aggressive",496,5,3.63,7dhxsBKDk1Obc55uZbMFfJ
67,Daudadagr,Nordanland,June 2015,Black Metal,"Atmospheric Black Metal, Pagan Black Metal","melodic, male vocals, raw, atmospheric, medieval, lo-fi, aggressive, dark",314,1,3.64,
68,Jamie xx,In Colour,1 June 2015,UK Bass,"Future Garage, Deep House, Downtempo","urban, atmospheric, summer, sampling, party, rhythmic, energetic, uplifting","10,320",78,3.56,01uabHpYa9AA55wc6AwRQL
69,King Gizzard & The Lizard Wizard,Paper Mâché Dream Balloon,13 November 2015,"Psychedelic Pop, Psychedelic Folk, Folk Rock","Neo-Psychedelia, Sunshine Pop, Psychedelic Folk","mellow, acoustic, playful, psychedelic, warm, lush, satirical, soft","5,595",30,3.59,58dVVqmCtKKVja0Z2nKKBR
70,Magic Circle,Journey Blind,20 November 2015,"Heavy Metal, Traditional Doom Metal",,male vocals,345,8,3.63,2Rpr6NPPEQmoiJmbLXS4m6
71,Vince Staples,Summertime '06,30 June 2015,"West Coast Hip Hop, Hardcore Hip Hop","Gangsta Rap, Conscious Hip Hop","crime, dark, urban, summer, violence, ominous, nocturnal, sombre","9,295",58,3.57,4Csoz10NhNJOrCTUoPBdUD
72,The Armed,Untitled,23 June 2015,"Hardcore Punk, Mathcore",Noise Rock,"chaotic, uncommon time signatures, heavy, aggressive, angry, male vocals, energetic, passionate",892,7,3.61,5i9Y2fVurolinTpltHLeV2
73,"Shye Ben Tzur, Jonny Greenwood and The Rajasthan Express",Junun,20 November 2015,Qawwali,Experimental Rock,"rhythmic, psychedelic, male vocals, spiritual, passionate, hypnotic, warm, uplifting",878,4,3.62,34hrDcvF6cVfSKS70c25Xn
74,Yellow Eyes,Sick With Bloom,11 December 2015,Atmospheric Black Metal,Field Recordings,"forest, dissonant, warm, nature, male vocals, melancholic, passionate, natural",500,6,3.63,2tWMzE2VYDmXWuKRoqUSxl
75,t e l e p a t h テレパシー能力者,永遠の愛,29 March 2015,"Vaporwave, Ambient",Dreampunk,"calm, nocturnal, lethargic, atmospheric, mellow, repetitive, ethereal, hypnotic",337,9,3.63,
76,Horrendous,Anareta,30 October 2015,Death Metal,"Melodic Death Metal, Progressive Metal, Technical Thrash Metal","melodic, male vocals, technical, abstract, epic, aggressive, uncommon time signatures, progressive","1,123",10,3.60,6IorLrgnanjkghkhlc4aau
77,Misþyrming,Söngvar elds og óreiðu,8 February 2015,Black Metal,Dark Ambient,"dark, dissonant, chaotic, dense, ominous, aggressive, angry, apocalyptic","1,854",18,3.60,2jYLCeOFhPxziYoqu51ZNp
78,Colin Stetson and Sarah Neufeld,Never Were the Way She Was,28 April 2015,"Post-Minimalism, Chamber Music",Drone,"sombre, instrumental, dark, anxious, melancholic, acoustic, avant-garde, atmospheric","2,376",18,3.60,5XWTi7aJnVcihhmN3vGqwD
79,Paradise Lost,The Plague Within,1 June 2015,"Gothic Metal, Doom Metal",Death Doom Metal,"sombre, dark, heavy, atmospheric, melancholic, male vocals, melodic, death","1,767",29,3.60,6uw9cFvx49K9gOTJTeHDA6
80,We Lost the Sea,Departure Songs,23 July 2015,Post-Rock,Post-Metal,"instrumental, concept album, atmospheric, melancholic, death, epic, sombre, sad","1,519",17,3.60,2qYkNaEeAbiarc0rwkjkh3
81,Draconian,Sovran,30 October 2015,"Gothic Metal, Doom Metal, Death Doom Metal","Death Doom Metal, Melodic Death Metal","melancholic, female vocals, male vocals, sombre, dark, passionate, melodic, romantic",542,6,3.61,2qHw1dSeotZhiAByDAOpCD
82,Viet Cong,Viet Cong,20 January 2015,Post-Punk,"Noise Rock, Art Punk","noisy, anxious, dark, sombre, male vocals, dense, poetic, nihilistic","7,474",77,3.57,63GwqLuSzZnAQpd1JBQKLT
83,Lupe Fiasco,Tetsuo & Youth,20 January 2015,Conscious Hip Hop,"Jazz Rap, Pop Rap, Abstract Hip Hop, Trap","poetic, urban, male vocals, concept album, rhythmic, conscious, cryptic, complex","4,424",53,3.58,7F58zK8t8whSFjX5X09d28
84,t e l e p a t h テレパシー能力者,アンタラ通信,2 February 2015,"Vaporwave, Ambient, Dreampunk","Mallsoft, New Age, Drone","ethereal, nocturnal, soothing, meditative, mysterious, melancholic, atmospheric, sparse",688,10,3.61,38GZZh0yE51LqMXm3WNHjn
85,IOSONOUNCANE,Die,30 March 2015,"Neo-Psychedelia, Singer-Songwriter","Progressive Pop, Psychedelic Pop, Canzone d'autore, Progressive Electronic, Cantu a tenore","male vocals, passionate, psychedelic, playful, eclectic, summer",919,10,3.60,1Sngs6GLN6J9adtWKLPww1
86,Jason Isbell,Something More Than Free,17 July 2015,"Singer-Songwriter, Americana, Contemporary Country",Alt-Country,"male vocals, melancholic, melodic",900,12,3.60,1foB2t5YmfC6PxIC31g5Cp
87,Grim,Maha,June 2015,"Industrial, Post-Industrial","Dark Ambient, Death Industrial, Tribal Ambient, Electronic, Avant-Folk","tribal, dark, dissonant, dense, ominous, ritualistic, noisy, eclectic",294,3,3.65,
88,Natalia Lafourcade,Hasta la raíz,17 March 2015,"Chamber Pop, Folk Pop","Nueva canción latinoamericana, Twee Pop, Indie Pop","female vocals, melodic, lush, breakup, warm, love, longing, spring","1,733",19,3.60,0Kww7Dpo0uSxtOiiFTvyCv
89,Jötgrimm,Gramessteig,29 November 2015,"Dungeon Synth, Winter Synth, Space Ambient",Space Ambient,"winter, nocturnal, lo-fi, atmospheric, ethereal, instrumental, repetitive",394,1,3.62,
90,Virtual Dream Plaza 仮想夢プラザ,水中夢,7 June 2015,"Vaporwave, Ambient, Drone","Mallsoft, Ambient","peaceful, ethereal, meditative, atmospheric, aquatic, repetitive, surreal, soothing",545,8,3.61,
91,Neon Indian,VEGA INTL. Night School,16 October 2015,"Synthpop, Chillwave","Synth Funk, Synthwave, Future Funk, Dance-Pop, Hypnagogic Pop","energetic, party, playful, summer, melodic, male vocals, rhythmic, psychedelic","4,304",37,3.57,6cAIm2AZBlMXTXpypxgcE5
92,Alex G,Beach Music,9 October 2015,"Lo-Fi / Slacker Rock, Indie Rock, Bedroom Pop","Neo-Psychedelia, Dream Pop, Slowcore, Indie Pop","lo-fi, raw, melancholic, breakup, meditative, soothing, atmospheric, lonely","2,614",12,3.59,0aABjw7BY2iRsK4ZdkwSjF
93,Niños del Cerro,Nonato Coo,2 November 2015,Indie Pop,"Neo-Psychedelia, Dream Pop, Jangle Pop","playful, bittersweet, rhythmic, warm, energetic, passionate, summer, love",393,2,3.62,01yj7L3Z7TnG0AxAc1JMse
94,father 아버지,흰색 죽음,24 December 2015,"Dark Ambient, Vapor, Plunderphonics","Drone, Glitch, Vaporwave","lonely, nocturnal, death, sampling, atmospheric, sombre, melancholic, dark",929,12,3.59,78aJSIBt2cmB75Z2Tl6HvS
95,Camila Moreno,Mala madre,4 June 2015,"Art Pop, Singer-Songwriter","Trip Hop, Chamber Pop, Dream Pop, Indie Pop, Art Rock","female vocals, warm, romantic, spiritual, lush, melodic, bittersweet, passionate",320,4,3.62,7vBi2LRD8WDSKVzeH2bJs7
96,Adversarial,D.E.N.A.T.B.K.O.N.,21 August 2015,Death Metal,Black Metal,"heavy, infernal, aggressive, apocalyptic, dark, male vocals, dissonant, death",423,1,3.61,2shVRus6IY9vr7koaqjhHm
97,Julien Baker,Sprained Ankle,23 October 2015,"Singer-Songwriter, Indie Folk, Slowcore",Indie Folk,"lonely, female vocals, sad, melancholic, religious, passionate, death, self-hatred","3,963",28,3.57,4dRzxZm69k9s0nzKmKb8Gj
98,My Dead Girlfriend 死んだ僕の彼女,Hades (The Nine Stages of Change at the Deceased Remains),3 June 2015,"Shoegaze, Noise Pop","Dream Pop, J-Rock","bittersweet, suicide, male vocals, female vocals, concept album, longing, melodic, death","1,620",3,3.58,4hBL8N0YTn1d8P1c0AZdLw
99,Nmesh / t e l e p a t h テレパシー能力者,ロストエデンへのパス,28 October 2015,"Vaporwave, Ambient, Dreampunk","New Age, Tribal Ambient, Downtempo","meditative, ethereal, atmospheric, mysterious, rain, sampling, aquatic, tropical","2,131",19,3.58,6IjPpVn9OlOmcfs9en8XRA
100,Protomartyr,The Agent Intellect,9 October 2015,Post-Punk,"Art Punk, Noise Rock","pessimistic, male vocals, philosophical, deadpan, dark, serious, noisy, rhythmic","3,390",29,3.57,6ReX2BMiDkmAojRLeJll8k
101,Prurient,Frozen Niagara Falls,12 May 2015,"Noise, Industrial, Post-Industrial","Death Industrial, Dark Ambient, Power Noise, Electroacoustic","cold, noisy, depressive, death, dark, winter, sad, atmospheric","3,209",25,3.56,5Pm2WvqxlDttK4hTx1vKe3
102,Virtual Dream Plaza 仮想夢プラザ,ここに彼女が来ます,23 May 2015,"Ambient, Vaporwave",Nature Recordings,"rain, peaceful, instrumental, repetitive, ethereal, calm, atmospheric, mellow",349,6,3.61,1Cr48JRtGgJKcFuhax6SbP
103,Cattle Decapitation,The Anthropocene Extinction,7 August 2015,Deathgrind,Technical Death Metal,"misanthropic, technical, pessimistic, aggressive, apocalyptic, dark, heavy, angry","2,137",20,3.57,4QUiNabvDucY1hn8LRmbGd
104,Kauan,Sorni Nai,20 October 2015,"Post-Rock, Post-Metal","Dark Folk, Doom Metal, Atmospheric Black Metal","cold, winter, concept album, atmospheric, dark, ominous, heavy, male vocals","1,005",7,3.58,2vYSKNZsE3R7pBbCFZKrOd
105,tirestires,Shadowdog,20 November 2015,"Glitch Pop, Hypnagogic Pop","Experimental, Indietronica, Neo-Psychedelia","dense, cryptic, sexual, noisy, chaotic, concept album, sampling, disturbing",440,15,3.56,
106,Arcane,Known - Learned,20 January 2015,"Progressive Rock, Progressive Metal",Alternative Rock,"progressive, melodic, concept album, epic, poetic, sentimental, male vocals, death",348,8,3.59,2Lu3Ve9BlnOoraOvYrjIwG
107,Heccra,"The Devil-Faces of My Old Friends, Beneath Me",31 October 2015,"Post-Hardcore, Easycore, Mathcore","Emo, Nintendocore, Trancecore, Screamo, Noise Rock","eclectic, male vocals, dense, summer, anxious, manic, melodic, passionate",869,10,3.57,68x7Yki6V1IIGXc59m6WAT
108,Kacey Musgraves,Pageant Material,23 June 2015,"Contemporary Country, Singer-Songwriter","Country Pop, Folk Pop, Nashville Sound","uplifting, female vocals, warm, love, romantic, sentimental, introspective, pastoral","1,346",13,3.57,16OVlXWsTKjUkhkPxkgUVa
109,Virtual Dream Plaza 仮想夢プラザ,仮想夢プラザ,21 July 2015,"Mallsoft, Ambient",,"atmospheric, repetitive, ethereal, surreal, meditative, sampling, hypnotic, soothing",385,10,3.59,
110,Stara Rzeka,Zamknęły się oczy ziemi,7 October 2015,"Free Folk, Psychedelic Folk","Drone, Avant-Folk, Ambient","atmospheric, mysterious, nature, ethereal, hypnotic, psychedelic, eclectic, melancholic","1,210",4,3.57,2afS20wqthqm8hsr6054Mx
