position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
36,Lemon Demon,Spirit Phone,29 February 2016,"Synthpop, New Wave, Indietronica","Progressive Pop, Art Pop, Zolo, Synthwave, Power Pop","playful, humorous, occult, quirky, energetic, paranormal, manic, male vocals","3,678",57,3.67,4ocal2JegUDVQdP6KN1roI
37,The Neal Morse Band,The Similitude of a Dream,11 November 2016,"Symphonic Prog, Progressive Rock","Hard Rock, Progressive Metal, Christian Rock","Christian, concept album, complex, melodic, male vocals, progressive, mellow, passionate",360,11,3.70,
38,Prince of Denmark,8,9 December 2016,"Minimal Techno, Dub Techno, Ambient Techno","Ambient Techno, Tech House","minimalistic, repetitive, rhythmic, cold, mechanical, hypnotic, atmospheric, futuristic","1,354",14,3.69,
39,Mitski,Puberty 2,17 June 2016,Indie Rock,"Noise Pop, Art Pop","lonely, melancholic, introspective, anxious, female vocals, self-hatred, bittersweet, noisy","8,063",45,3.66,16i5KnBjWgUtwOO7sVMnJB
40,The Gerogerigegege,燃えない灰 (Moenai Hai),20 April 2016,Dark Ambient,"Noise Rock, Field Recordings, Drone, Musique concrète, Reductionism","lonely, dark, atmospheric, instrumental, noisy, depressive, melancholic, sparse","2,232",31,3.68,
41,Touché Amoré,Stage Four,16 September 2016,"Post-Hardcore, Emo","Melodic Hardcore, Emo, Screamo","death, passionate, male vocals, melodic, sad, melancholic, energetic, anxious","3,744",24,3.67,6KiS2t3EapTmHSt9xGUqe7
42,Ka,Honor Killed the Samurai,13 August 2016,"East Coast Hip Hop, Drumless, Abstract Hip Hop","Conscious Hip Hop, Gangsta Rap","dark, sombre, atmospheric, urban, nocturnal, male vocals, calm, cold","4,113",15,3.66,7cedsV0ccOZSMS1PUjO2d7
43,The Dillinger Escape Plan,Dissociation,14 October 2016,Mathcore,"Post-Hardcore, Alternative Metal","manic, complex, energetic, aggressive, male vocals, uncommon time signatures, chaotic, technical","2,919",35,3.66,52hA4AUoiCwTuXXuClt0SR
44,Sidney Gish,Ed Buys Houses,29 December 2016,"Twee Pop, Singer-Songwriter, Bedroom Pop","Indie Folk, Anti-Folk, Lo-Fi / Slacker Rock","female vocals, quirky, lo-fi, melodic, humorous, urban, anxious, introspective",635,4,3.69,64DjJ6ym4wzWt2HzwpZ6jO
45,Run the Jewels,Run the Jewels 3,24 December 2016,Hardcore Hip Hop,"Political Hip Hop, Experimental Hip Hop","male vocals, aggressive, boastful, political, energetic, angry, rebellious, conscious","12,460",75,3.62,3v2GjFB9V5kHgrOCXn3sI9
46,Wormrot,Voices,14 October 2016,Grindcore,"Crust Punk, Emoviolence","aggressive, chaotic, technical, male vocals, angry, heavy, misanthropic, violence","2,223",23,3.67,1uvVgNgiiHhAz5pYODbCkl
47,Psychedelic Porn Crumpets,High Visceral {Part 1},19 March 2016,"Psychedelic Rock, Heavy Psych","Progressive Rock, Space Rock","psychedelic, energetic, melodic, male vocals, progressive, warm, surreal, heavy","1,524",7,3.68,2BlcdDBE62JOtVOgC3L3xo
48,The Dear Hunter,Act V: Hymns With the Devil in Confessional,9 September 2016,"Progressive Rock, Indie Rock, Rock Opera","Art Rock, Symphonic Prog","concept album, male vocals, melodic, eclectic, rock opera, progressive, female vocals, complex","1,134",7,3.67,72N545TE36DqJHiyE0YLGE
49,Eternal Champion,The Armor of Ire,27 September 2016,"Heavy Metal, US Power Metal",,"epic, fantasy, anthemic, triumphant, energetic, male vocals, war, martial",874,19,3.68,
50,Ulcerate,Shrines of Paralysis,28 October 2016,"Technical Death Metal, Dissonant Death Metal",Atmospheric Sludge Metal,"dense, chaotic, technical, dissonant, atmospheric, complex, apocalyptic, heavy","1,775",27,3.66,3F61xA8pQADnq1EHfM5vv8
51,Shohei Amimori,Sonasile,2 December 2016,Glitch Pop,"IDM, Modern Classical, Progressive Electronic, Nu Jazz, Shibuya-kei","playful, futuristic, complex, technical, mechanical, female vocals, melodic, lush",474,7,3.68,02bKepy8vKxkMOp6bbayOV
52,Will Wood & The Tapeworms,Self-ish,23 August 2016,"Alternative Rock, Progressive Pop, Dark Cabaret","Progressive Rock, Piano Rock, Gypsy Punk, Experimental Rock","manic, eclectic, quirky, male vocals, playful, concept album, chaotic, energetic",540,9,3.64,1LgidFgwYpFHzIFQHo199j
53,Solange,A Seat at the Table,30 September 2016,Neo-Soul,"Alternative R&B, Art Pop, Sophisti-Pop, Spoken Word","conscious, introspective, mellow, protest, female vocals, political, passionate, uplifting","7,153",51,3.63,3Yko2SxDk4hc6fncIBQlcM
54,Wardruna,Runaljod – Ragnarok,21 October 2016,"Dark Folk, Nordic Folk Music, Neo-Pagan Folk","Tribal Ambient, Norwegian Folk Music, Ritual Ambient, Nature Recordings, Dark Folk","ritualistic, atmospheric, tribal, dark, pagan, folklore, choral, male vocals","1,284",10,3.66,53ujU39NxLnB4BIL5K3g0q
55,Kero Kero Bonito,Bonito Generation,21 October 2016,Electropop,"Bitpop, Japanese Hip Hop, Synthpop, Bubblegum Bass, Pop Rap","happy, playful, optimistic, female vocals, melodic, uplifting, quirky, humorous","13,990",114,3.58,0dAMC0nNikIjhD8LeRZfhH
56,Angel Olsen,MY WOMAN,2 September 2016,"Indie Rock, Singer-Songwriter",Dream Pop,"female vocals, romantic, mellow, bittersweet, soothing, introspective, LGBT, breakup","7,596",47,3.63,5M8xQaQZuW2LZGVXZ3mlKN
57,Thank You Scientist,Stranger Heads Prevail,29 July 2016,Progressive Rock,"Progressive Metal, Jazz Fusion, Math Rock, Funk Rock","complex, uncommon time signatures, male vocals, energetic, progressive","1,126",11,3.65,7hgb44Kiav8NRoa26nuus5
58,Mare Cognitum,Luminiferous Aether,16 September 2016,Atmospheric Black Metal,,"atmospheric, space, epic, male vocals, dense, melodic, technical, complex",845,16,3.66,4MPeUMdWB3hCcYiOTLM5kd
59,Ben Johnston / Kepler Quartet,"String Quartets Nos. 6, 7, & 8",15 April 2016,"Microtonal Classical, Chamber Music",,"instrumental, complex, string quartet, microtonal, avant-garde, acoustic, dissonant, technical",281,3,3.70,64cA0ySblmI8jMAJmITMZE
60,Klô Pelgag,L'étoile thoracique,4 November 2016,"Art Pop, Chamber Pop","Nouvelle chanson française, Baroque Pop","lush, orchestral, melodic, female vocals, bittersweet, playful, sad, death",945,7,3.66,1ylVhlh4AidAt5T7K653oH
61,Crying,Beyond the Fleeting Gales,14 October 2016,"Power Pop, Progressive Pop","Indie Pop, AOR, Bitpop, Indie Rock","melodic, playful, bittersweet, female vocals, uplifting, energetic, technical, summer","3,303",42,3.63,320epTWjgtycnA8sbv9lnp
62,Trees of Eternity,Hour of the Nightingale,11 November 2016,Doom Metal,"Gothic Metal, Ethereal Wave","nocturnal, ethereal, atmospheric, melancholic, melodic, female vocals, dark, sombre",885,14,3.65,5CxO0xF50HIhSYmMBG5CUY
63,Moonsorrow,Jumalten aika,1 April 2016,"Folk Metal, Pagan Black Metal","Viking Metal, Progressive Metal","epic, pagan, folklore, mythology, male vocals, dense, atmospheric, forest","1,911",29,3.63,4lNfKXCC8LLMeTr89vRF1D
64,Shabaka and The Ancestors,Wisdom of Elders,16 September 2016,Spiritual Jazz,Afro-Jazz,"tribal, spiritual, avant-garde, passionate, improvisation, atmospheric, surreal, nocturnal","1,289",10,3.65,1dU66qas6j5H0ym9ZGyJvJ
65,Forteresse,Thèmes pour la rébellion,24 June 2016,Atmospheric Black Metal,,"nationalism, energetic, patriotic, war, aggressive, passionate, melodic, dense",881,12,3.65,54xrLiEzp2qZuNOoxyr0cl
66,Thee Oh Sees,A Weird Exits,12 August 2016,"Psychedelic Rock, Garage Rock",Krautrock,"raw, hypnotic, psychedelic, cryptic, mysterious, energetic, abstract, male vocals","2,567",11,3.64,2c49IwWfBsMlrLSsyzPoBf
67,Kae Tempest,Let Them Eat Chaos,7 October 2016,"UK Hip Hop, Political Hip Hop, Conscious Hip Hop","Poetry, Electronic","conscious, political, concept album, poetic, angry, androgynous vocals, urban, passionate","1,430",21,3.63,0GFFA00qYUKQ3sMMmOb6Y5
68,Michael Kiwanuka,Love & Hate,15 July 2016,"Soul, Singer-Songwriter, Progressive Pop","Psychedelic Soul, Gospel, Art Rock","lush, melancholic, melodic, passionate, sad, psychedelic, love, male vocals","2,013",22,3.64,0qxsfpy2VU0i4eDR9RTaAU
69,Every Time I Die,Low Teens,23 September 2016,"Metalcore, Mathcore","Southern Rock, Hardcore Punk, Post-Hardcore, Southern Metal","energetic, technical, heavy, aggressive, passionate, male vocals, dark, nihilistic","1,299",10,3.63,6YIQv7ZD6WRY2NM88FBucx
70,Sturgill Simpson,A Sailor's Guide to Earth,15 April 2016,"Country Soul, Alt-Country, Progressive Country","Southern Soul, Outlaw Country","passionate, spiritual, eclectic, aquatic, male vocals, introspective, bittersweet, concept album","3,129",28,3.62,5I3UdCxtIh6hkQ7rMPUvA4
71,Yussef Kamaal,Black Focus,4 November 2016,"Jazz Fusion, Jazz-Funk","Nu Jazz, Broken Beat","warm, urban, instrumental, technical, rhythmic, soothing, lush, calm","1,802",13,3.63,0CAXEcXpruvyGKSTjyLDNu
72,/f,The Fourth Bully,5 February 2016,"Glitch, Experimental","Musique concrète, IDM, Drone, Microhouse, Free Improvisation","improvisation, surreal, eclectic, chaotic, mysterious, ominous, noisy, avant-garde",391,5,3.64,
73,Nails,You Will Never Be One of Us,17 June 2016,"Grindcore, Powerviolence","Sludge Metal, Crust Punk","angry, chaotic, aggressive, hateful, heavy, violence, misanthropic, energetic","4,281",33,3.60,4zczzvyu8NxpRuUwODeTnX
74,SHINee,1 of 1,5 October 2016,"K-Pop, Contemporary R&B, Dance-Pop","2-Step, New Jack Swing, Pop Soul","male vocals, warm, romantic, melodic, eclectic, uplifting, sensual, passionate","1,083",10,3.61,1hG9lZDk2HqmOHMtuI3Zdj
75,The Avalanches,Wildflower,1 July 2016,"Plunderphonics, Neo-Psychedelia","Hip Hop, Nu-Disco, Neo-Psychedelia, Sunshine Pop, Alternative Dance","summer, sampling, psychedelic, eclectic, lush, playful, warm, happy","10,740",88,3.57,0j0djiGxLnBiW7meVc2PER
76,PUP,The Dream Is Over,27 May 2016,"Post-Hardcore, Pop Punk","Emo, Indie Rock, Punk Rock","energetic, aggressive, noisy, anxious, melodic, passionate, angry, male vocals","3,358",21,3.60,0nOAue4UAgOJMLroZc4aTL
77,Big Thief,Masterpiece,27 May 2016,Indie Rock,"Indie Folk, Americana","female vocals, melodic, bittersweet, sentimental, mellow, passionate, raw, LGBT","3,584",21,3.61,4onPyHor2yOlVxCsIaGyHH
78,Bladee,Eversince,25 May 2016,"Cloud Rap, Emo Rap, Alternative R&B","Trap, Ambient Pop, Drill, Experimental Hip Hop","lonely, cold, suicide, ethereal, drugs, depressive, melancholic, self-hatred","9,102",67,3.53,4DIfZiSHKgM3DckT92OWd0
79,Emma Ruth Rundle,Marked for Death,30 September 2016,"Singer-Songwriter, Dream Pop","Contemporary Folk, Ethereal Wave, Shoegaze, Slowcore","atmospheric, female vocals, passionate, melancholic, introspective, ethereal, love, romantic","2,123",14,3.61,6e5Hr71kvlsrTaNoiuqWu4
80,Paradis,Recto verso,23 September 2016,"Electropop, French Pop, Synthpop","House, Downtempo, Alternative R&B","soft, summer, calm, male vocals, nocturnal, introspective, breakup",598,5,3.62,4DtD9M009rhD0Q9QtBZvUP
81,Sex Prisoner,Tannhäuser Gate,2 October 2016,Powerviolence,,"heavy, violence, hateful, pessimistic, aggressive, angry, male vocals, chaotic",356,2,3.64,6IV10cB54pN1NHIuPdgUn1
82,Metá Metá,MM3,25 May 2016,"Jazz-Rock, Vanguarda paulista","Candomblé Music, Art Punk, Avant-Garde Jazz","anxious, female vocals, energetic, rhythmic, dark, dissonant, noisy, male vocals","1,389",7,3.61,0603vBXcsrZAaHlaibUj5t
83,Choir Boy,Passive With Desire,28 October 2016,"New Romantic, Art Pop","Synthpop, Sophisti-Pop, Dream Pop","melancholic, mysterious, romantic, nocturnal, depressive, lush, male vocals, sentimental",601,2,3.62,03AEiTG76GAlHkaegdPNWh
84,Mary Halvorson Octet,Away With You,28 October 2016,Avant-Garde Jazz,Avant-Prog,"dissonant, complex, improvisation, avant-garde, instrumental, technical",324,6,3.63,4SCPBi8ZzWzS8BlBIVoHCK
85,Alcest,Kodama,30 September 2016,"Blackgaze, Shoegaze, Post-Metal","Post-Rock, Dream Pop","ethereal, atmospheric, melancholic, bittersweet, nature, introspective, forest, passionate","4,488",38,3.58,1nWcB3qwsbx0nimMZH6sCw
86,Deathspell Omega,The Synarchy of Molten Bones,8 November 2016,Black Metal,"Progressive Metal, Avant-Garde Metal","dissonant, chaotic, complex, infernal, ominous, technical, dense, heavy","2,193",22,3.59,4BzqcWi9NsdvjohaKyJcuI
87,Niechęć,Niechęć,8 April 2016,"Jazz-Rock, Jazz Fusion","Post-Rock, Nu Jazz, Avant-Garde Jazz","instrumental, anxious, melancholic, atmospheric, chaotic","1,571",10,3.59,5xQA98VKXeCHgmKhSsSg87
88,LAM,LAM,2 October 2016,"Post-Minimalism, Avant-Garde Jazz","Ambient, ECM Style Jazz","repetitive, minimalistic, instrumental, meditative, rhythmic, suspenseful, hypnotic, atmospheric",781,1,3.61,2StAyUV0IAI6DITc8gkhha
89,Psychonaut 4,Neurasthenia,7 October 2016,Depressive Black Metal,"Gothic Metal, Progressive Metal","depressive, suicide, pessimistic, alienation, misanthropic, self-hatred, death, sad",374,4,3.62,4iq6JVtnNQI3VmjnPlENKV
90,Standing on the Corner,Standing on the Corner,11 September 2016,"Hypnagogic Pop, Neo-Soul","Psychedelic Soul, Jazz Fusion","lo-fi, psychedelic, mellow, surreal, lethargic, ethereal, androgynous vocals, atmospheric","2,486",11,3.59,0MblndC4uP0dIOG3Z5kSFV
91,BaianaSystem,Duas cidades,29 March 2016,"Afoxé, Dancehall","Dub, Samba-reggae, Carimbó","political, rhythmic, urban, uplifting, party, conscious, sampling, eclectic",348,2,3.60,6ArV7cwxuSK0B6Gh1Hn5EI
92,Beyoncé,Lemonade,23 April 2016,"Contemporary R&B, Pop","Alternative R&B, Pop Rap, Art Pop","breakup, introspective, angry, female vocals, concept album, passionate, boastful, eclectic","9,526",89,3.52,7dK54iZuOxXFarGhXwEXfF
93,Mithras,On Strange Loops,21 October 2016,Technical Death Metal,Progressive Metal,"space, existential, abstract, aggressive, melodic, male vocals, heavy, technical",733,8,3.58,42zmrMJs0VefOh3GfEew3A
94,Deakin,Sleep Cycle,6 April 2016,Neo-Psychedelia,"Psychedelic Pop, Ambient Pop, Psychedelic Folk, Indie Folk","spiritual, warm, psychedelic, introspective, hypnotic, meditative, mellow, peaceful","4,902",41,3.56,18rF6jv5Yk8e4HpbmOFY8n
95,Andy Shauf,The Party,20 May 2016,"Chamber Pop, Singer-Songwriter, Indie Folk",Soft Rock,"lush, bittersweet, introspective, concept album, anxious, mellow, male vocals, soft","1,305",10,3.58,35FWLG8Ysjj1BF3sx4F6zM
96,Sumerlands,Sumerlands,16 September 2016,"Heavy Metal, US Power Metal",,"male vocals, epic, heavy, anthemic, melodic, energetic, psychedelic",513,6,3.59,3ILk1oFpYr8mTnZIliNjDZ
97,Khonsu,The Xun Protectorate,18 November 2016,"Progressive Metal, Cyber Metal","Black Metal, Symphonic Black Metal, Cyber Metal","progressive, futuristic, dense, science fiction, dark, male vocals, mechanical, cold",367,10,3.60,71ABCZvkjCjZJaQHnVxNOa
98,Wędrowcy~Tułacze~Zbiegi,Światu jest wszystko jedno,1 September 2016,"Post-Punk, Experimental Rock","Black Metal, Coldwave","dark, male vocals, nihilistic, abstract, alienation, poetic, introspective, depressive",437,,3.59,3UBxsym16jk3B2bNE1Vda1
99,Casey,Love Is Not Enough,23 September 2016,"Melodic Hardcore, Post-Hardcore",Emo,"passionate, melancholic, breakup, melodic, energetic, anxious, male vocals, self-hatred",321,2,3.59,6aESsTop8Y3cSLrRiAep24
100,Nicolás Jaar,Sirens,30 September 2016,"Ambient Pop, Electronic, Art Pop",Downtempo,"protest, atmospheric, political, urban, mysterious, eclectic, hypnotic, male vocals","4,165",21,3.56,2EvZiOMBlC9b5hbjbZCjZv
101,Wędrujący Wiatr,"O turniach, jeziorach i nocnych szlakach",31 October 2016,"Atmospheric Black Metal, Pagan Black Metal","Dark Folk, Nature Recordings","lo-fi, pagan, forest, dark, atmospheric, male vocals, melancholic, epic",466,3,3.59,2h8A2Fsv6jEEYZnHkqVY2W
102,Jóhann Jóhannsson,Orphée,16 September 2016,Modern Classical,Ambient,"calm, melancholic, orchestral, atmospheric, peaceful",524,4,3.59,1ZPtIPAHcNHgLuL0K6BzJN
103,Oathbreaker,Rheia,30 September 2016,"Blackgaze, Post-Metal, Atmospheric Sludge Metal","Post-Rock, Neocrust, Blackened Crust","passionate, female vocals, dark, ethereal, introspective, atmospheric, depressive, aggressive","2,646",41,3.56,6UUIocFoD9p2aOO5jvD9zt
104,Mili,Miracle Milk,12 October 2016,"Classical Crossover, Progressive Pop","Art Pop, Pop Rock, J-Rock, Power Pop","playful, love, female vocals, bittersweet, progressive, quirky, fantasy, sentimental",431,4,3.58,4hVyfRUxZRRObsgoD5XWBH
105,Katie Dey,Flood Network,5 August 2016,"Indietronica, Neo-Psychedelia, Hypnagogic Pop","Art Pop, Glitch Pop, Noise Pop, Ambient Pop, Bedroom Pop","surreal, female vocals, psychedelic, lo-fi, cryptic, anxious, noisy, dense","1,568",14,3.57,02pV9ijaRh6fRoPWFwvkeq
106,Be'lakor,Vessels,24 June 2016,Melodic Death Metal,Progressive Metal,"nature, heavy, male vocals, melodic, concept album, poetic, progressive, sombre","1,028",17,3.56,4JPr5UOnZflq0VsXcQqZMc
107,Thy Catafalque,Meta,16 September 2016,"Avant-Garde Metal, Progressive Metal","Black Metal, Doom Metal, Post-Metal","atmospheric, eclectic, poetic, dense, male vocals, existential, passionate, uplifting",912,6,3.58,6lneG1IkSB7EQSiow6sRao
108,Uyama Hiroto,Freeform Jazz,2 November 2016,"Nu Jazz, Instrumental Hip Hop","Spiritual Jazz, Jazz Rap","mellow, sampling, melancholic, urban, instrumental, rain, meditative",804,4,3.58,0sIEaMrJwu12F9o1S5qKNV
109,Jana Winderen,The Wanderer,9 February 2016,"Lowercase, Animal Sounds","Ambient, Nature Recordings","aquatic, cold, ethereal, sparse, nature, minimalistic, abstract, hypnotic",609,6,3.58,
110,Kaz Bałagane,Radio Gruz,18 September 2016,Trap,"Pop Rap, Cloud Rap","male vocals, hedonistic, sexual, urban, melodic",374,1,3.57,57Qv0A3MqQFhDZi4ObyxXI
