position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
199,Kayo Dot,Moss Grew on the Swords and Plowshares Alike,29 October 2021,Avant-Garde Metal,"Progressive Metal, Gothic Metal, Post-Metal","heavy, mysterious, progressive, male vocals, avant-garde, surreal, dense, uncommon time signatures","1,092",10,3.47,1ZtzAQxHAiaIqvsVM8weYA
200,Unto Others,Strength,24 September 2021,"Heavy Metal, Gothic Metal",Gothic Rock,"male vocals, sentimental, energetic, melodic, bittersweet, melancholic, dark, anthemic",564,7,3.48,03By4D4AeAw1KPlfFt76yA
201,Dödsrit,Mortal Coil,28 May 2021,Black Metal,"Atmospheric Black Metal, Blackened Crust, Melodic Black Metal, Neocrust","melodic, heavy, dark, male vocals, melancholic, aggressive, angry, anti-religious",551,7,3.49,6xf9VbFcw5uZRqAhVSuRcY
202,Argo Nuff,annebolyn,19 August 2021,"Ambient, Post-Rock, Hypnagogic Pop","Drone, Dreampunk, Dream Pop","mellow, hypnotic, mysterious, soothing, calm, ethereal, suite, sampling",588,5,3.49,5c4GZC5pv5jdbfoDQ8x65N
203,Trivium,In the Court of the Dragon,8 October 2021,Melodic Metalcore,Thrash Metal,"male vocals, melodic, energetic, epic, heavy, aggressive, fantasy, passionate","1,075",19,3.47,0mrtkWYrUzTuFwyiiQPdQs
204,nouns,Lonely Place of Dyin,9 August 2021,"Post-Hardcore, Post-Rock, Experimental Rock","Noise Rock, Screamo, Art Punk, Emocore","suicide, lonely, eclectic, sentimental, sampling, death, manic, angry",438,5,3.49,0E53f4ROmGz1BJGWWIvemM
205,Seth,La morsure du Christ,7 May 2021,Melodic Black Metal,,"melodic, epic, aggressive, dark, triumphant, heavy, male vocals",355,3,3.50,3GULNBHiOuQMr3vTuezNi6
206,Cleo Sol,Mother,20 August 2021,"Neo-Soul, Smooth Soul","Contemporary R&B, Gospel","mellow, female vocals, peaceful, love, uplifting, atmospheric, longing, calm",498,6,3.49,3cDl7l5FGQi93NgtqFR1gR
207,C. Tangana,El madrileño,26 February 2021,"Latin Pop, Alternative R&B, Flamenco Pop","Rumba flamenca, Bolero, Flamenco Pop, Art Pop, Latin Alternative","eclectic, sexual, melodic, love, vulgar, male vocals, rhythmic, sentimental","2,097",31,3.45,52QyC9nSbgtHFXyQRHsXJ9
208,Bastarda & João de Sousa,Fado,4 May 2021,"Chamber Music, Portuguese Folk Music","Fado, Morna","acoustic, sombre, male vocals, dark, soft, chamber music, folklore",479,2,3.49,5z4pHk5TeeLNhyVpbJXtQZ
209,Rochelle Jordan,Play With the Changes,30 April 2021,"Alternative R&B, UK Bass","Deep House, 2-Step, Dance-Pop","rhythmic, nocturnal, female vocals, sensual, atmospheric, melodic, ethereal, love","1,886",14,3.47,5qJ0CnwfIUUgcKFdrjRP6v
210,LUMP,Animal,30 July 2021,"Art Pop, Indie Pop, Indietronica","Neo-Psychedelia, Folktronica, Chamber Pop","female vocals, psychedelic, melodic, quirky, melancholic, atmospheric, poetic, mysterious","1,559",17,3.47,1UiSJKr1F1Y3ZwbCw67JV2
211,Polo Perks <3 <3 <3,I.C.F.M. Pt. 3 / Fortheonesilost,17 November 2021,"Trap, East Coast Hip Hop","Sample Drill, Plugg, Cloud Rap","drugs, sampling, male vocals, lethargic, dense",409,4,3.48,2Ia3XerrBTAilGP07PtUu5
212,Vildhjarta,Måsstaden Under Vatten,15 October 2021,"Djent, Progressive Metal","Deathcore, Post-Metal","heavy, uncommon time signatures, rhythmic, atmospheric, dissonant, aggressive, dense, chaotic",588,6,3.46,4l7vAsUopNRu08SAkp9m8u
213,Gnod,La mort du sens,5 November 2021,Noise Rock,"Industrial Rock, Sludge Metal, No Wave","noisy, male vocals, psychedelic, hypnotic, repetitive, raw, dense, nocturnal",351,4,3.49,6PHPZs0SKqVIdvGPHhiush
214,Këkht Aräkh,Pale Swordsman,1 June 2021,Black Metal,"Dark Folk, Depressive Black Metal","romantic, love, melancholic, nocturnal, raw, longing, poetic, lo-fi","1,729",17,3.46,3LXN9Bqh66ToOpxkVJcmE4
215,TWICE,Formula of Love: O+T=<3,12 November 2021,"K-Pop, Dance-Pop","Nu-Disco, Contemporary R&B, Funktronica","female vocals, love, melodic, romantic, rhythmic, uplifting, playful, energetic","1,055",12,3.47,5052Ip89wdW8EGdpjEpNeq
216,Brandi Carlile,In These Silent Days,1 October 2021,"Singer-Songwriter, Americana","Folk Rock, Piano Rock","female vocals, introspective, melancholic, melodic, passionate",432,12,3.49,5mIT7iw9w64DMP2vxP9L1f
217,Hyperdontia,Hideous Entity,12 November 2021,Death Metal,,"infernal, aggressive, hateful, male vocals, technical, death, dark, energetic",329,3,3.49,1gE2gg4rIhZJ4en98wThfY
218,St. Vincent,Daddy's Home,14 May 2021,"Psychedelic Soul, Art Rock","Soft Rock, Funk Rock, Psychedelic Rock, Raga Rock","psychedelic, lush, warm, female vocals, quirky, urban, eclectic, introspective","6,165",71,3.44,654KFpNOZ26Hj9luu7aKeM
219,Chief Keef,4NEM,17 December 2021,"Trap, Hardcore Hip Hop","Gangsta Rap, Crunk, Drill, Pop Rap","triumphant, violence, energetic, aggressive, male vocals, anthemic, sampling, urban","2,310",8,3.46,117i43x9P3zxUQ7UAcxrBV
220,Sadness,April Sunset,29 October 2021,Blackgaze,"Ambient, Post-Metal, Atmospheric Black Metal","noisy, melodic, ethereal, androgynous vocals, atmospheric, lo-fi, raw, suspenseful",294,,3.53,2T0kyUBpbdtpMI45l2Dtdt
221,Marina Sena,De primeira,19 August 2021,Contemporary R&B,"Rasteirinha, Pop Reggae, MPB, Afrobeats, Alt-Pop","female vocals, sensual, breakup, love, mellow, warm, quirky, playful",564,3,3.47,6bN5oG5wKJJqO0j7OhXVNt
222,LLNN,Unmaker,24 September 2021,Sludge Metal,"Atmospheric Sludge Metal, Post-Metal","aggressive, dark, male vocals, dense, heavy, apocalyptic, suspenseful",374,5,3.49,0pTmxb8XmLJ5E48JyRY4P3
223,Amaro Freitas,Sankofa,25 June 2021,"Post-Bop, Avant-Garde Jazz",Jazz Fusion,"uncommon time signatures, playful, energetic, uncommon time signatures, technical, playful, energetic, technical",375,7,3.49,5cT5wndmYkuba7x4bnvIRf
224,SUMIN & Slom,Miniseries,15 September 2021,"Alternative R&B, Downtempo","Neo-Soul, House, Synth Funk","mellow, female vocals, melodic, playful, love, eclectic, sensual, soft",353,1,3.48,6dlPPmTet7BpIeZWg21izC
225,Logistic Slaughter,Lower Forms of Life,30 April 2021,"Brutal Death Metal, Technical Death Metal",Mathcore,"dissonant, chaotic, technical, uncommon time signatures, male vocals, manic, complex, heavy",316,1,3.49,1IoTPyNDNorsuBKpurnPpv
226,Makaya McCraven,Deciphering the Message,19 November 2021,Nu Jazz,"Instrumental Hip Hop, Hard Bop, Jazz Rap","uncommon time signatures, improvisation, sampling, nocturnal, urban",296,5,3.50,3yrDdyKK5WdYFAHUNmradZ
227,Herzel,Le dernier rempart,19 March 2021,Heavy Metal,US Power Metal,"male vocals, melodic, epic, energetic, triumphant",297,4,3.48,7nI9pYW91z6uxxVUemr3IR
228,Bríi,Sem propósito,15 March 2021,"Atmospheric Black Metal, Progressive Metal, Avant-Garde Metal","Psybient, Ambient Techno, Minimal Techno, Post-Metal, Space Rock","psychedelic, dense, mysterious, male vocals, ominous, rhythmic, repetitive, complex",378,1,3.49,5ybbeMw6GISawROcql53Mp
229,VVV,Turboviolencia,5 November 2021,"Synth Punk, Coldwave","Drum and Bass, Makina, Coldwave, Jungle","dense, male vocals, pessimistic, urban, rhythmic, drugs, death, anxious",296,1,3.50,6dqnfkFIk2k450lqaCPTKq
230,Youth Novel,Youth Novel,15 February 2021,Emoviolence,Post-Rock,"passionate, energetic, anxious, dark, dissonant, longing, atmospheric, sad",877,10,3.46,22eCPusVWmHipY47VgB4OJ
231,Sega Bodega,Romeo,12 November 2021,"Alternative R&B, Art Pop, Electronic","Glitch Pop, Ambient Pop, UK Bass","androgynous vocals, love, eclectic, sentimental, melancholic, ethereal, breakup, bittersweet",897,1,3.47,0dXxoVKkKfIFVgGO2FUu2u
232,Enforced,Kill Grid,12 March 2021,Thrash Metal,Crossover Thrash,"heavy, male vocals, aggressive, angry, energetic",438,5,3.48,7Ctn7LIvEDjR2etYrwsD3K
233,Warmoon Lord,Battlespells,25 June 2021,"Black Metal, Atmospheric Black Metal","Symphonic Black Metal, Melodic Black Metal","male vocals, atmospheric, cold, satanic, death, occult, dark, triumphant",421,2,3.48,4fAJRddDEFDEqdqB7Iomj5
234,iANO,Dispossession,18 November 2021,"HexD, Progressive Electronic","Shoegaze, Ambient, Neo-Psychedelia, Electronic Dance Music, Bitpop","ethereal, lo-fi, melodic, progressive, noisy, melancholic, sombre, dense",301,2,3.49,0CATANHsXy6WGoC39BPGSz
235,Iotunn,Access All Worlds,26 February 2021,"Progressive Metal, Melodic Death Metal","Melodic Death Metal, Power Metal","epic, male vocals, melodic, space, concept album, progressive, atmospheric, dense",457,7,3.46,0n2lmzkIfpLnZa3T1YaFry
236,Tinashe,333,6 August 2021,Alternative R&B,"Trap, Pop Rap, Dance-Pop, Contemporary R&B","female vocals, sexual, love, introspective, eclectic, melodic, rhythmic, uplifting","1,507",14,3.46,0LHqiYYOsVM9lh9c9w0G1j
237,Epica,Omega,26 February 2021,Symphonic Metal,"Progressive Metal, Power Metal, Melodic Death Metal","orchestral, female vocals, epic, melodic, energetic, male vocals, concept album, uplifting",746,15,3.45,4Hb5cbP4Z9H9G1HavAra4q
238,Lightning Bug,A Color of the Sky,25 June 2021,Dream Pop,"Indie Folk, Slowcore, Alt-Country, Ambient Pop","autumn, ethereal, female vocals, peaceful, soft, lethargic, calm, bittersweet",543,9,3.48,5XgsP1RlwCnPU8f3NuoY2K
239,CHVRCHES,Screen Violence,27 August 2021,Synthpop,"Pop Rock, Alternative Rock","female vocals, death, bittersweet, dark, atmospheric, melodic, introspective, conscious","2,948",31,3.44,0KuAi49HdkjHiuL7TjKsud
240,The Ruins of Beverast,The Thule Grimoires,5 February 2021,"Atmospheric Black Metal, Doom Metal","Gothic Metal, Death Doom Metal","atmospheric, cold, heavy, dark, sombre, suspenseful, male vocals, ominous","1,542",14,3.45,6DoZdbiI54w6OQvW9mgIrr
241,Ophidian I,Desolate,16 July 2021,Technical Death Metal,"Melodic Death Metal, Progressive Metal","dense, manic, technical, male vocals, melodic, energetic, uncommon time signatures, progressive",416,6,3.47,09WCbicpgLHhn3h1zSMrqA
242,William Parker,Migration of Silence Into and Out of the Tone World (Volumes 1–10),29 January 2021,"Avant-Garde Jazz, Vocal Jazz, Third Stream","Free Improvisation, Spiritual Jazz, Chamber Jazz, Jazz Poetry, A cappella","female vocals, improvisation, protest, political, abstract, avant-garde, ensemble, technical",287,6,3.60,
243,Cities Aviv,The Crashing Sound of How It Goes,16 April 2021,"Experimental Hip Hop, Abstract Hip Hop","Jazz Rap, Cloud Rap, Hypnagogic Pop, Glitch Hop, Drumless","psychedelic, sampling, dense, surreal, hypnotic, abstract, male vocals, lo-fi","1,490",11,3.46,6VWfzYbPe1wybfl3ollBJ9
244,VOLA,Witness,21 May 2021,"Djent, Progressive Metal","Alternative Metal, Progressive Rock","heavy, introspective, melodic, uncommon time signatures, male vocals, passionate, progressive, rhythmic",921,11,3.45,30RmzbD5a5hqRPgyzBq7La
245,Sloppy Jane,Madison,5 November 2021,"Art Pop, Progressive Pop","Baroque Pop, Modern Classical, Chamber Music, Nature Recordings","female vocals, dark, playful, lush, religious, warm, ominous, orchestral",809,5,3.47,17FteLw9nXHusWd9vsVa2p
246,Of the Wand and the Moon,Your Love Can't Hold This Wreath of Sorrow,8 October 2021,Neofolk,"Psychedelic Folk, Chamber Folk, Singer-Songwriter, Post-Industrial, Folk Pop","male vocals, mysterious, calm, peaceful, love",284,2,3.48,3NyIa5rnbzdjLg6cJiEbbF
247,Esoctrilihum,Dy'th Requiem for the Serpent Telepath,21 May 2021,"Black Metal, Death Metal","Progressive Metal, Symphonic Metal","infernal, dense, aggressive, occult, ominous, epic, melodic, heavy",888,10,3.45,0nvBdatjtKvBHTrCzGeLR7
248,Soumbalgwang 소음발광,"기쁨, 꽃 (Happiness, Flower)",6 October 2021,"Post-Hardcore, Post-Punk","Noise Rock, Emo","noisy, male vocals, passionate, raw, aggressive, energetic, atmospheric, anxious",382,4,3.47,4rVFkCIMKeihvc2ZhysiL5
249,Yeat,Up 2 Më,10 September 2021,Rage,"Pop Rap, Plugg, Cloud Rap","drugs, male vocals, boastful, party, manic, melodic, psychedelic, hedonistic","2,036",18,3.44,1x55Z0fYARLdeJVjG2UESs
250,Mānbryne,Heilsweg: O udręce ciała i tułaczce duszy,9 April 2021,Black Metal,Melodic Black Metal,"concept album, nihilistic, melodic, anti-religious, apocalyptic, passionate, introspective, sampling",321,3,3.48,6YO6V3c0wM8IawOvRNvcwC
251,Chevelle,Niratias,5 March 2021,Alternative Metal,"Progressive Metal, Alternative Rock","male vocals, science fiction, space, melodic, political, energetic, heavy, concept album",875,11,3.46,3OFNdoIt29176cAfAoSUfH
252,Left at London,t.i.a.p.f.y.h.,3 June 2021,"Indie Pop, Alternative R&B, Art Pop","Electropop, Indie Rock, Pop Rap, Indietronica, Alternative Rock","female vocals, dense, warm, playful, eclectic, rhythmic, anxious, passionate",683,11,3.46,3AmtZIC01fVMxFCGIIlMzO
253,BabyTron,Bin Reaper 2,29 October 2021,Detroit Trap,"Gangsta Rap, Electro","sampling, male vocals, humorous, boastful, crime, Halloween, drugs",721,11,3.45,1tv75OLGopTFJOGLUc25hx
254,Aero Gros M,Tu novio es una telaraña,28 March 2021,"Footwork, Sound Collage","Happy Hardcore, Plunderphonics, Deconstructed Club, Outsider House, Abstract Hip Hop","sampling, rhythmic, psychedelic, lo-fi, female vocals, existential, surreal, noisy",601,3,3.45,4MyQSWUkPGEg47DHoOS5C3
255,Antediluvian,The Divine Punishment,1 September 2021,Death Metal,"Black Metal, Avant-Garde Metal, Dissonant Death Metal","dissonant, atmospheric, dense, ominous, ritualistic, infernal, surreal, sexual",476,2,3.46,6lpaaJ4v1SRWMeP8Cnwx9u
256,Defacement,Defacement,3 September 2021,"Death Metal, Black Metal","Atmospheric Black Metal, Dissonant Death Metal","male vocals, heavy, dissonant, aggressive, ominous, chaotic, dense, atmospheric",390,2,3.47,4K30gW8O7W8fgG64N0UotU
257,"Jack Ingram, Miranda Lambert & Jon Randall",The Marfa Tapes,7 May 2021,"Country, Contemporary Folk, Singer-Songwriter","Field Recordings, Americana","lo-fi, pastoral, male vocals, female vocals, acoustic, melodic, calm, folklore",372,4,3.47,0Jck41FMi9tJooKSHApv9p
258,Durand Jones & The Indications,Private Space,30 July 2021,"Philly Soul, Smooth Soul",Disco,"sensual, warm, lush, male vocals, love, melodic, summer, uplifting",665,9,3.47,4ogV05oprfriua7n9icbvN
259,Amyl and The Sniffers,Comfort to Me,10 September 2021,Garage Punk,Hardcore Punk,"female vocals, energetic, rhythmic, aggressive, raw, optimistic, rebellious, noisy","1,230",10,3.45,09hDOH6485A7SIg1FmpuX2
260,Fire-Toolz,Eternal Home,15 October 2021,"Post-Industrial, Progressive Electronic, Avant-Garde Metal","Utopian Virtual, Blackgaze, Electro-Industrial, Glitch, Cybergrind","futuristic, chaotic, noisy, atmospheric, surreal, complex, eclectic, avant-garde",673,8,3.44,4ZyfutgwGoPLRNkJqVidZ2
261,Marisa Monte,Portas,1 July 2021,"MPB, Baroque Pop","Jazz Pop, Adult Contemporary","female vocals, warm, lush, mellow, optimistic, melodic, nature, playful",337,7,3.47,3SnD7NKo8aqZAvjGdJFS5Y
262,Sunless,Ylem,29 October 2021,"Technical Death Metal, Progressive Metal, Dissonant Death Metal",Avant-Garde Metal,"heavy, cryptic, chaotic, aggressive, hypnotic, dissonant, occult, technical",276,3,3.54,0xGizCqOV2zrTaOfOrfiIx
263,Hiatus Kaiyote,Mood Valiant,25 June 2021,Neo-Soul,"Psychedelic Soul, Nu Jazz, Acid Jazz","eclectic, lush, female vocals, warm, playful, technical, passionate, psychedelic","2,072",22,3.45,456WeVeZk38VJuqg2sL7QG
264,Whitechapel,Kin,29 October 2021,"Alternative Metal, Progressive Metal","Deathcore, Melodic Death Metal","male vocals, concept album, depressive, introspective, melodic, heavy, passionate, aggressive",551,5,3.45,25ozhEOZbGRseRm8QSkfFL
265,Transatlantic,The Absolute Universe: Forevermore (Extended Version),5 February 2021,"Symphonic Prog, Progressive Rock",,"complex, male vocals, epic, melodic, progressive, lush, suite, introspective",360,11,3.46,3ZKqkWeIrwr6eblRzeJRRj
266,L'Rain,Fatigue,25 June 2021,"Neo-Psychedelia, Neo-Soul","Sound Collage, Field Recordings, Psychedelic Soul, Hypnagogic Pop, Alternative R&B","female vocals, lush, psychedelic, sampling, atmospheric, avant-garde, dense, cryptic","2,698",17,3.44,0958H6mglwYhFhwbpzHB8e
267,Dijon,Absolutely,5 November 2021,"Alternative R&B, Neo-Soul","Hypnagogic Pop, Ambient Pop, Americana, Psychedelic Soul","love, longing, male vocals, passionate, atmospheric, mellow, bittersweet, warm","1,002",8,3.45,4E691gbRgo2Zb6ToII2DWO
268,Kauan,Ice Fleet,9 April 2021,"Post-Rock, Post-Metal","Doom Metal, Dark Folk","male vocals, sombre, concept album, ethereal, atmospheric, lonely, aquatic, dark",673,5,3.45,3Ei8xp7x6YY6AuHR60Ww6M
269,Erika de Casier,Sensational,21 May 2021,Contemporary R&B,"Downtempo, 2-Step, Alternative R&B, UK Bass","sensual, rhythmic, mellow, female vocals, nocturnal, lush, warm, soft","2,636",10,3.43,4nsap9FkZQJLSbQP8I9one
270,Dola,Czasy,5 July 2021,Post-Metal,"Atmospheric Black Metal, Atmospheric Sludge Metal, Drone Metal, Doom Metal","male vocals, ominous, dissonant, psychedelic, noisy, dense, atmospheric, apocalyptic",357,2,3.47,1mnRJdEaGhoRlY2BeqdxL5
271,Dear Laika,Pluperfect Mind,29 October 2021,"Ambient Pop, Art Pop","Glitch Pop, Choral, Drone, Post-Minimalism, Chamber Pop","existential, female vocals, love, LGBT, philosophical, lonely, introspective, longing",365,2,3.46,4RhPneRRGBNmMRTqjAqDL1
272,Sons of Kemet,Black to the Future,14 May 2021,Afro-Jazz,"Jazz Poetry, Dub, Afrobeat","energetic, conscious, rhythmic, hypnotic, political, repetitive, male vocals, tribal","2,078",21,3.44,6AfA0FZhzRTpjDDYHkCd5B
273,Shame,Drunk Tank Pink,15 January 2021,"Post-Punk, Art Punk","Post-Hardcore, Dance-Punk, Indie Rock","male vocals, energetic, aggressive, noisy, rhythmic, passionate, alienation, anxious","6,186",64,3.42,7hl54HF6Nykh5IDrbqhiJX
274,Ceephax Acid Crew,Box Steady,31 May 2021,"Acid Techno, Acid House","Acid Trance, Breakbeat, Acid House, Chiptune, Acid Breaks","mechanical, futuristic, rhythmic, instrumental, melodic, energetic, optimistic, space",282,3,3.49,5QQIeWvt99okBNyLhlLAQx
275,Aaron Dilloway & Lucrecia Dalt,Lucy & Aaron,16 July 2021,"Tape Music, Industrial","Electroacoustic, Noise, Minimal Wave, Sound Poetry, Dark Ambient","surreal, hypnotic, mysterious, sampling, avant-garde, ominous, repetitive, female vocals",820,9,3.45,0LcvLhp0X1prpE872gcCBA
276,Vijay Iyer / Linda May Han Oh / Tyshawn Sorey,Uneasy,9 April 2021,Avant-Garde Jazz,"ECM Style Jazz, Post-Bop","acoustic, instrumental, warm, improvisation, atmospheric, complex, mysterious",795,4,3.45,1MasELWlBKjqok0ysgHduk
277,Indigo De Souza,Any Shape You Take,27 August 2021,Indie Rock,"Bedroom Pop, Lo-Fi / Slacker Rock","female vocals, death, passionate, breakup, sad, love, mellow, pessimistic","1,502",14,3.44,7G7lPTcJta35qGZ8LMIJ4y
278,Parcels,Day / Night,5 November 2021,"Boogie, Soft Rock","Yacht Rock, Disco, Progressive Rock","concept album, male vocals, energetic, soft, mellow, uplifting, lush, bittersweet",520,8,3.45,2FJj7NVoRCAwjFus0O1BXd
279,DJ Manny,Signals in My Head,23 July 2021,Footwork,"Drum and Bass, Ghetto House, Footwork Jungle","urban, nocturnal, atmospheric, rhythmic, romantic, sampling, love",301,,3.46,1SJo1a9KzyNnnwhjkHOb2n
280,Curtis Harding,If Words Were Flowers,5 November 2021,Psychedelic Soul,Chicago Soul,"male vocals, warm, rhythmic, calm, soothing",279,9,3.48,0msliOKoJh1aYmcpuEoBn2
281,Ustad Saami,East Pakistan Sky,29 September 2021,Khyal,,"hypnotic, longing, spiritual, meditative, male vocals, minimalistic, passionate, ethereal",290,2,3.47,4mgdD5a03x0Nf1nWv82fg3
282,Cannibal Corpse,Violence Unimagined,16 April 2021,Death Metal,,"violence, heavy, technical, aggressive, male vocals, death, misanthropic, disturbing","1,864",20,3.43,1OSmlc9qUXmCPzox9m9J3l
283,Empyrium,Über den Sternen,26 February 2021,"Dark Folk, Folk Metal","Neoclassical Darkwave, Doom Metal, Atmospheric Black Metal","dark, atmospheric, nature, male vocals, melancholic, sombre, melodic, pagan",666,8,3.45,3F4adkiHd687S10c2K9wjF
284,Yautja,The Lurch,21 May 2021,"Mathcore, Sludge Metal",Noise Rock,"aggressive, technical, male vocals, heavy, noisy, raw, chaotic",598,6,3.45,6FfSpyQIuSZAUWWf08MZHE
285,Flotsam and Jetsam,Blood in the Water,4 June 2021,Thrash Metal,Power Metal,"energetic, melodic, male vocals",289,2,3.45,6pNMEpHq9E6z40Miw7l9Ax
286,Spectral Lore,Ετερόφωτος,23 April 2021,"Atmospheric Black Metal, Black Metal","Dark Ambient, Progressive Metal","heavy, melodic, epic, atmospheric, aggressive, dense, male vocals, progressive",579,10,3.45,0PtClDD2KYLbgWwE1KEHAe
287,Skepticism,Companion,24 September 2021,Funeral Doom Metal,Death Doom Metal,"sombre, existential, nocturnal, poetic, epic, male vocals, atmospheric, nature",448,8,3.45,4kQyk8NpLezupFyYnK9q8n
288,Linn da Quebrada,Trava línguas,16 July 2021,"Art Pop, UK Bass","MPB, Vocal Jazz, Experimental Hip Hop","LGBT, sensual, playful, female vocals, poetic, eclectic, nocturnal, passionate",669,5,3.43,7MpgDfdAVvQjQ2pZ9NYvh6
289,Lucid Express,Lucid Express,16 July 2021,"Shoegaze, Dream Pop",Chillwave,"female vocals, bittersweet, soft, warm, atmospheric, ethereal, lush, dense",679,5,3.45,2dGCIm7imGVrLEaGeZ7egR
290,Ungfell,Es grauet,30 April 2021,Melodic Black Metal,Dark Folk,"pagan, male vocals, mysterious, forest, dark, folklore, concept album",512,5,3.45,35wCumPeyzG4IwAcjTSPP7
291,Silent Planet,Iridescent,12 November 2021,Metalcore,"Djent, Post-Hardcore, Alternative Metal","atmospheric, heavy, male vocals, political, philosophical, anxious, melancholic, apocalyptic",325,8,3.45,4edWR14ULxaPjBWlGGMIK1
292,James McMurtry,The Horses and the Hounds,20 August 2021,"Singer-Songwriter, Americana, Roots Rock",Country Rock,"melodic, male vocals, warm, uplifting",258,3,3.50,6p7vIZAHU72G5C0F3quQaF
293,sonhos tomam conta,Wierd,23 March 2021,"Shoegaze, Emo","Blackgaze, Post-Rock, Midwest Emo, Dream Pop","lo-fi, lonely, anxious, melancholic, LGBT, suicide, atmospheric, depressive",766,4,3.44,72v7bQ3BOybilXAhKn8Lpi
294,DJ Sabrina the Teenage DJ,The Other Realm,26 November 2021,House,"Synthwave, Hip House, Chicago House, Dream Pop","rhythmic, sampling, bittersweet, summer, dense, repetitive, party, energetic",389,,3.45,6Rejs9peQMWjxnvf9knu8B
295,Sugar Wounds,Calico Dreams,25 March 2021,"Screamo, Blackgaze","Grindcore, Electronic, Cybergrind","psychedelic, aggressive, chaotic, ethereal, dense, male vocals, surreal, rhythmic",683,9,3.43,
296,Fuubutsushi,Yamawarau (山笑う),7 May 2021,"Chamber Jazz, ECM Style Jazz","Nature Recordings, Ambient, Post-Rock, Chamber Music","soothing, calm, spring, natural, peaceful, meditative, male vocals, improvisation",340,3,3.45,0RRf6Kfut6kGPlK9Q8Xdyx
297,Cory Hanson,Pale Horse Rider,16 April 2021,"Psychedelic Folk, Singer-Songwriter","Americana, Chamber Folk","longing, psychedelic, mellow, melodic, melancholic, lonely, male vocals, soft",436,3,3.45,0WZbKzQT0ksGV5EnwA0Qor
298,King Buffalo,The Burden of Restlessness,4 June 2021,Progressive Rock,"Psychedelic Rock, Stoner Rock","male vocals, psychedelic, atmospheric, progressive, heavy, raw",330,5,3.45,031668YzIc2Lxmb8FiR8d9
299,Slant,1집,26 February 2021,Hardcore Punk,,"female vocals, energetic, angry, aggressive, raw, rebellious, chaotic, misanthropic","1,897",15,3.43,47SWLvDEgEqkwW2y84DrmR
300,Nekromantheon,Visions of Trismegistos,30 April 2021,Thrash Metal,,"aggressive, male vocals, energetic, war, manic",360,7,3.45,4bUlusKGjYYJiUZSdDP18H
301,Portrayal of Guilt,CHRISTFUCKER,5 November 2021,Sludge Metal,"Black Metal, Emoviolence, Blackened Crust","dark, ominous, anti-religious, disturbing, suicide, infernal, self-hatred, aggressive",789,2,3.43,2ta0CrVXcNrEXfeujT9yfr
302,Sam Fender,Seventeen Going Under,8 October 2021,Heartland Rock,"Alternative Rock, Singer-Songwriter","male vocals, introspective, passionate, political, melancholic, warm, energetic, serious",698,12,3.43,4FKOLaEGqA7ZFYYW5r4X9z
303,John Glacier,Shiloh: Lost for Words,30 July 2021,"UK Hip Hop, Experimental Hip Hop, Glitch Hop","Cloud Rap, UK Bass, Abstract Hip Hop, Hypnagogic Pop","introspective, atmospheric, urban, abstract, futuristic, ethereal, female vocals, melancholic",692,2,3.44,5MCWTbUy0vP5aOYf13mdOM
304,One Step Closer,This Place You Know,24 September 2021,"Melodic Hardcore, Emocore",,"passionate, energetic, conscious, male vocals, anxious, aggressive, heavy, melodic",465,3,3.45,4clVVRmUrtFtND1sLCJxOY
305,Zao,The Crimson Corridor,9 April 2021,Metalcore,Atmospheric Sludge Metal,"male vocals, angry, atmospheric, spiritual, heavy",385,2,3.45,4CSgXjXfn1P2RGIXNsIT0t
306,ZelooperZ,Van Gogh's Left Ear,8 July 2021,"Trap, Abstract Hip Hop","Detroit Trap, Experimental Hip Hop, Cloud Rap, Hardcore Hip Hop","manic, male vocals, quirky, eclectic, abstract, sampling, surreal, rhythmic","1,927",15,3.42,1f92L2RYQBvolOuzzpQYbP
307,møl,Diorama,5 November 2021,Blackgaze,Post-Metal,"male vocals, melancholic, atmospheric, ethereal, melodic, lush, passionate, bittersweet",437,4,3.44,13vlDeD4CxuoUqL4Ir3ojZ
308,Tonstartssbandht,Petunia,22 October 2021,"Psychedelic Pop, Neo-Psychedelia","Jam Band, Psychedelic Rock, Krautrock, Art Pop","calm, mellow, psychedelic, ethereal, male vocals, optimistic, soft, introspective",325,3,3.45,605bdzgFy9TSUCMkgjesoi
309,Cryptosis,Bionic Swarm,26 March 2021,Technical Thrash Metal,Progressive Metal,"aggressive, melodic, energetic, science fiction, complex, technical, uncommon time signatures, heavy",467,6,3.45,2YUJbWPJaFXQ1MybUzjrmn
310,Drawn and Quartered,Congregation Pestilence,2 July 2021,Death Metal,Dissonant Death Metal,"dense, dissonant, ominous, heavy, aggressive, male vocals, technical, infernal",661,3,3.43,5JbeKOrc5Ai9OZLnGHiNOy
311,otay:onii,冥冥 (Míng Míng),22 February 2021,"Post-Industrial, Electronic","Neoclassical Darkwave, Chinese Folk Music, Dark Ambient, Ambient Pop, Drone","female vocals, ominous, avant-garde, atmospheric, surreal, abstract, anxious, dense","2,237",17,3.42,7dlkAkciSaEjrJyCc5njvU
312,Angelus Apatrida,Angelus Apatrida,5 February 2021,Thrash Metal,,"political, aggressive, male vocals, energetic, heavy",277,2,3.44,5XuLS24vdrxouiBERuXTbr
