position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
40,betcover!!,時間 (Jikan),25 August 2021,"Art Rock, Alternative Rock","Jazz-Rock, Post-Punk, Experimental Rock, Indie Rock, J-Rock","eclectic, male vocals, melancholic, noisy, anxious, abstract, atmospheric, uncommon time signatures","2,104",7,3.63,7hhhZ2apbHb5XZj2sXY2FU
41,Armand Hammer & The Alchemist,Haram,26 March 2021,"Abstract Hip Hop, East Coast Hip Hop, Hardcore Hip Hop","Jazz Rap, Conscious Hip Hop, Political Hip Hop, Experimental Hip Hop, Drumless","cryptic, dark, abstract, male vocals, political, sampling, dense, atmospheric","6,966",41,3.60,0RPanQrJXRyTJoiq2trm7k
42,Vanessa Rossetto / Lionel Marchetti,The Tower (The City),21 November 2021,"Musique concrète, Field Recordings","Drone, Spoken Word","urban, atmospheric, sampling, avant-garde, soft, surreal, mysterious, cryptic",365,4,3.64,
43,Mare Cognitum,Solar Paroxysm,19 March 2021,Atmospheric Black Metal,Melodic Black Metal,"melodic, epic, male vocals, atmospheric, space, heavy, aggressive, energetic","2,368",23,3.61,5w0u922qWYRWXN6WPoqy9Y
44,Eternity's End,Embers of War,26 November 2021,Power Metal,"Progressive Metal, Speed Metal, Neoclassical Metal","technical, energetic, melodic, fantasy, male vocals, triumphant",282,5,3.64,07pIrAJmvZVbtpDwOkt9js
45,So Hideous,None but a Pure Heart Can Sing,3 December 2021,"Screamo, Post-Metal","Symphonic Metal, Avant-Garde Metal, Chamber Music","passionate, eclectic, melodic, energetic, complex, anxious, male vocals, uncommon time signatures",887,9,3.63,5FBCSYdmBgbVH8FObmR789
46,Nala Sinephro,Space 1.8,3 September 2021,"Nu Jazz, Avant-Garde Jazz","Ambient, Spiritual Jazz, ECM Style Jazz, Progressive Electronic","mellow, calm, instrumental, atmospheric, lush, soothing, psychedelic, meditative","2,557",14,3.62,5Svfamp6qQ2IfLVNVICpVm
47,Worm,Foreverglade,22 October 2021,Death Doom Metal,Funeral Doom Metal,"heavy, death, dense, funereal, male vocals, cold, dark, atmospheric","1,136",14,3.62,0kvhZBJyBnxiT4JePjkG9J
48,Papangu,Holoceno,25 June 2021,"Avant-Garde Metal, Zeuhl, Progressive Metal","Brutal Prog, Sludge Metal, Progressive Metal, Jazz-Rock","progressive, surreal, complex, dense, psychedelic, male vocals, concept album, ritualistic","1,926",19,3.61,5KWddjnglQLxqJ9Fc8sRCN
49,Funeral Mist,Deiform,17 December 2021,Black Metal,,"chaotic, aggressive, male vocals, dense, ominous, infernal, disturbing, occult",519,5,3.63,5p6udFk72CQoCuD5f1oerw
50,Rx Papi & Gud,Foreign Exchange,19 November 2021,"Cloud Rap, East Coast Hip Hop","Plugg, Gangsta Rap, Conscious Hip Hop","winter, drugs, crime, atmospheric, ethereal, misanthropic, raw, introspective","2,527",14,3.59,2CKbsapMFGNtTVe9BneTgh
51,Yola,Stand for Myself,30 July 2021,"Country Soul, Pop Soul","Psychedelic Soul, Countrypolitan, Smooth Soul","female vocals, passionate, melodic, pastoral, bittersweet, warm, soft, uplifting","2,238",31,3.60,1aF9Xjtg1d1wwsE4hRAkQV
52,Juçara Marçal,Delta Estácio blues,30 September 2021,"Vanguarda paulista, Experimental Rock","Post-Industrial, Glitch, Afoxé, Art Punk, Art Pop","female vocals, rhythmic, avant-garde, dissonant, mechanical, eclectic, uncommon time signatures, chaotic","2,042",13,3.60,54Tpakfx5cDasE9X9EHOu3
53,Sweet Trip,"A Tiny House, in Secret Speeches, Polar Equals",28 May 2021,"Dream Pop, Indietronica","Shoegaze, Glitch Pop, Neo-Psychedelia, IDM, Indie Pop","lush, female vocals, ethereal, dense, male vocals, warm, disturbing, love","8,479",70,3.56,2BmN3iADvY11ikHcDsILNR
54,BRUIT ≤,The Machine Is Burning and Now Everyone Knows It Could Happen Again,2 April 2021,Post-Rock,"Ambient, Drone, Modern Classical, Chamber Music, Post-Metal","instrumental, atmospheric, melancholic, epic, political, nature, nocturnal, pessimistic","2,175",28,3.59,
55,Mdou Moctar,Afrique Victime,21 May 2021,"Tishoumaren, Psychedelic Rock","Psychedelic Folk, Blues Rock","energetic, desert, psychedelic, passionate, hypnotic, male vocals, warm, repetitive","3,638",27,3.58,3ZZMK1Hd8E9Uzj1Tycdlf2
56,Boldy James & The Alchemist,Bo Jackson,13 August 2021,Gangsta Rap,"Boom Bap, Jazz Rap, Drumless","deadpan, apathetic, urban, violence, sampling, mellow, male vocals, crime","3,323",22,3.58,1KHFw3hsKvNGGCkXKQMrbT
57,Atvm,"Famine, Putrid and Fucking Endless",28 April 2021,"Technical Death Metal, Progressive Metal",Technical Thrash Metal,"heavy, technical, aggressive, male vocals, rhythmic, complex, melodic, progressive","1,317",15,3.59,6Z4952J1dqIR92P4Cef6jp
58,RXK Nephew,Shawty RXK Too 2,11 December 2021,"Plugg, East Coast Hip Hop, Gangsta Rap",PluggnB,"male vocals, boastful, alcohol, mellow, humorous, love, drugs, rhythmic",367,3,3.60,3YfHVU1y1Ps8p4e2xoHQMQ
59,Patrick Shiroishi,Hidemi,29 October 2021,Avant-Garde Jazz,"Post-Minimalism, Third Stream","technical, complex, repetitive, melodic, instrumental, avant-garde, passionate, polyphonic",625,4,3.59,75OB4HrDhs94L6km4SnLDg
60,IOSONOUNCANE,IRA,14 May 2021,"Post-Industrial, Darkwave","Ritual Ambient, Experimental Rock, Progressive Electronic, Art Pop","ominous, atmospheric, nocturnal, dark, ritualistic, sombre, hypnotic, repetitive","1,603",22,3.58,4WhBN2WPPxAU5M5Tpw56PL
61,BADBADNOTGOOD,Talk Memory,8 October 2021,Jazz Fusion,"Chamber Jazz, Spiritual Jazz","instrumental, rhythmic, technical, passionate, bittersweet, uplifting, improvisation, dense","2,990",26,3.57,594yqwr1MOvVX0UBnOWftY
62,Stormkeep,Tales of Othertime,19 November 2021,Melodic Black Metal,"Symphonic Black Metal, Dungeon Synth","fantasy, epic, male vocals, melodic, energetic, triumphant, dark, aggressive","1,315",12,3.58,0iW7kFUgskdOQYrZjnK3Pw
63,First Fragment,Gloire éternelle,29 October 2021,"Technical Death Metal, Neoclassical Metal","Progressive Metal, Flamenco, Power Metal","technical, male vocals, melodic, energetic, complex, uncommon time signatures, epic, fantasy",788,4,3.57,54o3LIwRQwPESEkG2cfTnr
64,Backxwash,I Lie Here Buried With My Rings and My Dresses,20 June 2021,"Industrial Hip Hop, Horrorcore","Political Hip Hop, Industrial Metal","female vocals, LGBT, heavy, dark, aggressive, angry, noisy, ominous","5,032",42,3.54,4gaxRsSkSQmoyDsTesvplD
65,RXK Nephew,Slitherman Activated,28 May 2021,"Trap, Gangsta Rap, Experimental Hip Hop","Drill, Detroit Trap, Baltimore Club, Hip House, Cloud Rap","humorous, drugs, manic, aggressive, male vocals, chaotic, dense, violence","2,444",15,3.56,3ssH1rsR77sY5T2hueOKgF
66,Sewerslvt,"We Had Good Times Together, Don't Forget That",12 November 2021,Electronic Dance Music,"Ambient, Trancestep, Breakcore, Hardcore [EDM], Trance","suicide, death, depressive, ethereal, dense, LGBT, rhythmic, love","1,839",22,3.53,6Hs9pYq5ionwBpGAp6iqi9
67,San Salvador,La grande folie,22 January 2021,"Polyphonic Chant, Occitan Folk Music",Avant-Folk,"female vocals, rhythmic, male vocals, choral, energetic, polyphonic, acoustic, folklore",971,9,3.58,7l7XRFukaHudjfpaLhprBG
68,Taylor Swift,Red (Taylor's Version),12 November 2021,"Pop Rock, Singer-Songwriter","Country Pop, Folk Pop, Heartland Rock","female vocals, breakup, autumn, warm, longing, sentimental, passionate, bittersweet","3,107",44,3.53,6kZ42qRrzov54LcAk4onW9
69,Mach-Hommy,Balens Cho (Hot Candles),4 December 2021,"East Coast Hip Hop, Jazz Rap, Conscious Hip Hop","Abstract Hip Hop, Boom Bap, Drumless","psychedelic, introspective, male vocals, sampling, surreal, raw, conscious, abstract","2,019",12,3.57,3lYDlFILOCtV39ompt2uRs
70,Spectral Wound,A Diabolic Thirst,16 April 2021,Black Metal,Melodic Black Metal,"dark, heavy, aggressive, raw, infernal, male vocals, cold, satanic","2,398",13,3.56,4WX3TCsgiGPEfWF37jq5N6
71,Thy Catafalque,Vadak,25 June 2021,"Progressive Metal, Avant-Garde Metal","Hungarian Folk Music, Progressive Electronic, Black Metal, Progressive Rock","male vocals, female vocals, atmospheric, nature, complex, eclectic, mythology, existential","1,454",14,3.56,5wZGEYbLZ3D7jpyth1THCT
72,Porter Robinson,Nurture,23 April 2021,"Electropop, Synthpop","Folktronica, Glitch Pop, Progressive House, Electronic Dance Music","uplifting, androgynous vocals, melodic, introspective, ethereal, bittersweet, spring, soothing","8,029",124,3.51,4Hjqdhj5rh816i1dfcUEaM
73,Converge & Chelsea Wolfe,Bloodmoon: I,19 November 2021,"Atmospheric Sludge Metal, Gothic Metal",Doom Metal,"heavy, progressive, dark, male vocals, female vocals, nocturnal, atmospheric, dense","3,419",30,3.55,4rEDzWnp2RoNzSx8DjO7gY
74,Malignant Altar,Realms of Exquisite Morbidity,10 December 2021,Death Metal,Death Doom Metal,"aggressive, dense, heavy, male vocals, infernal, dark, ominous, occult","1,030",9,3.56,2OVH7r0u8pY1XSNObDIixY
75,Richard Dawson & Circle,Henki,26 November 2021,"Progressive Rock, Art Rock","Psychedelic Rock, Krautrock, Folk Rock, Space Rock","male vocals, psychedelic, progressive, concept album, anxious, nature, epic, surreal","2,366",18,3.56,6X4ALVBUeQnMHR5tsK8ymx
76,Mortiferum,Preserved in Torment,5 November 2021,"Death Doom Metal, Death Metal",,"male vocals, heavy, dense, death, ominous, infernal, mythology, apocalyptic",707,4,3.57,2WppVlFEW6o0gGe9munlUy
77,Remi Wolf,Juno,15 October 2021,"Contemporary R&B, Alt-Pop, Indie Pop","Synth Funk, Pop Rap, Neo-Soul, Bedroom Pop, Funktronica","female vocals, quirky, humorous, melodic, playful, uplifting, eclectic, sexual","2,007",28,3.56,7tJ8Wtej161vR0uCbGDiDR
78,Lamp of Murmuur,Submission and Slavery,16 September 2021,Black Metal,"Deathrock, Gothic Rock","nocturnal, male vocals, aggressive, melodic, energetic, dark, sexual, lo-fi",757,6,3.57,
79,Trhä,Endlhëtonëg,29 August 2021,"Atmospheric Black Metal, Ambient","Dungeon Synth, Depressive Black Metal","melancholic, mysterious, raw, lo-fi, atmospheric, dark, ethereal, cold",842,15,3.56,
80,tricot,上出来 (Jodeki),15 December 2021,"J-Rock, Indie Rock","Math Rock, Post-Hardcore","female vocals, uncommon time signatures, energetic, technical, progressive, passionate, melodic, warm","1,881",18,3.56,1nUwhyn08TSd7Ibg6EWPmv
81,Ustalost,Before the Glinting Spell Unvests,17 December 2021,Black Metal,"Atmospheric Black Metal, Progressive Metal","raw, dark, melodic, atmospheric, male vocals, hypnotic, passionate",376,1,3.58,2zNbeyyqG7MW8nB8pqGL1q
82,Swallow the Sun,Moonflowers,19 November 2021,"Doom Metal, Gothic Metal, Orchestral",Death Doom Metal,"male vocals, atmospheric, sombre, melodic, melancholic, dark, introspective, heavy",545,6,3.57,5RuHZCFV4cYtFIrj4NIXek
83,FBC & VHOOR,Baile,12 November 2021,"Miami Bass, Funk carioca","Conscious Hip Hop, Ghettotech, Electro, Funk melody","party, urban, male vocals, rhythmic, hedonistic, energetic, conscious, crime",722,9,3.55,0PsH3WANJaTcff9FpPDE6i
84,Leshiy Леший,Поганые сны,20 March 2021,Black Metal,Melodic Black Metal,"raw, lo-fi, male vocals, dark, passionate, aggressive, cold, energetic",807,8,3.56,
85,Mach-Hommy,Pray for Haiti,21 May 2021,"East Coast Hip Hop, Abstract Hip Hop","Jazz Rap, Boom Bap, Conscious Hip Hop, Drumless","sampling, mellow, deadpan, male vocals, boastful, abstract, triumphant, raw","4,666",23,3.54,7doW9YWOtpmqHBqAUuBaKO
86,Blu,The Color Blu(e),24 September 2021,"West Coast Hip Hop, Boom Bap, Conscious Hip Hop",Political Hip Hop,"concept album, introspective, male vocals, political, sampling, rhythmic, lush, warm","1,610",13,3.55,7bgH0nBBbJ3o89uNoD4uCK
87,sonhos tomam conta,Hypnagogia,2 July 2021,"Shoegaze, Blackgaze, Emo","Post-Rock, Dreampunk, Ambient, Post-Metal, Midwest Emo","melancholic, lush, atmospheric, ethereal, depressive, suicide, nocturnal, lonely","1,528",9,3.55,6bPJXfyKRHdQwg6cuFAB2Q
88,Be'lakor,Coherence,29 October 2021,Melodic Death Metal,Progressive Metal,"male vocals, energetic, dark, complex, progressive, melancholic, melodic, poetic",754,5,3.55,1AJgIx2VM7AV7p9IyiGerS
89,Hooded Menace,The Tritonus Bell,27 August 2021,Death Doom Metal,Heavy Metal,"heavy, mysterious, dark, melodic, occult, male vocals, ominous, infernal",775,7,3.56,0x4i70nD0RJfABpctTg7zn
90,Dream Unending,Tide Turns Eternal,19 November 2021,Death Doom Metal,"Funeral Doom Metal, Post-Rock, Psychedelic Rock","male vocals, atmospheric, surreal, psychedelic, heavy, melodic, funereal",431,4,3.57,0eUUxEJMiJWc5sPywZyj8o
91,Every Time I Die,Radical,22 October 2021,"Metalcore, Mathcore","Post-Hardcore, Southern Metal, Alternative Metal","angry, heavy, aggressive, political, energetic, technical, male vocals, rebellious","1,701",16,3.53,6SUMl8L4l91N2igInZsGMO
92,Between the Buried and Me,Colors II,20 August 2021,"Progressive Metal, Metalcore",Avant-Garde Metal,"dense, progressive, technical, heavy, male vocals, complex, eclectic, energetic","2,381",42,3.52,0pR2aVMa03OjgroeQcDwQQ
93,leroy,Dariacore,14 May 2021,"Electronic Dance Music, Mashcore","Nightcore, Digicore, Hyperpop, Trap [EDM], Future Bass","sampling, energetic, eclectic, chaotic, noisy, quirky, rhythmic, dense","1,146",8,3.53,0vCZ59I4ziwtt7Yp3PO9zD
94,Don L,Roteiro pra Aïnouz (Vol. 2),26 November 2021,"Political Hip Hop, Pop Rap, Conscious Hip Hop","Alternative R&B, UK Drill, Trap","political, rebellious, conscious, concept album, male vocals, urban, tropical, violence",581,6,3.53,2lsICIaiaE3ZOYbX9vm1UL
95,Nick Cave and Warren Ellis,Carnage,25 February 2021,"Chamber Pop, Art Pop",Ambient Pop,"male vocals, poetic, atmospheric, sparse, melancholic, calm, longing, bittersweet","4,639",53,3.52,6xWNh0mUOdEg77U1f6oojz
96,Ransom & Rome Streetz,Coup de Grâce,29 October 2021,"East Coast Hip Hop, Gangsta Rap","Boom Bap, Drumless","crime, dark, urban, boastful, repetitive, drugs, sombre, rhythmic",365,4,3.57,67i8arCmCTXGJGyvmLUdzP
97,Diskord,Degenerations,13 August 2021,"Technical Death Metal, Avant-Garde Metal, Dissonant Death Metal",Progressive Metal,"technical, uncommon time signatures, male vocals, dissonant, complex, aggressive, avant-garde, manic",939,11,3.54,3bJtNIBRxkVF9fNkpPyUz3
98,dltzk,Frailty,12 November 2021,"Indietronica, Glitch Pop, Noise Pop","Hyperpop, Emo-Pop, Bitpop, Emo","noisy, androgynous vocals, melancholic, eclectic, lush, progressive, bittersweet, dense","3,883",40,3.51,6rO7DlLYSHabzSsD7Gpe14
99,Helloween,Helloween,18 June 2021,Power Metal,Heavy Metal,"melodic, male vocals, energetic, happy, triumphant, science fiction, uplifting, passionate","1,476",25,3.54,1qHRm0MRGDZczHeggdvWDe
100,Boldy James & The Alchemist,Super Tecmo Bo,14 December 2021,"Gangsta Rap, Conscious Hip Hop","Jazz Rap, Boom Bap","crime, mellow, violence, urban, sampling, lethargic, male vocals, deadpan","1,475",10,3.55,5leBUcbk6qAb5cDHYuVwBO
101,Archspire,Bleed the Future,29 October 2021,Technical Death Metal,"Neoclassical Metal, Progressive Metal","male vocals, heavy, energetic, technical, complex, science fiction, uncommon time signatures, concept album","1,251",20,3.52,5lWIRgkSy5WWOMrZ7xxygH
102,S280F,28,28 April 2021,"Ambient, Epic Collage","Field Recordings, Modern Classical, Deconstructed Club, Neoclassical New Age","atmospheric, surreal, instrumental, cold, mysterious, scary, noisy, disturbing","1,115",12,3.54,7B8UJI0qm4X82wTyZJyKza
103,Mito Tsukino 月ノ美兎,月の兎はヴァーチュアルな夢をみる (Tsuki no Usagi wa Virtual na Yume wo Miru),11 August 2021,"J-Pop, Art Pop","Electropop, Denpa, Alternative Rock","female vocals, eclectic, futuristic, progressive, happy, humorous, party, tropical",409,5,3.55,27x8FJzxiurO1Wxnd5mcep
104,In Mourning,The Bleeding Veil,26 November 2021,"Melodic Death Metal, Progressive Metal",,"male vocals, dark, heavy, aggressive, philosophical, melodic, progressive, sombre",344,7,3.57,2aQu2K5LfwOBed3T1DGojg
