position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
11,Tame Impala,Lonerism,5 October 2012,"Neo-Psychedelia, Psychedelic Rock","Psychedelic Pop, Psychedelic Rock, Space Rock Revival","psychedelic, summer, warm, lonely, melodic, introspective, lush, dense","21,742",205,3.71,3C2MFZ2iHotUQOSBzdSvM7
12,Think Again,Never,September 2012,"Japanese Hardcore, Burning Spirits",Crust Punk,"energetic, passionate, aggressive, male vocals, noisy, raw",456,2,3.81,
13,Metá Metá,MetaL MetaL,7 November 2012,Vanguarda paulista,"Candomblé Music, Jazz-Rock, Afrobeat","religious, rhythmic, chaotic, energetic, uplifting, female vocals, male vocals, spiritual","1,843",14,3.79,0r4H8PXW7rR2oSRmdofVsC
14,Godspeed You! Black Emperor,'Allelujah! Don't Bend! Ascend!,15 October 2012,Post-Rock,"Drone, Noise Rock","instrumental, apocalyptic, atmospheric, sombre, dense, noisy, melancholic, political","13,514",154,3.71,30bTXMxsMsYn7QbwmDW3rj
15,Billy Woods,History Will Absolve Me,10 April 2012,"East Coast Hip Hop, Hardcore Hip Hop, Abstract Hip Hop","Experimental Hip Hop, Political Hip Hop, Industrial Hip Hop","political, male vocals, conscious, aggressive, sampling, urban, abstract, dark","3,281",27,3.76,1kUE4Li5MJQF8VTvNnGKy8
16,Death Grips,No Love Deep Web,1 October 2012,"Hardcore Hip Hop, Experimental Hip Hop, Abstract Hip Hop","Glitch Hop, Footwork, Industrial Hip Hop","aggressive, misanthropic, anxious, manic, nihilistic, cryptic, dark, drugs","23,889",113,3.66,08aqY8lv4zx4uaqBUpMD8a
17,Ne Obliviscaris,Portal of I,7 May 2012,Progressive Metal,Melodic Black Metal,"melodic, epic, male vocals, lush, progressive, fantasy, technical, dense","3,123",82,3.72,2AX3vMS7gYbrS7tALE4U7Q
18,Various Artists,mikgazer vol.1,28 April 2012,Shoegaze,"Noise Pop, Dream Pop, J-Pop, J-Rock","female vocals, noisy, ethereal, bittersweet, lush, melancholic, warm, energetic","1,453",17,3.76,
19,Hell,Hell III,2012,"Doom Metal, Drone Metal, Sludge Metal","Black Metal, Funeral Doom Metal, Post-Rock","melancholic, funereal, heavy, male vocals, raw, dark, repetitive, infernal","1,188",8,3.75,7lma7xU4ozIluL6c6C8mEt
20,Mgła,With Hearts Toward None,28 February 2012,Black Metal,,"male vocals, melodic, atmospheric, dark, nihilistic, heavy, misanthropic, aggressive","3,324",33,3.72,3E7l1u6VA8525P3w3YxSxH
21,Canserbero,Muerte,22 March 2012,"Conscious Hip Hop, Latin Rap, Hardcore Hip Hop","Abstract Hip Hop, Political Hip Hop, Jazz Rap, Hardcore Hip Hop","death, dark, violence, introspective, political, serious, nocturnal, crime",504,9,3.74,1Ox95V4WUADrwX8TdiSKbU
22,Max Richter / Antonio Vivaldi,Recomposed by Max Richter: Vivaldi - The Four Seasons,31 August 2012,Modern Classical,"Baroque Music, Post-Minimalism","acoustic, instrumental, orchestral, lush, melodic, uplifting, seasonal, atmospheric","1,792",33,3.69,5yuG2LEkf7QA9ZGIXldCmy
23,Roc Marciano,Reloaded,13 November 2012,"East Coast Hip Hop, Gangsta Rap, Drumless",Boom Bap,"boastful, crime, nocturnal, minimalistic, urban, cold, sampling, violence","1,082",11,3.72,6kh9voL1n2e2sIeZz7ebXl
24,Killer Mike,R.A.P. Music,15 May 2012,"Southern Hip Hop, Hardcore Hip Hop","Conscious Hip Hop, Gangsta Rap, Political Hip Hop","political, angry, crime, urban, aggressive, energetic, male vocals, rebellious","6,803",99,3.68,5EAhUoAz1G3WTvIfGZvmrh
25,Galneryus,Angel of Salvation,10 October 2012,Power Metal,"Symphonic Metal, Neoclassical Metal, Progressive Metal","energetic, uplifting, melodic, epic, male vocals, passionate, triumphant, anthemic",590,8,3.70,2AhrC4AizQkilF5qV24Bgg
26,Car Seat Headrest,Monomania,1 August 2012,"Lo-Fi / Slacker Rock, Singer-Songwriter","Indietronica, Noise Pop","breakup, lo-fi, bittersweet, LGBT, angry, raw, lonely, male vocals","3,040",22,3.70,5PRS4JgeX1vv4YHyENFKw0
27,Enslaved,RIITIIR,9 October 2012,Progressive Metal,Black Metal,"philosophical, mythology, complex, cold, male vocals, progressive, epic, atmospheric","2,107",55,3.69,2rxV4vZNulqUeounxZWE33
28,Alex G,Trick,6 November 2012,"Lo-Fi / Slacker Rock, Singer-Songwriter, Bedroom Pop","Indie Folk, Indie Pop, Slowcore","lo-fi, melodic, bittersweet, calm, lonely, male vocals, cryptic, raw","4,322",16,3.69,4FkdBer0OMcnzjDUuvqFaf
29,Theophany,Time's End: Majora's Mask Remixed,21 December 2012,"Ambient, Chamber Music, Cinematic Classical","Video Game Music, Dark Ambient, Chamber Music","melancholic, ominous, dark, instrumental, atmospheric, epic, complex, sentimental",280,6,3.74,5aWjYkoX2cvXt5jEyWf6nW
30,D-Clone,Creation and Destroy,September 2012,"Japanese Hardcore, D-Beat","Crust Punk, Thrashcore","noisy, chaotic, raw, aggressive, infernal, energetic, pessimistic, manic",504,4,3.70,
31,Good Night & Good Morning,Narrowing Type,25 April 2012,"Slowcore, Ambient","Post-Rock, Dream Pop, Shoegaze","sad, atmospheric, lethargic, melancholic, cold, lonely, winter, sombre","1,630",27,3.69,6bpd42fj9zpl9OwNGMIeSP
32,Anathema,Weather Systems,16 April 2012,Progressive Rock,"Post-Rock, Alternative Rock, Art Rock","passionate, love, spiritual, uplifting, atmospheric, male vocals, melancholic, ethereal","3,302",101,3.64,2f2NEtvt132ETAdS7Xqudk
33,The Taxpayers,"""God, Forgive These Bastards"": Songs From the Forgotten Life of Henry Turner",23 June 2012,"Folk Punk, Art Punk","Hardcore Punk, Punk Blues, Avant-Garde Jazz","male vocals, self-hatred, concept album, female vocals, melodic, serious, dark, romantic",610,2,3.69,2H4MixFpi9BQdQqtozfovm
34,Big Big Train,English Electric (Part One),3 September 2012,"Progressive Rock, Symphonic Prog",Progressive Folk,"uncommon time signatures, pastoral, history, uplifting, epic, lush, folklore, male vocals",570,23,3.67,2tFDYqrHzWM7AB4S70x5qL
35,Between the Buried and Me,The Parallax II: Future Sequence,9 October 2012,Progressive Metal,Metalcore,"science fiction, concept album, technical, complex, aggressive, progressive, male vocals, epic","2,618",53,3.63,1SIWICMyd07WaAwrOWKchn
36,Jakob Ullmann,Fremde Zeit Addendum,20 April 2012,"Modern Classical, Reductionism","Indeterminacy, Chamber Music","sparse, atonal, atmospheric, dark, soft, mysterious, instrumental, avant-garde",518,6,3.67,
37,Änglagård,Viljans öga,29 June 2012,"Symphonic Prog, Progressive Rock",Progressive Folk,"instrumental, epic, atmospheric, lush, technical, progressive",804,26,3.66,
38,Thank You Scientist,Maps of Non-Existent Places,8 June 2012,Progressive Rock,"Jazz Fusion, Math Rock, Post-Hardcore, Pop Rock, Progressive Metal","energetic, male vocals, technical, complex, eclectic, uncommon time signatures, melodic, progressive","1,218",21,3.64,4jJYAaWdl3DJsFpUWfyPNM
39,Svartidauði,Flesh Cathedral,3 December 2012,Black Metal,,"dense, atmospheric, ominous, aggressive, dissonant, cold, occult, apocalyptic","1,074",12,3.66,09PUtqABrp6fYnxN6jPmaQ
40,Fearofdark,Motorway,16 November 2012,"Sequencer & Tracker, Chiptune, Jazz-Funk","Jazz Fusion, Doskpop","melodic, instrumental, complex, atmospheric, uplifting, urban, lush, happy",300,5,3.68,6N9DZuWjxAsvlqepvHs6UT
41,The Menzingers,On the Impossible Past,21 February 2012,"Punk Rock, Pop Punk","Pop Punk, Heartland Rock, Emo","passionate, sentimental, anthemic, energetic, melodic, introspective, male vocals","1,038",12,3.64,4Jh3PDPicP3QwWpktQS7Yh
42,John Maus,A Collection of Rarities and Previously Unreleased Material,17 July 2012,"Synthpop, Hypnagogic Pop, Minimal Synth","Post-Punk, Coldwave","nocturnal, hypnotic, lo-fi, atmospheric, psychedelic, mellow, humorous, quirky","1,905",10,3.65,3f7Aco3znOBzGY9DfEk9wi
43,Threshold,March of Progress,24 August 2012,Progressive Metal,,"melodic, male vocals, melancholic, technical, epic, progressive, political, introspective",644,26,3.64,3J7r1jAdlEKKWavm093Fh3
44,Motorpsycho and Ståle Storløkken,The Death Defying Unicorn,10 February 2012,"Symphonic Prog, Progressive Rock, Art Rock","Jazz-Rock, Avant-Prog, Psychedelic Rock, Modern Classical, Post-Rock","eclectic, rock opera, orchestral, male vocals, progressive, polyphonic, epic, philosophical",567,15,3.65,4zcHP01KtYZUWKA1GkWrhX
45,Andy Stott,Luxury Problems,29 October 2012,"Dub Techno, Ambient Dub","Ambient Techno, Industrial Techno","atmospheric, hypnotic, dark, female vocals, cold, repetitive, sombre, rhythmic","5,587",63,3.63,6XpD4GhQq4olgxxgX6BXdv
46,Cattle Decapitation,Monolith of Inhumanity,8 May 2012,Deathgrind,"Technical Death Metal, Brutal Death Metal","misanthropic, aggressive, disturbing, male vocals, apocalyptic, heavy, manic, complex","2,569",19,3.62,4aQI0KeN26jZ5bPQXKtfAa
47,Dead Can Dance,Anastasis,9 August 2012,Neoclassical Darkwave,"Turkish Folk Music, Greek Folk Music, Arabic Folk Music","atmospheric, spiritual, male vocals, female vocals, folklore, tribal, nature, ethereal","3,203",72,3.63,2wO64fn70tWqdUiHgtE27T
48,Steve Reich / Mats Bergström,Electric Counterpoint,2012,"Minimalism, Post-Minimalism",,"rhythmic, repetitive, complex, acoustic, peaceful, uplifting, minimalistic, polyphonic",273,,3.80,5fwLVbFMtDtzJ0kN2EOBj6
49,Om,Advaitic Songs,24 July 2012,Psychedelic Rock,"Stoner Rock, Iraqi Maqam, Islamic Modal Music, Raga Rock, Arabic Music","hypnotic, meditative, spiritual, psychedelic, male vocals, warm, atmospheric, mysterious","4,291",54,3.63,4d0mUnopUHPOqs7R5ebbPm
50,Steve Hackett,Genesis Revisited II,22 October 2012,"Progressive Rock, Symphonic Prog","Symphonic Prog, Art Rock, Progressive Folk",,352,20,3.66,7I0wUmWYd0FH7IrZZiHz0q
51,Cloud Nothings,Attack on Memory,24 January 2012,"Post-Hardcore, Indie Rock, Emo","Midwest Emo, Pop Punk","passionate, energetic, male vocals, anxious, aggressive, raw, noisy, melodic","7,045",112,3.61,4aKM77gbrLlDK5egwbmosm
52,Dying Fetus,Reign Supreme,19 June 2012,"Brutal Death Metal, Technical Death Metal",,"technical, aggressive, angry, violence, death, male vocals, heavy, political","1,651",22,3.62,6SGhbpz7boAiDk9CotSDSD
53,The Trio Project,Move,5 September 2012,Jazz Fusion,,,497,11,3.65,0oM9n40a2mG73Qk5ntGuOg
54,Krallice,Years Past Matter,25 August 2012,"Black Metal, Progressive Metal","Progressive Metal, Atmospheric Black Metal, Post-Metal","complex, technical, atmospheric, dense, male vocals, noisy, space, energetic","1,382",13,3.63,5pnUhJJEGMRlqxVZ0TiGMH
55,Ptitsu Yem Птицу Емъ,Давай забудем о морали,April 2012,"Abstract Hip Hop, Comedy Rap",Experimental Hip Hop,"sarcastic, humorous, satirical, energetic, dark, drugs, existential",462,7,3.65,3j70dk8MAFwytOQnCgeTkh
56,Scott Walker,Bish Bosch,3 December 2012,"Experimental, Post-Industrial","Dark Ambient, Experimental Rock, Post-Industrial, Chamber Music, Musique concrète instrumentale","avant-garde, ominous, scary, surreal, sparse, humorous, dark, anxious","4,124",77,3.59,5EUAl341bOrY661zcYD2iV
57,SpaceGhostPurrp,Mysterious Phonk: The Chronicles of SpaceGhostPurrp (Instrumental Version),21 August 2012,"Instrumental Hip Hop, Southern Hip Hop, Cloud Rap","Dark Ambient, Cloud Rap, Experimental Hip Hop","instrumental, sampling, atmospheric, dark, surreal, nocturnal, psychedelic, sexual",543,3,3.64,0ck8N9bncWkvhjUJMDBkVO
58,The Chariot,One Wing,28 August 2012,Metalcore,"Mathcore, Avant-Garde Metal","Christian, passionate, uncommon time signatures, poetic, eclectic, energetic, aggressive, technical",955,8,3.62,0nghpMvEv1jUNBtDLn7ipO
59,Be'lakor,Of Breath and Bone,4 June 2012,Melodic Death Metal,Progressive Metal,"melodic, male vocals, poetic, dark, sombre, progressive, melancholic, energetic","1,427",32,3.61,1Y4CMOIbcORQnPqTvPhHRP
60,Bell Witch,Longing,13 November 2012,Funeral Doom Metal,Drone Metal,"melancholic, ominous, atmospheric, heavy, depressive, male vocals, nocturnal, dense","1,219",11,3.62,1Hep51NbgwbPeyjt2X7hEj
61,Gaza,No Absolutes in Human Suffering,31 July 2012,"Mathcore, Sludge Metal",Grindcore,"anti-religious, heavy, male vocals, angry, chaotic, nihilistic, dark, aggressive","1,060",11,3.62,3g9KBNN2o627VGUitC5QC8
62,Diablo Swing Orchestra,Pandora's Piñata,22 May 2012,"Avant-Garde Metal, Progressive Metal","Swing, Symphonic Metal, Big Band, Progressive Big Band, Alternative Metal","progressive, female vocals, eclectic, male vocals, complex, avant-garde, heavy, energetic","1,251",31,3.61,0pRLYXwvvYYqMZPV9qLihC
63,Panopticon,Kentucky,June 2012,Atmospheric Black Metal,Bluegrass,"passionate, political, nature, protest, rebellious, energetic, atmospheric, angry","1,886",25,3.61,5iColvv3LezFPfAjnHONSS
64,Dean Blunt & Inga Copeland,The Attitude Era,5 April 2012,"Minimal Wave, Hypnagogic Pop","Dub, Noise, Ambient, Sound Collage, Synthpop","lo-fi, male vocals, female vocals, eclectic, mysterious, melancholic, avant-garde, atmospheric",612,5,3.63,
65,Neil Young with Crazy Horse,Psychedelic Pill,30 October 2012,"Psychedelic Rock, Country Rock","Jam Band, Folk Rock, Hard Rock","heavy, desert, psychedelic, noisy, improvisation, male vocals, drugs","2,349",72,3.60,
66,Title Fight,Floral Green,18 September 2012,"Post-Hardcore, Emo","Melodic Hardcore, Shoegaze, Emo","melancholic, noisy, atmospheric, male vocals, introspective, passionate, bittersweet, energetic","2,238",28,3.60,5PuH5qKuCYTJWsareezH4X
67,Amenra,Mass V,26 November 2012,Atmospheric Sludge Metal,Post-Hardcore,"dark, heavy, depressive, passionate, dense, rhythmic, poetic, sombre","1,011",8,3.62,6nBHmBwszui8FuXAyAWFi3
68,Shinsei Kamattechan 神聖かまってちゃん,楽しいね (Tanoshiine),14 November 2012,Noise Pop,"Power Pop, Neo-Psychedelia, Shoegaze","melodic, anxious, androgynous vocals, energetic, misanthropic, lonely, lush, angry",452,4,3.63,5S0lyuZ32IZnJ9VmObVYKv
69,Gojira,L'enfant sauvage,26 June 2012,Progressive Metal,Groove Metal,"heavy, nature, conscious, male vocals, aggressive, introspective, atmospheric, progressive","4,357",51,3.59,5dxqD5Kc6cRRi3rErmDfXG
70,Parquet Courts,Light Up Gold,15 August 2012,"Indie Rock, Garage Punk","Garage Rock, Post-Punk, Art Punk","sarcastic, energetic, deadpan, playful, apathetic, male vocals, raw, urban","3,795",37,3.59,1aYXn1WnQWLTmOpQtKVeYJ
71,Goat,World Music,20 August 2012,Psychedelic Rock,"Heavy Psych, Afrobeat, Afro-Rock","psychedelic, female vocals, desert, ritualistic, rhythmic, occult, energetic, tribal","2,737",37,3.60,6E80uDKNQDGjggp5isU2Mb
72,Dr. John,Locked Down,3 April 2012,New Orleans R&B,"Blues Rock, Psychedelic Rock, Swamp Rock, Funk","energetic, political, psychedelic, religious, love, male vocals, female vocals","1,344",42,3.61,2HhSjSa5X3TQSIkS4CpFyu
73,Krovostok Кровосток,Студень,24 March 2012,"Abstract Hip Hop, Comedy Rap",Gangsta Rap,"sarcastic, drugs, male vocals",309,,3.63,45TDH5cmlydBZUYt70vTIu
74,Wadada Leo Smith,Ten Freedom Summers,22 May 2012,"Third Stream, Avant-Garde Jazz, Modern Creative","Chamber Music, Free Jazz, Modern Classical","anxious, technical, avant-garde, passionate, eclectic, dense, political",333,9,3.61,
75,Anna von Hausswolff,Ceremony,18 July 2012,"Ambient Pop, Neoclassical Darkwave, Art Pop","Ethereal Wave, Drone, Dream Pop, Dark Folk","female vocals, ethereal, nocturnal, longing, atmospheric, funereal, death, melancholic","1,944",19,3.60,2Y0rTuGrcqcag4vgtyDJBQ
76,H.e.a.t,Address the Nation,28 March 2012,"AOR, Hard Rock",Glam Metal,"love, melodic, longing, uplifting, anthemic, male vocals, energetic, passionate",285,7,3.63,22RhBreLY8SEksSPxsJA01
77,Mac DeMarco,2,16 October 2012,"Jangle Pop, Bedroom Pop","Lo-Fi / Slacker Rock, Psychedelic Pop","summer, mellow, melodic, playful, quirky, male vocals, warm, bittersweet","12,062",75,3.53,7x6wYKbZUU2BL3N8ZWwM3q
78,Loma Prieta,I.V.,17 January 2012,"Screamo, Emoviolence",,"passionate, noisy, chaotic, aggressive, dissonant, male vocals, raw, nihilistic","1,682",16,3.58,6jLJmPV4WLq9zEHM0dGYCy
79,Orden Ogan,To the End,26 October 2012,Power Metal,"Symphonic Metal, Progressive Metal, Heavy Metal","melodic, male vocals, energetic, anthemic, epic, death, concept album, uplifting",380,10,3.59,4gsfe4FRVlm6bH00jm8FRD
80,Grizzly Bear,Shields,18 September 2012,"Indie Folk, Indie Rock","Neo-Psychedelia, Progressive Folk, Art Rock","poetic, passionate, autumn, atmospheric, male vocals, lush, introspective, melancholic","6,176",128,3.56,57LAEzKL94ZHwbIkUWYCDY
81,Chelsea Wolfe,Unknown Rooms: A Collection of Acoustic Songs,16 October 2012,"Singer-Songwriter, Ethereal Wave","Psychedelic Folk, Dark Folk","acoustic, female vocals, melancholic, ethereal, atmospheric, surreal, sombre, dark","1,724",11,3.59,6CL2rdgPpUEXwWsNjexAZ5
82,qebrµs,⊶⊑∷⌊∴⊹∵⌉∷⊒⊷,29 August 2012,"Glitch, Flashcore","IDM, Microsound","futuristic, instrumental, dense, complex, chaotic, avant-garde, atmospheric, rhythmic",394,9,3.61,
83,Kawir,Isotheos,September 2012,Pagan Black Metal,Folk Metal,"heavy, male vocals",373,2,3.61,4jFdIVv6YOvFPyEi0mjvL5
84,Voices From the Lake,Voices From the Lake,20 February 2012,Ambient Techno,"Minimal Techno, Dub Techno, Ambient Dub","repetitive, hypnotic, rhythmic, minimalistic, atmospheric, mellow, instrumental, meditative","1,440",23,3.58,
85,Hop Along,Get Disowned,5 May 2012,Indie Rock,"Folk Punk, Midwest Emo, Noise Pop","raw, androgynous vocals, passionate, love, anxious, death, breakup, anthemic","1,928",15,3.58,6zEACGVNVUlFO2BKOELUZG
86,Ichiko Aoba 青葉市子,うたびこ (Utabiko),25 January 2012,"Contemporary Folk, Singer-Songwriter",,"mellow, soothing, female vocals, acoustic, calm, peaceful, poetic, soft","1,784",7,3.58,409etvZcJ4rW4AWglIN9Om
87,Toundra,(III),24 September 2012,"Post-Rock, Post-Metal",Atmospheric Sludge Metal,"instrumental, dense, progressive, epic, heavy, technical, energetic, melancholic",844,9,3.59,6Ued283OOMYn1KTaheTflx
88,Mount Eerie,Clear Moon,22 May 2012,"Singer-Songwriter, Avant-Folk","Slowcore, Drone, Psychedelic Folk, Avant-Folk, Ambient","ethereal, mysterious, atmospheric, forest, lonely, nocturnal, hypnotic, melancholic","3,713",25,3.56,24Hcz1suJdxaNrgEC8BG7v
89,Hypno5e,Acid Mist Tomorrow,22 February 2012,Progressive Metal,"Metalcore, Post-Metal","aggressive, sombre, rhythmic, uncommon time signatures, energetic, male vocals, progressive",295,,3.60,7MBNH9kXUB8ddpYcbqlsDG
90,Grimes,Visions,21 February 2012,Synthpop,"Electropop, Ethereal Wave, IDM","ethereal, surreal, atmospheric, female vocals, hypnotic, melodic, quirky, mysterious","15,788",152,3.50,31UkOFXFzs60MKd1yHgh8S
91,Woods of Ypres,Woods 5: Grey Skies & Electric Light,31 January 2012,Gothic Metal,"Doom Metal, Melodic Black Metal","melancholic, philosophical, passionate, death, longing, introspective, male vocals, sad",986,19,3.57,0Rap0bS5EZeaKFoma3tjGs
92,Witchcraft,Legend,21 September 2012,Hard Rock,"Heavy Metal, Stoner Rock","male vocals, political, psychedelic, passionate, energetic, summer",854,22,3.58,4daEaehdEdPjPE0nErHB5F
93,Blut aus Nord,777 - Cosmosophy,21 September 2012,"Atmospheric Black Metal, Post-Metal, Avant-Garde Metal",Industrial Metal,"cold, mysterious, atmospheric, male vocals, sombre, repetitive, apocalyptic, heavy","1,663",33,3.57,6hCtkhHQEQdboBgJmpBuhi
94,Rival Sons,Head Down,14 September 2012,Hard Rock,Blues Rock,"male vocals, energetic, passionate, romantic, psychedelic",587,15,3.59,0vdObe5oDqgdAEiLU9ydh2
95,The Flower Kings,Banks of Eden,18 June 2012,"Symphonic Prog, Progressive Rock",,"male vocals, melodic, playful, triumphant, progressive, passionate, eclectic, uncommon time signatures",443,20,3.58,0IUjnLnoCU085IZCi0AHVg
96,Obsidian Kingdom,Mantiis,16 November 2012,"Progressive Metal, Post-Metal, Progressive Rock","Avant-Garde Metal, Black Metal, Death Metal, Post-Rock","nocturnal, concept album, eclectic, ominous, crime, atmospheric, suite, cold",421,8,3.59,61kuq67NbLRMsTn0YZQPn8
97,Rush,Clockwork Angels,12 June 2012,"Progressive Rock, Hard Rock","Hard Rock, Alternative Metal","male vocals, progressive, science fiction, philosophical, concept album, heavy, melodic, dense","3,198",88,3.55,06uSCkoevz04eltc5Mwoe5
98,Dordeduh,Dar de duh,28 September 2012,"Atmospheric Black Metal, Pagan Black Metal","Romanian Folk Music, Progressive Metal","pagan, ritualistic, nature, forest, spiritual, folklore, male vocals, sombre",838,18,3.57,5QMscxiACZWzyKc9XNIb6S
99,Perfume Genius,Put Your Back n 2 It,21 February 2012,"Chamber Pop, Singer-Songwriter","Ambient Pop, Art Pop","LGBT, melancholic, sad, lonely, cold, male vocals, introspective, bittersweet","3,247",34,3.55,5hjlzVCJCePW4DmMJVryla
100,Susanne Sundfør,The Silicone Veil,26 March 2012,"Art Pop, Indietronica","Chamber Pop, Electronic, Synthpop, Progressive Pop","female vocals, atmospheric, nature, futuristic, winter, lush, sombre, cold","1,234",21,3.57,5ptDXCulZ9IyzDR9i0TzQm
101,Glocca Morra,Just Married,24 July 2012,Midwest Emo,"Post-Hardcore, Math Rock","drugs, lonely, male vocals, alienation, introspective, melancholic, breakup, passionate","1,257",14,3.56,6NRxtdBR4hmD07oXOeMSes
102,AtomA,Skylight,28 March 2012,"Progressive Metal, Post-Metal","Ambient, Electronic, Post-Rock, Epic Music","science fiction, epic, atmospheric, melancholic, ominous, space, passionate, male vocals",743,35,3.55,43HnIKUvQqB3LlUgETL13E
103,Vijay Iyer Trio,Accelerando,24 February 2012,Avant-Garde Jazz,ECM Style Jazz,,377,7,3.59,2FaaNlVFsJ74lmrOazjZFF
104,Ondatrópica,Ondatrópica,16 July 2012,"Cumbia, Caribbean Music","Vallenato, Dub, Champeta, Ska, Afro-Cuban Jazz","tropical, warm, rhythmic, energetic, playful, eclectic, summer, happy","1,392",12,3.57,22Q8xEKl3NoUnT8EdJBMb2
105,Every Time I Die,Ex Lives,6 March 2012,Metalcore,"Southern Rock, Southern Metal, Hardcore Punk, Post-Hardcore","technical, male vocals, energetic, passionate, aggressive, chaotic, self-hatred, angry",929,14,3.56,46gRYBHX98UQPdUjwNcG3h
106,Evoken,Atra mors,31 July 2012,"Funeral Doom Metal, Death Doom Metal",,"atmospheric, sombre, heavy, depressive, funereal, ominous, apocalyptic, death",622,6,3.57,0AA3RKm5914SUYSGxt0ckg
107,Colour Haze,She Said,12 September 2012,"Stoner Rock, Heavy Psych","Jam Band, Psychedelic Rock","psychedelic, warm, male vocals, desert, rhythmic",396,10,3.59,5GPkJFN7mq1kggxtC3pUNB
108,The Mountain Goats,Transcendental Youth,2 October 2012,"Indie Folk, Singer-Songwriter","Chamber Pop, Folk Rock, Piano Rock","male vocals, drugs, crime, anxious, bittersweet, lush","1,462",19,3.56,7l2lKqa3E3oTrF3y6rHAzJ
109,Sigh,In Somniphobia,12 March 2012,"Avant-Garde Metal, Progressive Metal","Symphonic Metal, Black Metal","complex, eclectic, psychedelic, concept album, abstract, melodic, male vocals, epic","1,328",31,3.55,7EMnRmm0Sb6yYMJoBHLWIh
110,Brambles,Charcoal,22 October 2012,"Ambient, Modern Classical",,"melancholic, sentimental, lonely, nocturnal, minimalistic, instrumental, atmospheric, longing",488,6,3.58,0iIAQ8pHehl0PNRyXMt0rZ
111,Headspace,I Am Anonymous,21 May 2012,Progressive Metal,Progressive Rock,"male vocals, political, concept album, melodic, progressive, epic, atmospheric",292,16,3.57,7dOtjH49SQNnMdfy62XLYP
112,Krasnoznamyonnaya Diviziya Imeni Moyey Babushki Краснознамённая дивизия имени моей бабушки,Краснознамённая дивизия имени моей бабушки,10 October 2012,"Chamber Pop, Indie Folk",Twee Pop,"quirky, female vocals, playful, lush, male vocals",352,10,3.57,0es037Im5uAOp6eelHveMb
113,Blunt Force Trauma,Vengeance for Nothing,25 December 2012,"Slam Death Metal, Brutal Death Metal",Deathcore,"rhythmic, heavy, aggressive, misanthropic, male vocals, energetic, dense, chaotic",302,3,3.61,
