position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
214,In the Silence,A Fair Dream Gone Mad,4 June 2012,Progressive Metal,"Progressive Rock, Alternative Metal","dark, melodic, atmospheric, melancholic, poetic, male vocals, passionate, progressive",254,7,3.60,2V9FdhJlcHCCndbD3bBSJA
215,Neal Morse,Momentum,11 September 2012,Progressive Rock,Symphonic Prog,,264,9,3.56,
216,BADBADNOTGOOD,BBNG2,3 April 2012,Jazz Fusion,"Instrumental Hip Hop, Nu Jazz","instrumental, lush, energetic, dark, nocturnal, suspenseful, dense, epic","3,865",38,3.47,
217,Wild Nothing,Nocturne,27 August 2012,"Dream Pop, Indie Pop, Indie Surf","Jangle Pop, Neo-Psychedelia","mellow, male vocals, lush, atmospheric, bittersweet, ethereal, calm, soothing","3,943",48,3.47,7xVdAgW8GzXIbmyfwGa9M9
218,Flying Lotus,Until the Quiet Comes,2 October 2012,IDM,"Nu Jazz, Glitch Hop, Wonky, Instrumental Hip Hop","nocturnal, rhythmic, psychedelic, atmospheric, mysterious, ethereal, drugs, dense","5,828",67,3.47,40aG9ahuLnAv96yoFG75Uy
219,Coin locker kid,Traumnovelle,2 December 2012,"Abstract Hip Hop, Experimental Hip Hop, Experimental","Tape Music, Minimal Wave, Plunderphonics, Neo-Psychedelia, Sound Collage","avant-garde, cryptic, anxious, raw, abstract, dark, chaotic, self-hatred",903,11,3.48,
220,Ty Segall,Twins,9 October 2012,Garage Rock,"Psychedelic Rock, Noise Rock, Garage Punk","psychedelic, noisy, male vocals","1,412",18,3.49,6E0TeTpb3ZcbEkRmK4Chjd
221,Arjen Anthony Lucassen,Lost in the New Real,20 April 2012,Progressive Rock,"Symphonic Prog, Folk Rock, Progressive Metal, Psychedelic Rock, Rock Opera","concept album, male vocals",444,12,3.49,2L4qgwYen2O7bBEFRnWklr
222,John Zorn,Mount Analogue,31 January 2012,"Modern Classical, Avant-Garde Jazz","Chamber Jazz, Arabic Jazz, Chamber Music","uncommon time signatures, ethereal, mysterious, instrumental, avant-garde",293,3,3.52,
223,Circle Takes the Square,Decompositions: Volume Number One,21 December 2012,"Screamo, Post-Hardcore","Atmospheric Sludge Metal, Mathcore, Post-Rock","female vocals, philosophical, male vocals, dense, cryptic, complex, aggressive, angry",801,15,3.48,2i6pPPwaPMKZ3ZlohpAYsi
224,My Sleeping Karma,Soma,1 October 2012,"Psychedelic Rock, Space Rock","Stoner Rock, Post-Metal, Post-Rock","psychedelic, atmospheric, instrumental",319,3,3.51,6bXoxjJhyeP5befTb0DJGa
225,Propagandhi,Failed States,4 September 2012,Melodic Hardcore,"Crossover Thrash, Progressive Metal",,460,9,3.49,1pI854V2VZaiDZ9HodPGvq
226,Tindersticks,The Something Rain,21 February 2012,Chamber Pop,"Art Rock, Jazz-Rock","melodic, romantic, sombre, bittersweet, rhythmic, melancholic, mellow, love","1,338",37,3.48,7LtfzHE5BFQnMbnNFPhfxm
227,Lone,Galaxy Garden,30 April 2012,Acid House,"Footwork, UK Funky, UK Bass, Purple Sound, Footwork Jungle","tropical, energetic, lush, melodic, futuristic, psychedelic, party, warm","2,414",26,3.48,01G2vIEEdYxsXZyi4NzwyJ
228,Four Tet,Pink,20 August 2012,"Tech House, Future Garage","Microhouse, Deep House, Dubstep","repetitive, rhythmic, instrumental, hypnotic, atmospheric, tribal, meditative","1,392",12,3.49,4AQJGcPp7SpT1xNLWrfYuz
229,Donald Fagen,Sunken Condos,16 October 2012,"Sophisti-Pop, Jazz Pop",Jazz-Funk,"male vocals, melodic, mellow, lush, soothing, summer, sarcastic",631,33,3.49,0dGQr1so9XR6vrdMpNBcXg
230,Patrick Watson,Adventures in Your Own Backyard,17 April 2012,"Chamber Pop, Singer-Songwriter, Art Pop",Chamber Folk,"mellow, melodic",474,10,3.50,5sAaA3WhXC2BGBJbV8dMxL
231,Mark Knopfler,Privateering,3 September 2012,"Folk Rock, Singer-Songwriter","Blues Rock, Singer-Songwriter","mellow, male vocals",459,15,3.50,7nqrcAoiImMZ0C9S9ChZcn
232,Natalia Lafourcade,Mujer divina: Homenaje a Agustín Lara,18 September 2012,"Bolero, Chamber Pop","Twee Pop, Folk Pop","female vocals, male vocals, warm, mellow, sentimental, love, romantic",305,4,3.54,3IwQTuKlyYUjH5foI0gACh
233,Meshuggah,Koloss,23 March 2012,"Djent, Progressive Metal",Groove Metal,"mechanical, technical, heavy, complex, aggressive, repetitive, uncommon time signatures, male vocals","2,844",51,3.46,1WzwZsb0LvVXhngbHjBfd9
234,Der Weg einer Freiheit,Unstille,29 June 2012,Black Metal,Atmospheric Black Metal,"dark, melancholic, melodic, male vocals, dense, death, angry, heavy",308,3,3.50,3W7DrzcP4UwJVMSpbQ9SFs
235,Josephine Foster,Blood Rushing,17 September 2012,Contemporary Folk,Freak Folk,female vocals,355,5,3.51,
236,Ty Segall & White Fence,Hair,29 April 2012,"Garage Rock, Psychedelic Rock",,"melodic, anthemic, warm, psychedelic, raw, male vocals, lo-fi, noisy","1,265",18,3.48,1CbEjRtaPQ1EKjYUSxf73F
237,Neneh Cherry & The Thing,The Cherry Thing,18 June 2012,"Vocal Jazz, Avant-Garde Jazz","Soul Jazz, Free Jazz","female vocals, avant-garde, passionate, improvisation",793,12,3.48,24jcdKgGsPCawK8kDrdWjL
238,Wintersun,Time I,19 October 2012,Symphonic Metal,"Melodic Death Metal, Progressive Metal, Power Metal, Folk Metal, Epic Music","epic, fantasy, melodic, male vocals, winter, heavy, progressive, energetic","1,641",51,3.44,0V32xSGyy0TyOzbc5ufoWX
239,Downfall of Gaia,Suffocating in the Swarm of Cranes,5 October 2012,"Atmospheric Sludge Metal, Atmospheric Black Metal","Post-Hardcore, Post-Rock, Crust Punk, Neocrust","dark, heavy, atmospheric, male vocals, passionate, energetic, angry",445,7,3.50,3n1rc0aCzcjhIkh0EykH4P
240,Telstar Drugs,Telstar Drugs,27 May 2012,"Experimental Rock, Post-Punk","Math Rock, Neo-Psychedelia, Lo-Fi / Slacker Rock","psychedelic, lo-fi, male vocals, autumn, raw, surreal, uncommon time signatures, progressive",249,3,3.66,
241,Bill Fay,Life Is People,21 August 2012,Singer-Songwriter,"Chamber Pop, Contemporary Folk","peaceful, male vocals",654,17,3.48,4F0RpVCIERK2p5IUkogYuD
242,The Tony Danza Tapdance Extravaganza,Danza IIII: The Alpha – The Omega,23 October 2012,Mathcore,"Djent, Deathcore, Metalcore","aggressive, dissonant, mechanical, energetic, heavy, uncommon time signatures, technical, rhythmic",555,4,3.47,55GkfWICmZGSK5thae2nGH
243,Bisz,Wilk chodnikowy,20 September 2012,"Conscious Hip Hop, Hip Hop",,"poetic, nocturnal, urban",444,3,3.46,4YNIu64RDBfTCeZadXw7SB
244,Chris Cohen,Overgrown Path,25 September 2012,Indie Pop,"Psychedelic Pop, Folk Pop, Neo-Psychedelia","mellow, longing, melancholic, warm, psychedelic, melodic, summer, sentimental",383,4,3.49,0XfCwycK29k55kb952bXSh
245,Alio Die,Deconsecrated and Pure,24 April 2012,"Ambient, Drone","Renaissance Music, New Age","soothing, peaceful, spiritual, ethereal, instrumental, meditative, atmospheric, mysterious",378,6,3.50,0XHg7Ono2OMOYsmiYHKBxu
246,Chief Keef,Finally Rich,18 December 2012,"Drill, Gangsta Rap",Pop Rap,"drugs, crime, anthemic, hedonistic, energetic, boastful, party, aggressive","6,035",41,3.44,37FdIMTqz2xOsKRvi0sRrk
247,Niechęć,Śmierć w miękkim futerku,3 April 2012,Jazz Fusion,Avant-Garde Jazz,"surreal, progressive, avant-garde, instrumental",942,6,3.48,3A9UmULUC8WfCU9ExKnea8
248,Mirrorring,Foreign Body,19 March 2012,"Ambient Pop, Psychedelic Folk","Ambient, Dream Pop","ethereal, nocturnal, dense, atmospheric, female vocals, calm, mysterious, melancholic","1,405",19,3.47,15OVBQYlldnAnwLnEywCJA
249,Hexvessel,No Holier Temple,5 September 2012,"Psychedelic Folk, Psychedelic Rock","Dark Folk, Heavy Psych, Progressive Folk","autumn, dark, pagan, occult, nature, forest, atmospheric, psychedelic",668,7,3.48,0Se5VXk51dGWPjoy3yAccj
250,Waxahatchee,American Weekend,10 January 2012,"Singer-Songwriter, Lo-Fi / Slacker Rock, Indie Folk","Slowcore, Bedroom Pop","female vocals, lo-fi, alcohol, acoustic, breakup, minimalistic, summer, depressive",901,13,3.47,5LUYiryvvwuDNsQxIzAboQ
251,Caetano Veloso,Abraçaço,27 November 2012,MPB,Alternative Rock,"melancholic, playful, eclectic, political",303,1,3.52,0bW7duZq6GtoM8nEwtbc6F
252,Furia,"Marzannie, Królowej Polski",28 February 2012,Black Metal,,,596,4,3.48,56Ace6LAz7GkrjeSFxJPWD
253,Aes Dana,Pollen,7 December 2012,"Psybient, Ambient Trance","Ambient, IDM, Downtempo, Ambient Techno","space, atmospheric, hypnotic, progressive, cold, futuristic, ethereal, rain",320,2,3.50,1WFo7FjKNEv4adIhKGTv1i
254,Jessie Ware,Devotion,20 August 2012,Alternative R&B,"Synthpop, Sophisti-Pop, Pop Soul","female vocals, melodic, love, passionate, sensual, lush, rhythmic, mellow","2,655",39,3.46,1T5wmjLCBuuTKTpKsiAn7R
255,Jason Lescalleet,Songs About Nothing,July 2012,Musique concrète,"Field Recordings, Noise, Drone, EAI, Plunderphonics","sampling, suspenseful, noisy, avant-garde, mysterious, concept album, surreal, ominous",615,9,3.47,
256,Lonnie Holley,Just Before Music,6 November 2012,"Psychedelic Soul, New Age, Psychedelia","Ambient, Electronic, Experimental, Gospel, Soul Blues","male vocals, surreal, abstract, improvisation, religious, conscious, sparse, atmospheric",487,5,3.48,1o5qUrzrKvjs0C1oYfrFAK
257,Jess and the Ancient Ones,Jess and the Ancient Ones,23 May 2012,"Psychedelic Rock, Hard Rock",Heavy Psych,"female vocals, psychedelic, occult, energetic",569,12,3.47,5lSYNfmAzScfAoMgC2l1ay
258,Seirom,1973,2012,Space Ambient,"Atmospheric Black Metal, Drone, Shoegaze","ethereal, space, atmospheric, dense, nocturnal, melancholic, lethargic, mellow",414,4,3.49,5MMDUk87rppjo8y1rp2XLb
259,Devin Townsend Project,Epicloud,18 September 2012,"Progressive Metal, Alternative Metal",Pop Rock,"epic, uplifting, energetic, optimistic, male vocals, female vocals, melodic, love","1,846",45,3.44,4WA0COIl14e6amUlwz89pN
260,Barren Earth,The Devil's Resolve,12 March 2012,"Melodic Death Metal, Progressive Metal",Death Doom Metal,"atmospheric, melodic, passionate, aggressive, heavy, death, male vocals, melancholic",446,13,3.47,7Du2gREI6uRVox5sZ3gNkA
261,Vladislav Delay,Kuopio,26 November 2012,"Dub Techno, Ambient Techno","Glitch, Ambient","rhythmic, repetitive, minimalistic, instrumental, noisy, atmospheric",791,7,3.46,6bSNXFgQDcZyc7GzRFwSZe
262,Caspian,Waking Season,25 September 2012,Post-Rock,,"atmospheric, instrumental, sentimental, male vocals, melancholic",739,7,3.47,7y1Yaoxd1IXIrSTMnhe2Km
263,alt-J,An Awesome Wave,25 May 2012,"Art Pop, Indie Pop","Folktronica, Indietronica, Progressive Pop","mellow, eclectic, cryptic, male vocals, atmospheric, melodic, love, quirky","9,175",101,3.40,6k3vC8nep1BfqAIJ81L6OL
264,Hour of Penance,Sedition,26 March 2012,Brutal Death Metal,Technical Death Metal,"aggressive, anti-religious, technical, heavy, dense, male vocals, angry",472,12,3.46,0YLWybz4YSs0XyrMEvRZqM
265,Sharon Van Etten,Tramp,7 February 2012,"Singer-Songwriter, Indie Folk",Contemporary Folk,"melancholic, sad, female vocals, love, breakup, introspective, lonely, serious","2,052",31,3.45,7bYAuBOpWMA1F61cbXrKfM
266,Father John Misty,Fear Fun,1 May 2012,"Indie Folk, Singer-Songwriter","Americana, Chamber Pop, Psychedelic Folk","sarcastic, lush, male vocals, humorous, introspective, surreal, passionate, melodic","4,365",41,3.44,1BOfOlZo9Nzx7SmYAucY9t
267,Grouper,Violet Replacement Part II,March 2012,"Drone, Ambient",Field Recordings,"melancholic, lonely, repetitive, meditative, atmospheric, minimalistic, warm, instrumental",603,4,3.47,6GzEtofjDKXyCfkpEwBtLw
268,Prong,Carved Into Stone,24 April 2012,Groove Metal,"Thrash Metal, Industrial Metal, Alternative Metal","angry, heavy, urban, violence, rebellious, male vocals",299,9,3.47,1PlI15HdrUfBil6ngLjOpv
269,Screaming Females,Ugly,3 April 2012,"Indie Rock, Punk Rock",Garage Rock,"female vocals, quirky, abstract, anxious, raw, rebellious, surreal, anthemic",513,11,3.46,3BxDtaLOiianAtmjRfNXGt
270,Nekromantheon,"Rise, Vulcan Spectre",13 January 2012,Thrash Metal,,"aggressive, male vocals, energetic, death, rhythmic, technical, dense",313,7,3.47,4nVXsI4IC45gj2lF5tFR5H
271,Sigur Rós,Valtari,28 May 2012,"Ambient, Post-Rock, Ambient Pop","Dream Pop, Ambient Pop","ethereal, atmospheric, melancholic, peaceful, calm, bittersweet, soothing, lush","5,531",109,3.42,0ZHkshyLAi9f8DXdj3Z5ph
272,Dirty Projectors,Swing Lo Magellan,10 July 2012,"Art Pop, Indie Pop, Progressive Pop",,"quirky, progressive, male vocals, uplifting, abstract, autumn, love, manic","2,950",49,3.43,5leXnIiFPYSr7yHgdwxMDG
273,First Aid Kit,The Lion's Roar,23 January 2012,"Folk Pop, Indie Folk","Country Pop, Chamber Folk, Alt-Country","female vocals, melancholic, summer, acoustic, optimistic, mellow, forest, melodic","1,909",42,3.45,6Z3MfMebUucj95zrHMrbyV
274,Grand Magus,The Hunt,25 May 2012,Heavy Metal,Hard Rock,"fantasy, male vocals, melodic, energetic",424,12,3.46,5W4A8mDhCTP6YyQWOXl7Af
275,Sylosis,Monolith,5 October 2012,"Thrash Metal, Melodic Death Metal",Progressive Metal,"melodic, progressive, male vocals, energetic, heavy, aggressive",413,4,3.46,5VWz1JpNHKxbbIecgGJWTr
276,Jens Lekman,I Know What Love Isn't,3 September 2012,"Chamber Pop, Singer-Songwriter",Sophisti-Pop,"breakup, romantic, love, bittersweet, male vocals, existential, introspective","1,349",40,3.45,7xhpLx3hPlLm8wCYaqb9US
277,Nachtmystium,Silencing Machine,31 July 2012,Black Metal,Atmospheric Black Metal,"misanthropic, raw, dark, melancholic, angry, male vocals, cold, dense",758,13,3.45,74MuJS9J7ZNhzRhzNX254g
278,Christian Löffler,A Forest,18 June 2012,Tech House,"Microhouse, Minimal Techno","rhythmic, repetitive, atmospheric, soft",553,9,3.46,7CPhbXAXvokdASYAh0vnpS
279,Everyone Everywhere,Everyone Everywhere,7 August 2012,Midwest Emo,"Math Rock, Indie Rock","energetic, melancholic, bittersweet, mellow, male vocals, melodic, summer, longing",553,3,3.46,6d5fJJTFC7ye5ZU9PgYdZ6
280,Suis la Lune,Riala,22 May 2012,Screamo,"Post-Rock, Midwest Emo","passionate, melodic, male vocals, bittersweet, melancholic, sad, angry, atmospheric",660,7,3.45,0UFMlDuCrpskloMnMfu5C6
281,Anaïs Mitchell,Young Man in America,13 February 2012,"Contemporary Folk, Singer-Songwriter","Alt-Country, Americana",,438,9,3.46,4RNXc0opm9igpGD1Ga9FsY
282,Klub des Loosers,La fin de l'espèce,5 March 2012,"French Hip Hop, Abstract Hip Hop","Jazz Rap, Experimental Hip Hop","misanthropic, depressive, pessimistic, sexual, vulgar, existential, anxious, ominous",280,5,3.49,46LEelBsoR1nQuRv15gGt2
283,Patti Smith,Banga,5 June 2012,"Singer-Songwriter, Art Rock",Folk Rock,female vocals,785,18,3.46,67epO9J9KoY8KSFA4xC4kA
284,Alcest,Les voyages de l'âme,6 January 2012,"Shoegaze, Blackgaze, Post-Metal","Post-Rock, Dream Pop","ethereal, male vocals, melancholic, spiritual, atmospheric, sentimental, spring, passionate","4,406",72,3.42,1y9zL8o1XLnLsiDzoC7v0O
285,Dexys,One Day I'm Going to Soar,4 June 2012,Blue-Eyed Soul,Chamber Pop,"love, bittersweet, humorous, melancholic, self-hatred, sarcastic, misanthropic, passionate",289,18,3.45,
286,Royal Thunder,CVI,22 May 2012,"Hard Rock, Heavy Psych, Stoner Metal","Stoner Rock, Blues Rock, Psychedelic Rock",female vocals,385,9,3.45,7m68iZmhsTYgIVFrVs6Dnp
287,Balthazar,Rats,15 October 2012,"Indie Pop, Indie Rock",Chamber Pop,"warm, melodic, male vocals",304,,3.47,5v9g4vpC18abcnohQqbz4q
288,All Them Witches,Our Mother Electricity,6 December 2012,"Stoner Rock, Psychedelic Rock","Blues Rock, Americana","psychedelic, male vocals, heavy, bittersweet",485,6,3.47,5tUZdF1iAbmvs0GnXln2Gg
289,Bob Dylan,Tempest,11 September 2012,Singer-Songwriter,"Folk Rock, Electric Blues","playful, dark, poetic, male vocals, death, love, longing","2,623",76,3.43,3LnS0XKSzd2TFoagESGUw3
290,Jessica Pratt,Jessica Pratt,October 2012,"Contemporary Folk, Singer-Songwriter",Psychedelic Folk,"acoustic, female vocals, sombre, warm, peaceful, soft, sparse, bittersweet",826,13,3.45,5gSKVqiuyfeTJ0pie14RW4
291,Perturbator,I Am the Night,21 December 2012,"Synthwave, Darksynth, Horror Synth",Electro-Industrial,"futuristic, atmospheric, science fiction, dark, nocturnal, urban, energetic, instrumental","1,041",8,3.44,1boANaRfN0OSTEiQaEuFMd
292,Bob Mould,Silver Age,4 September 2012,"Alternative Rock, Power Pop",,male vocals,436,20,3.45,581s8LfKuzV634Akl7lNPz
293,Make a Change... Kill Yourself,Fri,12 December 2012,Depressive Black Metal,Dark Ambient,"ominous, dark, sombre, depressive, suicide, male vocals",364,2,3.46,0crx24FjS3QaQHakjNOorF
294,The Raveonettes,Observator,11 September 2012,Dream Pop,"Noise Pop, Jangle Pop","female vocals, male vocals, introspective, nocturnal, cold, noisy, lonely, love",640,14,3.45,3lVFWxhn8vylHZCpLTcp8k
295,Flying Colors,Flying Colors,26 March 2012,Progressive Rock,"Hard Rock, AOR","melodic, male vocals, uncommon time signatures, passionate, happy, technical, uplifting",656,25,3.43,6Ef02ae9FloRxqFKG7Ie7A
296,Anhedonist,Netherwards,2012,Death Doom Metal,Funeral Doom Metal,"ominous, death, sombre, heavy, male vocals, pessimistic, depressive, dense",295,4,3.46,5hI9iaQjRM9KfpOB3Ys0dy
297,DeepChord,Sommer,27 August 2012,"Dub Techno, Ambient Dub",,"hypnotic, atmospheric, urban, instrumental, repetitive, calm, nocturnal, warm",658,7,3.45,0D9BvJ0DhTou9RlWJniSw6
298,Orange Goblin,A Eulogy for the Damned,13 February 2012,Stoner Metal,,"heavy, male vocals, energetic",526,14,3.45,3HO2tHdTyXzDXRa7puVi3h
299,Meridian Brothers,Desesperanza,24 September 2012,Digital Cumbia,"Psychedelic Folk, Guaracha, Salsa","rhythmic, surreal, tropical, psychedelic, playful, energetic, repetitive, paranormal",436,6,3.45,41X2H1RsNkjrELghdVKNEV
300,Matryoshka,Laideronnette,12 December 2012,"Modern Classical, Ambient Pop","Glitch, Post-Rock, Chamber Music, Downtempo","mellow, female vocals, melancholic, atmospheric, lush, nocturnal, ethereal, melodic",312,,3.48,79ayoalAp1qHjyD1UlvNWs
301,Eclipse,Bleed & Scream,24 August 2012,Hard Rock,"Heavy Metal, AOR","anthemic, triumphant, energetic, melodic, uplifting, male vocals, conscious",227,9,3.66,4oiitBaWLErqAejsgApSxi
302,Katatonia,Dead End Kings,27 August 2012,"Alternative Metal, Alternative Rock",Progressive Metal,"lonely, melancholic, sombre, atmospheric, male vocals, dark, melodic, progressive","2,021",45,3.41,0Rm1Q7jINtrkDbfXfqnlYg
303,Michael Pisaro / Toshiya Tsunoda,Crosshatches,7 June 2012,"Electroacoustic, Field Recordings","Drone, Reductionism","surreal, atmospheric, instrumental, sparse, nature, mysterious, avant-garde",302,2,3.45,
304,Matthew Halsall,Fletcher Moss Park,15 October 2012,Modal Jazz,"Chamber Jazz, Spiritual Jazz","summer, instrumental, uplifting, warm, lush",213,4,3.69,0uEEiR66gvpTpcjJ5GagPU
305,Les Discrets,Ariettes oubliées...,10 February 2012,Post-Rock,"Blackgaze, Dark Folk, Post-Metal","depressive, dark, melancholic, autumn, sombre, atmospheric, heavy","1,147",16,3.44,5PF7zpAGYpzJ0Q5tz8ib1g
306,Woods,Bend Beyond,18 September 2012,"Psychedelic Folk, Folk Rock","Indie Folk, Psychedelic Rock","warm, melodic, summer, male vocals",794,15,3.44,5CMHNfabEoFCjYPIosFcSR
307,Jambinai 잠비나이,차연 (Différance),7 February 2012,Post-Rock,"Korean Folk Music, Atmospheric Sludge Metal","atmospheric, dense, progressive, heavy",825,9,3.45,1JnbWO2M8U8HigBAjK7QYk
308,Moonspell,Alpha Noir,27 April 2012,Gothic Metal,"Melodic Black Metal, Black 'n' Roll","heavy, dark, male vocals, ominous, melodic",664,14,3.43,4dmDKJYixVY7DbeXfbN1hA
309,Neil Halstead,Palindrome Hunches,11 September 2012,"Contemporary Folk, Singer-Songwriter",Indie Folk,"male vocals, calm, melancholic, warm, deadpan, melodic",312,7,3.45,6nWn2IqFMPLfo5fEi42XOe
310,Half Moon Run,Dark Eyes,27 March 2012,Indie Rock,"Indie Folk, Indie Pop, Folk Rock","mellow, dark, melodic, sombre, passionate, male vocals",419,7,3.45,6k3SHVzgR8JfVe3LeXbE3g
311,Michael Kiwanuka,Home Again,26 March 2012,"Soul, Singer-Songwriter",Contemporary Folk,"passionate, melodic, calm, male vocals","1,121",27,3.44,1Ll8Nw0eM1dO1VWXK7DbKg
312,Sabaton,Carolus Rex,25 May 2012,Power Metal,"Symphonic Metal, Heavy Metal","history, war, epic, male vocals, heavy, concept album, energetic, triumphant","1,352",17,3.36,14hnt7oisUv3THegJKvrEg
313,Richard Hawley,Standing at the Sky's Edge,7 May 2012,Psychedelic Rock,"Indie Rock, Space Rock, Singer-Songwriter","psychedelic, male vocals",567,28,3.44,11cMZZDMkM8Z333YJgY2Xf
314,Beth Orton,Sugaring Season,1 October 2012,"Folk Pop, Singer-Songwriter, Contemporary Folk",,"female vocals, calm, mellow, soft",365,12,3.45,5iGGHaRS9W9FJCnEdWGjfF
315,You'll Never Get to Heaven,You'll Never Get to Heaven,23 October 2012,"Dream Pop, Ambient","Tape Music, Ambient Pop","lo-fi, nocturnal, surreal, ethereal, melancholic, female vocals, soothing, dense",494,2,3.45,72SuG3jbUXXAUGudM1wRTP
316,If These Trees Could Talk,Red Forest,20 March 2012,Post-Rock,Post-Metal,"instrumental, atmospheric, melancholic, melodic",899,8,3.43,0i1vP6JtYq4kE3oygILHzk
317,The Sword,Apocryphon,22 October 2012,"Stoner Metal, Heavy Metal",,"heavy, male vocals, dense",695,20,3.43,6mB86vacgOwqJQSkyEMOcR
318,Xandria,Neverworld's End,22 February 2012,"Symphonic Metal, Power Metal",Folk Metal,"female vocals, melodic, orchestral, epic, fantasy, sombre, energetic",376,15,3.41,5RCGczHhpzv2yj1NCl1NBT
319,The Bad Plus,Made Possible,25 September 2012,"Avant-Garde Jazz, Nu Jazz",,"instrumental, uncommon time signatures, complex, quirky, avant-garde, eclectic",334,4,3.45,2KACSClTW3V11lbuxDmEGs
320,The Gathering,Disclosure,12 September 2012,Alternative Rock,"Dream Pop, Post-Rock, Trip Hop, Art Rock","female vocals, melancholic, lethargic, calm, dense",654,18,3.43,3lDOcJSqTbqYb0Q9kn3GqH
321,Matthew E. White,Big Inner,21 August 2012,"Soul, Singer-Songwriter","Psychedelic Soul, Chamber Pop",,397,8,3.44,6EeRm8Yhue8vAVoWjfEXO5
322,Dawnbringer,Into the Lair of the Sun God,29 May 2012,Heavy Metal,,,373,12,3.44,5oCFyvV0mPt7wd0LhrahL9
323,Norah Jones,...Little Broken Hearts,1 May 2012,"Singer-Songwriter, Indie Pop","Chamber Pop, Jazz Pop, Adult Contemporary","female vocals, lonely, melancholic, breakup",885,17,3.43,3N9ECfsk4OUDKhmhPT3OPX
324,INTERNET CLUB,REDEFINING THE WORKPLACE,21 April 2012,Vaporwave,"New Age, Ambient, Mallsoft, Utopian Virtual","futuristic, atmospheric, hypnotic, repetitive, calm, surreal, instrumental, sampling",506,10,3.43,
325,Hiatus Kaiyote,Tawk Tomahawk,1 April 2012,Neo-Soul,"Alternative R&B, Nu Jazz, Soul Jazz, Smooth Soul","rhythmic, female vocals, lush, technical, passionate, soothing, warm, mellow","1,029",6,3.42,54UDcBALhfyaQ67fsSZrkQ
326,Bersarin Quartett,II,20 April 2012,Ambient,"Chamber Music, Modern Classical","atmospheric, ethereal, instrumental",384,5,3.44,7n9qy7y2PCSD2OfMbfNPyO
327,Andrew Bird,Break It Yourself,6 March 2012,"Chamber Pop, Singer-Songwriter, Indie Folk","Folk Pop, Indie Pop","mellow, melancholic, acoustic, melodic, poetic, bittersweet, passionate, sentimental","1,388",34,3.41,5kUSMNOHu33TTDtV8RGHLg
328,Candlemass,Psalms for the Dead,8 June 2012,"Doom Metal, Epic Doom Metal",Heavy Metal,"heavy, sombre, male vocals, fantasy, dark, psychedelic, ominous, death",811,16,3.42,3TYkdBurEpqF1z0nQaTHCL
329,Black Country Communion,Afterglow,29 October 2012,"Hard Rock, Blues Rock",,"male vocals, melodic, energetic, passionate",364,16,3.44,0icCshvu021X0nWRdTTgeV
330,Lindstrøm,Smalhans,5 November 2012,"Space Disco, Nu-Disco",,"instrumental, repetitive, futuristic, uplifting, energetic, hypnotic",532,7,3.43,1yB18P6JIKzqisww4RQ4gV
331,Jethro Tull's Ian Anderson,TAAB 2: Thick as a Brick 2,2 April 2012,"Progressive Rock, Folk Rock","Progressive Folk, Hard Rock, Poetry","melancholic, concept album",613,36,3.42,58rprbFLuZlFpMZsUyDZog
332,Feed Me Jack,Chumpfrey,29 September 2012,Indie Rock,Math Rock,"male vocals, playful, melancholic, melodic, rhythmic, complex, sentimental, energetic",262,,3.73,4YtfTs6BPpHGqKmLh5G6vA
333,Terrence Dixon,From the Far Future Pt. 2,24 September 2012,"Detroit Techno, Minimal Techno",,"futuristic, instrumental, rhythmic, repetitive, nocturnal, mechanical, sampling, psychedelic",326,3,3.44,6IY6SmCzWiKpZelr9HlxsD
334,Mitski,LUSH,31 January 2012,"Singer-Songwriter, Chamber Pop, Art Pop",Piano Rock,"female vocals, lush, melancholic, melodic, introspective, sexual, sensual, poetic","2,340",11,3.41,3Y2DBOg3GKXDlsUvh4htsi
335,Chairlift,Something,24 January 2012,"Synthpop, Indie Pop","Art Pop, Indietronica, Hypnagogic Pop","female vocals, melodic, psychedelic, rhythmic, uplifting, summer, love, passionate","2,060",37,3.41,4nYzn3xOXQsltWZ5AIQns7
336,Swearin',Swearin',June 2012,"Indie Rock, Garage Rock","Pop Punk, Alternative Rock",,359,9,3.44,0LtqLIytc4yWyOcajNTRgF
337,Kyle Bobby Dunn,Bring Me the Head of Kyle Bobby Dunn,25 June 2012,"Ambient, Drone",,"meditative, calm, atmospheric, instrumental, mellow",280,4,3.48,1Ovkskq7I0XH0ULWKh8fph
338,Exotic Animal Petting Zoo,Tree of Tongues,17 July 2012,"Post-Hardcore, Alternative Metal","Mathcore, Progressive Metal","anxious, cryptic, atmospheric, complex, introspective, male vocals, energetic, aggressive",292,2,3.51,3jRNV4ReM9JAfBNFZ688LW
339,Angel Olsen,Half Way Home,4 September 2012,"Singer-Songwriter, Indie Folk","Alt-Country, Americana","depressive, introspective, female vocals, melancholic, existential, pastoral, breakup","2,005",15,3.41,2CQY5a9aqLxICQjFfsMIOf
340,Kyary Pamyu Pamyu きゃりーぱみゅぱみゅ,ぱみゅぱみゅレボリューション (Pamyu Pamyu Revolution),23 May 2012,"J-Pop, Dance-Pop","Bubblegum Dance, Electropop","playful, happy, energetic, female vocals, melodic, uplifting, repetitive, optimistic","1,605",15,3.40,0dYoEirIRah6OKJl1okk6Z
