position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
470,JASSS,Weightless,15 September 2017,"Electro-Industrial, Ambient Techno","Dark Ambient, Industrial Techno, Drone, Ambient, Deconstructed Club","dark, tribal, nocturnal, dense, atmospheric, ominous, instrumental, apocalyptic",540,4,3.36,536oXi74f0a6yLdk1gAVxU
471,Cloakroom,Time Well,18 August 2017,"Shoegaze, Slowcore","Emo, Post-Hardcore","atmospheric, melancholic, male vocals, melodic, heavy, dense, noisy, lush",499,3,3.36,4IVYDbl6kEWudawwIDQoLh
472,Equiknoxx,Colón Man,17 November 2017,"Dancehall, Juke","Dub, Wonky","rhythmic, repetitive, instrumental, sampling, dissonant, nocturnal",365,3,3.37,7LxHS4ytb26Ilha9QzxDSK
473,Litku Klemetti,Juna Kainuuseen,13 January 2017,"Indie Pop, Lo-Fi / Slacker Rock","Hypnagogic Pop, Psychedelic Pop, Jangle Pop","female vocals, lo-fi, melodic, summer, bittersweet, sentimental, warm",669,6,3.36,1TmRZVwBjWsMUQP66u0vMa
474,A. Savage,Thawing Dawn,13 October 2017,"Singer-Songwriter, Indie Rock","Alt-Country, Americana","poetic, bittersweet, male vocals, calm, alcohol, melancholic, urban, nocturnal",380,3,3.37,1jmReMlhBKjUB7KXg9Pdxm
475,Zola Jesus,Okovi,8 September 2017,"Darkwave, Art Pop","Neoclassical Darkwave, Post-Industrial, Ethereal Wave","serious, existential, suicide, dark, death, female vocals, introspective, atmospheric","2,050",14,3.34,3xgTnei8Ry6o0VeOYeoZg0
476,Chaz Bundick Meets the Mattson 2,Star Stuff,31 March 2017,"Psychedelic Rock, Neo-Psychedelia","Jam Band, Jazz-Rock","psychedelic, male vocals, warm, melodic, instrumental, lush, space, summer",504,3,3.36,6vP977nYbFtk2USpedKvba
477,Ufomammut,8,22 September 2017,Stoner Metal,"Sludge Metal, Heavy Psych, Space Rock, Doom Metal","ominous, heavy, dark, energetic, dense, noisy",397,3,3.37,3JQb1Dum7c78tkb20XDjc5
478,Luca Bocci,Ahora,28 March 2017,"Bedroom Pop, Indie Pop","Hypnagogic Pop, Singer-Songwriter, Lo-Fi / Slacker Rock","male vocals, poetic, psychedelic, melancholic, warm, philosophical, sparse, bittersweet",360,9,3.36,7pRG0TRcDTxpyi0HwpkImR
479,Jay Som,Everybody Works,10 March 2017,"Indie Rock, Dream Pop","Indie Pop, Shoegaze, Bedroom Pop","mellow, warm, female vocals, melodic, bittersweet, lo-fi, lush, lethargic","2,160",21,3.34,1ZMtgC7o6TGbzwkv5SpThU
480,Hurray for the Riff Raff,The Navigator,10 March 2017,"Folk Rock, Singer-Songwriter, Americana","Alt-Country, Latin Alternative, Tex-Mex","political, passionate, female vocals, concept album, conscious, rebellious, angry, energetic",672,9,3.35,1z8jePJPZ0DEI8n17ZyJiq
481,Johnny Jewel,Windswept,10 May 2017,"Ambient, Synthwave","Dark Jazz, Dream Pop, Ambient Pop","nocturnal, atmospheric, mysterious, sensual, melancholic, ominous, lonely, ethereal",666,4,3.35,6xGIsWBx6Ub5KA2Wujaxbc
482,Ex Deo,The Immortal Wars,24 February 2017,"Melodic Death Metal, Symphonic Metal",,"martial, history, war, male vocals, heavy, aggressive, orchestral, concept album",299,4,3.36,6y44nJTwRz1FbgZRcPodFV
483,Smino,blkswn,14 March 2017,"Alternative R&B, Abstract Hip Hop","Wonky, Neo-Soul","mellow, abstract, playful, rhythmic, quirky, introspective, eclectic, male vocals","1,302",8,3.34,3bTjPEgPzm1XwXsNlMVHhs
484,The Menzingers,After the Party,3 February 2017,Punk Rock,"Pop Punk, Alternative Rock","energetic, male vocals, passionate, melodic, melancholic",882,10,3.33,1nzDVfQopF9YBkpPAfUck3
485,Fief,III,2 November 2017,Dungeon Synth,Neo-Medieval Folk,"fantasy, medieval, instrumental",269,2,3.45,
486,King Gizzard & The Lizard Wizard,Gumboot Soup,29 December 2017,"Psychedelic Rock, Psychedelic Pop","Psychedelic Pop, Jazz-Rock, Neo-Psychedelia, Garage Rock, Heavy Psych","male vocals, psychedelic, warm, uncommon time signatures, playful, surreal, eclectic, microtonal","4,742",20,3.33,5xrEEedgqTCsEifRUvTMjx
487,IDK,IWASVERYBAD,13 October 2017,"Hardcore Hip Hop, Conscious Hip Hop, East Coast Hip Hop","Trap, Contemporary R&B, Neo-Soul, Boom Bap","dark, crime, violence, male vocals, eclectic, atmospheric, urban, introspective","1,400",8,3.34,3erbP57msVasRajCqir1B5
488,Shade Empire,Poetry of the Ill-Minded,30 June 2017,"Melodic Death Metal, Symphonic Black Metal",,"melodic, male vocals, aggressive, dark, sombre, heavy, melancholic",234,1,3.48,70DzseauwTRsxsv7UhLWog
489,Broken Social Scene,Hug of Thunder,7 July 2017,Indie Rock,"Dream Pop, Chamber Pop","warm, melodic, female vocals, dense, male vocals, lush, ethereal, passionate","2,097",21,3.34,4c2yTJuvzWux1vHfbPy2GU
490,Analepsy,Atrocities From Beyond,27 January 2017,Slam Death Metal,Deathcore,"heavy, rhythmic, aggressive, male vocals, death, violence, dark, apocalyptic",481,4,3.34,7A63sbCbaL0T4brzAo1UDi
491,Big Brave,Ardor,15 September 2017,"Drone Metal, Noise Rock, Post-Metal","Atmospheric Sludge Metal, Post-Rock","heavy, noisy, lethargic, female vocals, dark, atmospheric, angry, anxious",331,3,3.36,7F9GqRTn1u9x0sCkWRivRM
492,Cormorant,Diaspora,11 August 2017,"Progressive Metal, Black Metal, Sludge Metal","Atmospheric Black Metal, Melodic Black Metal","male vocals, progressive, heavy, ominous, complex, epic, dark",498,9,3.35,78UYJ2TOSsYp4FyMp3gFFy
493,Daniel Cavanagh,Monochrome,13 October 2017,Art Rock,"Post-Rock, Progressive Rock","peaceful, atmospheric, sentimental, passionate, mellow, ethereal, melodic, melancholic",250,7,3.42,6bnSZbbv8gbjc0Y3yAcFSE
494,Baths,Romaplasm,17 November 2017,"Glitch Pop, Art Pop","Electropop, Synthpop, Glitch Hop","LGBT, fantasy, romantic, lush, male vocals, playful, happy, rhythmic",938,7,3.34,6gCpOKN7YjQWfZdXf3DKYu
495,Slim Guerilla,Blue Light Cemetary 1995,23 January 2017,"Memphis Rap, Southern Hip Hop","Cloud Rap, Gangsta Rap, Horrorcore, Trap","atmospheric, crime, vulgar, sampling, nocturnal, violence, lo-fi, male vocals",419,1,3.36,6OznWwkNqZCltiWoN5Xv2E
496,Robyn Hitchcock,Robyn Hitchcock,21 April 2017,Psychedelic Pop,Power Pop,"psychedelic, male vocals",257,9,3.38,1PxrCS1dD2J2RtIUsc6gep
497,Kreator,Gods of Violence,27 January 2017,Thrash Metal,Melodic Death Metal,"male vocals, violence, energetic, angry, melodic, aggressive, heavy, anthemic","1,366",20,3.32,4YySbln9km5fNhE4NwlC6Q
498,Integrity,"Howling, for the Nightmare Shall Consume",14 July 2017,"Metalcore, Crossover Thrash","D-Beat, Speed Metal","epic, male vocals, aggressive, eclectic",424,5,3.36,0DhMSZBgfiDgyudnQ7kxbU
499,Alex Lahey,I Love You Like a Brother,6 October 2017,"Power Pop, Indie Rock","Indie Pop, Pop Punk","energetic, anthemic, female vocals, passionate, love, melodic, sarcastic, bittersweet",389,6,3.36,5jLLazj9TDV3iyJyiT3mtn
500,Employed to Serve,The Warmth of a Dying Sun,19 May 2017,Metalcore,Mathcore,"self-hatred, female vocals, misanthropic, aggressive",271,2,3.44,5AvHoMHQFAVQ08cPuFLyYY
501,Alan Vega,It,14 July 2017,"Industrial, Power Noise","Spoken Word, Noise","male vocals, repetitive, dark, violence, chaotic, rhythmic, angry, avant-garde",385,10,3.34,1Gd5dKcAET1DS2eDtSS8Km
502,August Burns Red,Phantom Anthem,6 October 2017,Melodic Metalcore,Progressive Metal,"male vocals, energetic, aggressive, heavy, angry, progressive, technical",561,6,3.34,5raPbxzLIp6YJTN5jyyT2f
503,Gesu no Kiwami Otome ゲスの極み乙女,達磨林檎 (Daruma ringo),10 May 2017,"Progressive Pop, J-Rock","Math Rock, Jazz-Rock, Alternative Rock, Jazz Pop","progressive, energetic, urban, playful, male vocals, female vocals, optimistic",375,,3.35,3DzK6xOXAyQ2BTfzD23INm
504,Falls of Rauros,Vigilance Perennial,31 March 2017,Atmospheric Black Metal,"Post-Rock, Dark Folk, Post-Metal","melancholic, atmospheric, male vocals",356,4,3.35,2gcjg5RGSxXOo6XhOawMtb
505,Elvenking,Secrets of the Magick Grimoire,10 November 2017,"Folk Metal, Power Metal",Symphonic Metal,"melodic, male vocals, energetic, pagan, fantasy, uplifting, epic, folklore",217,4,3.53,50jeSor0JCukRq6mCefd1u
506,Woe,Hope Attrition,17 March 2017,Black Metal,Melodic Black Metal,"heavy, death, male vocals, dark, apocalyptic, aggressive",330,3,3.36,5AWt9580JBjlW2f1Qq7pd7
507,Au-Dessus,End of Chapter,19 May 2017,"Atmospheric Black Metal, Atmospheric Sludge Metal",,"complex, male vocals, dissonant, angry, dark, atmospheric, technical, melancholic",363,3,3.35,3EiSIpAiSlyPxK4TlSoTZM
508,Laurel Halo,Dust,23 June 2017,"Electronic, Art Pop, Experimental","Sound Collage, Glitch Pop, IDM, Nu Jazz, Electroacoustic","abstract, surreal, futuristic, atmospheric, eclectic, female vocals, playful, rhythmic","2,263",13,3.32,1hLcoVrolf5uh2coXHf01M
509,Declan McKenna,What Do You Think About the Car?,21 July 2017,"Singer-Songwriter, Indie Rock, Pop Rock","Britpop, Indie Pop, Alt-Pop","political, conscious, LGBT, male vocals, melancholic, melodic, introspective, sarcastic","1,015",6,3.33,3HJiLDJgWA9Z0MvCxlzHYQ
510,Residente,Residente,31 March 2017,"Latin Rap, Art Pop, Experimental Hip Hop","Conscious Hip Hop, Electropop, Tuareg Music","eclectic, rhythmic, conscious, passionate, male vocals, concept album, progressive, poetic",361,5,3.34,6yClcORh3xiP9Gg1aqbvZ9
511,Your Old Droog,Packs,10 March 2017,"East Coast Hip Hop, Hardcore Hip Hop",Boom Bap,"urban, crime, introspective, male vocals, humorous, rhythmic, aggressive, sampling","1,075",10,3.34,7ojhZPBtkio6s3axl5U7Fe
512,The Smith Street Band,More Scared of You Than You Are of Me,7 April 2017,Pop Punk,"Punk Rock, Folk Punk, Emo, Indie Rock","passionate, male vocals, introspective, energetic, breakup, self-hatred, love, bittersweet",554,5,3.34,5FxKrZ8M88ebseP8g27jZk
513,Ondatrópica,Baile Bucanero,10 March 2017,"Cumbia, Latin Jazz, Hispanic American Music","Calypso, Afro-Cuban Jazz, Reggae, Salsa, Vallenato","tropical, summer, rhythmic, warm, male vocals, female vocals, party, uplifting",302,5,3.36,0y7GV4jRQOaWiN4sH0SPW5
514,And So I Watch You From Afar,The Endless Shimmering,20 October 2017,Math Rock,Post-Rock,instrumental,392,2,3.35,5EQ5o0bmdRsKTyBaca3l9r
515,Sinjin Hawke,First Opus,10 May 2017,UK Bass,"Wonky, Footwork, Future Bass, Deconstructed Club","playful, melodic, futuristic, energetic, rhythmic, anthemic, instrumental, party",968,5,3.34,19FFct3GihJy9CKw9BeVFN
516,Styx,The Mission,16 June 2017,"AOR, Pop Rock","Progressive Rock, Progressive Pop","male vocals, concept album, space, science fiction, passionate",274,5,3.35,7wFemlqVIKkRz5I8uo6ukE
517,Polaris,The Mortal Coil,3 November 2017,Metalcore,Djent,"energetic, angry, male vocals, heavy, technical, melodic, passionate, complex",298,3,3.42,1bxVLZDxByhblJftVPTddl
518,Aaron Dilloway,The Gag File,28 April 2017,"Tape Music, Noise, Industrial","Sound Collage, Field Recordings, Dark Ambient","disturbing, ominous, scary, mysterious, sampling, noisy, cryptic, dark",849,4,3.33,43FERg3MhFi3F6G1lyrbo7
519,Accept,The Rise of Chaos,4 August 2017,Heavy Metal,,"heavy, male vocals, triumphant, melodic, anthemic, energetic",580,10,3.34,1kzfP9URLnFFCN3H0mrOFo
520,Avatarium,Hurricanes and Halos,26 May 2017,Heavy Psych,"Doom Metal, Progressive Rock","melodic, psychedelic, female vocals, heavy",398,4,3.34,4zBYCHiWCCVSvwFUJHvtkH
521,EXO,The War,18 July 2017,"K-Pop, Electropop, Contemporary R&B","Contemporary R&B, Dance-Pop, Trap [EDM]","male vocals, energetic, sensual",520,2,3.33,53pJcIJBdlm5rhVhjSnvHn
522,Agusa,Agusa,27 October 2017,Progressive Rock,"Psychedelic Rock, Psychedelic Folk","instrumental, warm, psychedelic, uplifting, progressive, epic",213,2,3.58,7lLq2FODOKfjVhBUIV4R0S
523,Jesca Hoop,Memories Are Now,10 February 2017,"Indie Folk, Singer-Songwriter","Art Pop, Folk Pop","introspective, female vocals, sparse, bittersweet, poetic, conscious, forest, autumn",876,16,3.33,66Ie2OCJrjpAIvwLzb13TM
524,Shizune,"Cheat Death, Live Dead!",19 February 2017,Screamo,"Emoviolence, Post-Hardcore","passionate, male vocals, melodic",336,2,3.35,1NsDHmohN8zyuwruHAjD56
525,Cornelius,Mellow Waves,28 June 2017,"Indietronica, Art Pop, Ambient Pop",Glitch Pop,"peaceful, male vocals, mellow, calm, soothing, melodic, atmospheric",825,11,3.33,5PzCMOayd3xRa4alAdEhgP
526,Benighted,Necrobreed,17 February 2017,"Deathgrind, Brutal Death Metal",,"rhythmic, heavy, male vocals, dense, angry, violence, noisy",429,3,3.34,0HX5KMzfJQsXvdPYDwCJve
527,Baco Exu do Blues,Esú,4 September 2017,"Conscious Hip Hop, Trap","Political Hip Hop, Candomblé Music, Manguebeat, Rap Rock","political, religious, sexual, sampling, angry, male vocals, anxious, conscious",452,2,3.32,11KgjDEaT1YjNUphDDTOzc
528,Polo & Pan,Caravelle,26 May 2017,"Tropical House, Electropop","French Pop, Downtempo, Exotica","tropical, female vocals, mellow, rhythmic, warm, holiday, uplifting, male vocals",315,,3.34,0SuFqlCe5i30Fr75ZlPQVT
529,fluoride,fluoride,7 March 2017,"Grindcore, Powerviolence","Sludge Metal, Emoviolence","female vocals, heavy, chaotic",268,2,3.40,1PlRmYge1Tog0KMsFH1k9d
530,How to Disappear Completely,Mer de Revs II,28 July 2017,"Ambient, Drone",,"ethereal, atmospheric, sparse, repetitive, nocturnal, concept album, hypnotic",404,,3.34,2KyzP4AMWeloggijHVdAjQ
531,Rex Orange County,Apricot Princess,26 April 2017,"Bedroom Pop, Contemporary R&B, Alt-Pop","Smooth Soul, Pop Soul","melodic, melancholic, romantic, love, male vocals, lonely, summer, bittersweet","2,568",17,3.30,2NBVxjZcbH5H1N1Ab2ExDH
532,'68,Two Parts Viper,2 June 2017,Noise Rock,"Post-Hardcore, Garage Rock","passionate, male vocals, energetic, noisy",463,2,3.34,0xu0FA4siMz1DSie54xqJ2
533,Dan Terminus,Automated Refrains,10 November 2017,"Darksynth, Synthwave",Electro-Industrial,"futuristic, dense, surreal, atmospheric, instrumental, complex, nocturnal",244,2,3.48,
534,The Clientele,Music for the Age of Miracles,22 September 2017,Indie Pop,"Chamber Pop, Dream Pop","soft, pastoral, poetic, lush, male vocals, chamber music, peaceful, winter",468,2,3.33,31EbfO1n9u8HTYgRPFBHa5
535,Tomberlin,At Weddings,1 September 2017,"Singer-Songwriter, Indie Folk","Ambient, Slowcore, Ambient Pop, Psychedelic Folk","introspective, melancholic, sparse, love, bittersweet, soft, longing, breakup",428,5,3.34,1v55LXxVAFvFV02xGMImwP
536,Forteresse,Récits patriotiques,18 March 2017,Atmospheric Black Metal,,"patriotic, male vocals, atmospheric, winter, energetic, nationalism",249,1,3.50,
537,Circa Survive,The Amulet,22 September 2017,Alternative Rock,"Post-Hardcore, Progressive Rock, Emo","lush, male vocals, melodic, melancholic, passionate, energetic, progressive, androgynous vocals",497,3,3.33,48ok3WQGzGGOxzDmq7bzKf
538,Kettenkarussell,Insecurity Guard,15 May 2017,"Ambient House, Deep House","Microhouse, Ambient Techno","abstract, warm, calm, atmospheric, autumn, rhythmic, hypnotic, instrumental",407,5,3.34,
539,Propagandhi,Victory Lap,29 September 2017,Melodic Hardcore,Progressive Metal,"political, melancholic, angry, male vocals, pessimistic, energetic, anxious, melodic",361,4,3.34,01lJjCxlvrddTRzIbtKHmP
540,Old Sorcery,Realms of Magickal Sorrow,12 September 2017,Dungeon Synth,Progressive Electronic,"ominous, melodic, atmospheric, instrumental, fantasy, melancholic, mysterious, cold",269,2,3.44,26SEv2UKQeriTEJc4svwYL
541,Electric Moon,Stardust Rituals,7 April 2017,Psychedelic Rock,"Space Rock, Jam Band, Krautrock","hypnotic, spiritual, energetic, warm, psychedelic",207,3,3.55,34ukMKRX1gEd30rCSGbbnX
542,Dumal,The Lesser God,2 January 2017,Black Metal,Melodic Black Metal,male vocals,437,2,3.33,4Js8avmmdwYU1FQ14pwgZB
543,Brother Ali,All the Beauty in This Whole Life,5 May 2017,Conscious Hip Hop,Political Hip Hop,"conscious, male vocals",385,6,3.34,0gFBkSVG8rDireG2Y9JaqI
544,Dale Cooper Quartet & the Dictaphones,Astrild Astrild,2 June 2017,"Dark Ambient, Dark Jazz","Drone, Field Recordings","sombre, dark, mysterious, nocturnal, melancholic, male vocals, atmospheric, hypnotic",273,1,3.38,7Eth3v06wWMSykySOOfE4C
545,Impetuous Ritual,Blight Upon Martyred Sentience,16 June 2017,Death Metal,"Death Doom Metal, Black Metal","dissonant, scary, ominous, chaotic, dark, Wall of Sound, aggressive, atmospheric",322,,3.33,74KuFi8RmoxAIERCvpg4DW
546,Moon Diagrams,Lifetime of Love,30 June 2017,"Ambient Techno, Deep House, Ambient House","Outsider House, Ambient Pop, Hypnagogic Pop","hypnotic, atmospheric, sampling, warm, nocturnal, abstract, male vocals, longing",298,3,3.34,4wsbC9CxhSPDiqJxOs6Cbw
547,Oddisee,The Iceberg,24 February 2017,"Conscious Hip Hop, East Coast Hip Hop","Jazz Rap, House","sampling, male vocals, conscious",831,7,3.33,2dEkjiUBO6Z2aeolcJ7sCy
548,Overkill,The Grinding Wheel,10 February 2017,Thrash Metal,Heavy Metal,"male vocals, aggressive, heavy, energetic, passionate, boastful, patriotic, rebellious",754,9,3.32,2ipM355Ls9KXvq3Xo5MwQG
549,Electric Specter 電妖怪,Arctic Circuitry,28 April 2017,Vaporwave,"Glitch, Hypnagogic Pop, Hardvapour, Video Game Music, IDM","cold, winter, energetic, sampling, instrumental, apocalyptic, lonely, manic",247,7,3.49,
550,Jens Lekman,Life Will See You Now,17 February 2017,"Indie Pop, Singer-Songwriter","Synthpop, Chamber Pop, Balearic Beat, Twee Pop","male vocals, playful, existential, bittersweet, romantic, melodic, introspective, warm","1,999",25,3.30,1hXSxD7wpxEHXiLkk69EaQ
551,Emily A. Sprague,Water Memory,21 December 2017,Ambient,"Drone, Minimalism","calm, repetitive, soothing, minimalistic, peaceful, nature, soft, melodic",248,2,3.44,7GFnprDHbH3BkxjCiOH0k6
552,Kevin Morby,City Music,16 June 2017,"Singer-Songwriter, Indie Rock, Folk Rock",Psychedelic Folk,"male vocals, peaceful, warm, lethargic, soft",779,10,3.32,2vBwQxoey9MJ7CApSpGya9
553,Gary Numan,Savage (Songs From a Broken World),15 September 2017,"Industrial Rock, Electro-Industrial","Darkwave, Gothic Rock","dark, male vocals, apocalyptic, futuristic, desert, concept album, atmospheric, melancholic",373,10,3.33,2d98ICB4Uin8lszUnnCwxo
554,The Chasm,A Conscious Creation From the Isolated Domain: Phase I,22 September 2017,"Progressive Metal, Death Metal",Melodic Death Metal,"instrumental, progressive, epic, melancholic, melodic, triumphant, dissonant, uncommon time signatures",273,3,3.39,2Mv2JRJbAr5f8aeD6hWG7R
555,Björk,Utopia,24 November 2017,"Art Pop, Glitch Pop","Ambient Pop, Folktronica, Birdsong, Deconstructed Club","ethereal, female vocals, love, lush, nature, peaceful, atmospheric, passionate","7,443",86,3.27,037hz3oZyrgcJOheyhPMnC
556,Roger Waters,Is This the Life We Really Want?,2 June 2017,Art Rock,"Progressive Rock, Symphonic Rock","atmospheric, dark, political, war, conscious, philosophical, sombre, poetic","2,068",42,3.29,2XhQwji1ixgjca0XzkiTek
557,Marika Hackman,I'm Not Your Man,2 June 2017,"Indie Rock, Singer-Songwriter","Indie Folk, Alternative Rock","LGBT, female vocals, melodic, lush, noisy, bittersweet",760,10,3.32,2Jkylu8bVA6naEwwVKuG0o
558,Diablo Swing Orchestra,Pacifisticuffs,8 December 2017,Avant-Garde Metal,"Symphonic Metal, Big Band, Progressive Metal","eclectic, female vocals, melodic, abstract, energetic, playful, male vocals, epic",539,6,3.31,6VesKYf187PLb4kZSaVIZ8
559,DJ Python,Dulce compañia,25 September 2017,"Ambient House, Deep House",Reggaetón,"repetitive, hypnotic, rhythmic, warm, lush, atmosphere, instrumental, atmospheric",497,1,3.32,2YATBIuFHzwSZOfHcEG2Ns
560,Bill Orcutt,Bill Orcutt,30 June 2017,"American Primitivism, Free Improvisation",Blues,"lo-fi, improvisation, avant-garde, dissonant, instrumental",397,6,3.32,7x3w40DpxBTBin8KWyrA9I
561,Mors Principium Est,Embers of a Dying World,10 February 2017,Melodic Death Metal,Symphonic Metal,"male vocals, anti-religious, introspective, death, aggressive, melodic",475,4,3.32,66ZuUd39EVa3fRxXSH1cma
562,No Faith,Forced Subservience,5 May 2017,Powerviolence,"Noise, Sludge Metal, Power Electronics","noisy, uncommon time signatures, existential, anxious, rebellious, philosophical, heavy, alienation",216,5,3.56,7llEdoIX1LUXYswCmW4pGb
563,"Anouar Brahem, Dave Holland, Jack DeJohnette & Django Bates",Blue Maqams,13 October 2017,"Arabic Jazz, ECM Style Jazz","Chamber Jazz, Modal Jazz","acoustic, instrumental, soothing, calm, improvisation, melodic",226,3,3.55,3G0UgD5jjf2pcwDH1fN5xK
564,Pile,A Hairshirt of Purpose,31 March 2017,Indie Rock,Post-Hardcore,"lonely, atmospheric, male vocals, cold",571,3,3.32,
565,Ulsect,Ulsect,12 May 2017,"Technical Death Metal, Black Metal, Dissonant Death Metal","Atmospheric Sludge Metal, Avant-Garde Metal","dissonant, technical, dark, aggressive, male vocals, complex, heavy, dense",475,4,3.32,2GtBc5WwQVoeYL7wBLGz6B
566,Hot Mulligan,Opportunities,31 March 2017,Emo,"Pop Punk, Midwest Emo","anxious, male vocals, melodic, passionate",248,3,3.54,6lbyiXItjeELbxJSTfEG4g
567,Dälek,Endangered Philosophies,1 September 2017,"Industrial Hip Hop, Abstract Hip Hop, East Coast Hip Hop","Political Hip Hop, Dark Ambient","atmospheric, dense, noisy, abstract, poetic, male vocals, conscious, rhythmic","1,041",11,3.31,6N4nXYj5uUocB3Wj4xeMY3
568,Organ Tapes,Into One Name,30 December 2017,"Alternative R&B, Ambient Pop, Electronic","Dancehall, Cloud Rap, Deconstructed Club, UK Bass, Emo Rap","melancholic, winter, melodic, ethereal, lush, male vocals, cold, nocturnal",527,5,3.30,2bcM1YOwkFrknhVsHEvPqW
569,Shpongle,Codex VI,23 October 2017,Psybient,"Progressive Psytrance, Dub","psychedelic, atmospheric, rhythmic, tribal, playful, party, drugs, summer",314,9,3.33,49TbbgPIGwnroFSI84jk60
570,Meat Wave,The Incessant,17 February 2017,"Garage Punk, Post-Hardcore",Noise Rock,"noisy, energetic, male vocals, repetitive, raw",290,5,3.32,0IISV3gZa1q5qv8AtdcG7q
571,Demen,Nektyr,19 May 2017,"Ethereal Wave, Ambient Pop","Dream Pop, Dark Ambient","sombre, ethereal, mysterious, dark, atmospheric, female vocals, melancholic, hypnotic",313,1,3.33,2w5k3iZlzd8vU89Q1aOA77
572,Mchy i Porøsty,Hypnagogic Polish Music for Teenage Mutants,9 January 2017,Ambient,"Tape Music, Field Recordings, Drone, Musique concrète","surreal, lo-fi, dense, sampling",301,1,3.33,1xERDhn38X82sQJybuZGDR
573,Wintersun,The Forest Seasons,21 July 2017,Melodic Death Metal,"Symphonic Metal, Melodic Black Metal, Power Metal, Folk Metal","epic, male vocals, melodic, complex, forest, concept album, nature, dark",804,18,3.27,2AC8ZCFWJmkLP6pkBWNhdn
574,Leyland Kirby,"We, So Tired of All the Darkness in Our Lives",28 September 2017,Ambient,Post-Rock,"atmospheric, instrumental, lethargic, meditative, ethereal, repetitive, nocturnal, hypnotic",267,3,3.38,
575,Orb,Naturality,6 October 2017,Heavy Psych,Traditional Doom Metal,"heavy, cryptic, hypnotic, dark, male vocals",249,1,3.48,7beouXGX1VHM0hBr5E6KtM
576,Selbst,Selbst,5 June 2017,Black Metal,,"heavy, dark, melancholic, melodic, sombre, ethereal, male vocals",226,3,3.58,0KltYpHSPumKPq1gUn0VYR
577,Los Planetas,Zona temporalmente autónoma,24 March 2017,"Dream Pop, Indie Rock","Neo-Psychedelia, Flamenco nuevo, Space Rock Revival, Post-Rock","political, atmospheric, mellow, breakup, poetic, male vocals, passionate, romantic",478,7,3.31,1khQHoHWfemMaJpmxCMaqJ
578,Princess Nokia,1992 Deluxe,8 September 2017,"East Coast Hip Hop, Trap",Boom Bap,"urban, playful, introspective, boastful, female vocals, vulgar, rebellious, aggressive","2,447",6,3.29,0HDrblLFAsyyytu3xKtbnL
579,Mach-Hommy & Tha God Fahim,Dollar Menu 3: Dump Gawd Edition,6 July 2017,"East Coast Hip Hop, Hardcore Hip Hop",Boom Bap,,262,2,3.65,
580,Luedji Luna,Um corpo no mundo,27 October 2017,"Afoxé, MPB","Candomblé Music, Neo-Soul, Afro-Jazz","female vocals, conscious, mellow, political, warm, soothing",193,,3.71,3PH6R6Ah2YfJeufrRYREZ4
581,Kairon; IRSE!,Ruination,3 February 2017,"Space Rock, Progressive Rock, Psychedelic Rock","Shoegaze, Heavy Psych","psychedelic, progressive, dense, male vocals, space, ethereal","1,190",12,3.30,4BK3y0c0JWVFU9dcC6uwHu
582,Piernikowski,No Fun,27 April 2017,"Minimal Synth, Experimental Hip Hop","Sequencer & Tracker, Dungeon Synth, Darkwave","deadpan, male vocals, minimalistic, urban, introspective, melancholic, dark, nocturnal",465,2,3.28,2afvBPJX8Jsw5jMMNJv6fZ
583,The Flight of Sleipnir,Skadi,20 January 2017,Doom Metal,"Psychedelic Folk, Atmospheric Black Metal, Stoner Metal","epic, ethereal, melancholic, mellow, male vocals",319,5,3.32,1pmCC3WVzkJSYzGg45zbyF
584,Chad VanGaalen,Light Information,8 September 2017,"Indie Rock, Indie Pop","Psychedelic Pop, Garage Rock, Indie Folk","alienation, psychedelic, science fiction, abstract, playful, passionate, male vocals, lo-fi",282,1,3.33,7BjgOR0NuaRpDmwaVlCwrK
585,Triumvir Foul,Spiritual Bloodshed,17 May 2017,Death Metal,"Black Metal, War Metal","dark, heavy, aggressive, dense, occult, misanthropic, death, mythology",279,,3.41,6xQDxPkK8r0O1aibe2JQoc
586,The Murlocs,Old Locomotive,28 July 2017,Garage Rock,Psychedelic Rock,"lo-fi, melodic, psychedelic, male vocals",307,2,3.32,4qPNJWSfQwQK1hTizW1w2U
587,Sunless,Urraca,24 February 2017,"Technical Death Metal, Dissonant Death Metal",Avant-Garde Metal,"technical, dissonant, uncommon time signatures, male vocals, abstract, progressive, heavy, occult",318,3,3.32,3crcPJqvoZPwDPbwRsDzma
588,The Heliocentrics,A World of Masks,26 May 2017,"Jazz Fusion, Jazz-Funk","Krautrock, Spiritual Jazz, Psychedelic Rock","hypnotic, psychedelic, atmospheric, female vocals, space, rhythmic, tribal, nocturnal",296,6,3.32,0VzO0ogLo4QOVPCpiJITZA
589,Pillorian,Obsidian Arc,10 March 2017,Black Metal,"Atmospheric Black Metal, Dark Folk","melancholic, sombre, atmospheric, dark, cold, depressive, male vocals",682,13,3.30,6TU6SitNE1kA0ai313FAnD
590,Weregoat,Pestilential Rites of Infernal Fornication,5 May 2017,War Metal,,"infernal, satanic, heavy, sexual, vulgar, aggressive, male vocals, hateful",248,2,3.45,
