position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
11,Giles Corey,Giles Corey,30 April 2011,"Slowcore, Singer-Songwriter, Contemporary Folk","Avant-Folk, Dark Folk, Lo-Fi / Slacker Rock","depressive, suicide, sombre, lonely, dark, lo-fi, death, self-hatred","10,022",77,3.77,55U9LPwlaFmsgOsLyJnrmu
12,wowaka,アンハッピーリフレイン (Unhappy Refrain),18 May 2011,"J-Rock, Pop Rock","Post-Hardcore, Math Rock, Alternative Rock","melancholic, bittersweet, chaotic, sarcastic, female vocals, passionate, energetic, noisy",850,12,3.80,
13,Bomb the Music Industry!,Vacation,26 July 2011,"Indie Rock, Punk Rock","Pop Punk, Power Pop, Synth Punk","passionate, summer, melodic, bittersweet, energetic, melancholic, sarcastic, alcohol","1,846",21,3.79,2JSyzRorOlJzUS4FqWkaBt
14,Koji Kondo 近藤浩治,The Legend of Zelda: 25th Anniversary Special Orchestra CD,23 November 2011,"Video Game Music, Orchestral, Cinematic Classical",,"instrumental, orchestral, epic, bittersweet, melodic, soothing, passionate, medley",545,13,3.80,
15,The Roots,undun,6 December 2011,"East Coast Hip Hop, Conscious Hip Hop","Modern Classical, Boom Bap","concept album, crime, melancholic, male vocals, philosophical, death, existential, introspective","4,906",66,3.76,5UQo0dIJc9nfkt2HWd2GCp
16,Elder,Dead Roots Stirring,10 October 2011,Stoner Metal,"Doom Metal, Psychedelic Rock, Stoner Rock","heavy, male vocals, psychedelic, dense, rhythmic, technical, epic, uplifting","2,791",25,3.76,4N5iqXMXJUZMUzhxDqYQxp
17,Destroyer,Kaputt,25 January 2011,"Sophisti-Pop, Art Pop","Indie Pop, Ambient Pop","lush, poetic, soft, mellow, bittersweet, cryptic, melodic, nocturnal","8,311",138,3.72,4WtvNVR7QeHUZGtHth9zND
18,Leprous,Bilateral,22 August 2011,Progressive Metal,Avant-Garde Metal,"complex, male vocals, technical, introspective, melodic, uncommon time signatures, epic, heavy","2,306",50,3.73,6BA8AsaJWZ4HfoaDZC67tZ
19,La Dispute,Wildlife,4 October 2011,Post-Hardcore,"Screamo, Emo, Poetry","passionate, death, poetic, anxious, serious, concept album, sad, introspective","4,477",58,3.72,3UhrWFsSl3c0vGyuwf9CQZ
20,The Caretaker,An Empty Bliss Beyond This World,6 June 2011,"Turntable Music, Ambient","British Dance Band, Plunderphonics, Dixieland","melancholic, lonely, atmospheric, sampling, instrumental, mellow, mysterious, lo-fi","8,855",98,3.69,
21,Colin Stetson,New History Warfare Vol. 2: Judges,22 February 2011,"Post-Minimalism, Experimental","Spoken Word, Minimalism, Avant-Garde Jazz","ominous, mysterious, technical, dark, sombre, dissonant, hypnotic, surreal","3,917",74,3.72,78lkl1creFzx7oBXdiT1mI
22,ROME,Die Æsthetik der Herrschaftsfreiheit,11 November 2011,Neofolk,"Martial Industrial, Spoken Word, Ambient","history, anarchism, political, martial, philosophical, war, melancholic, ominous","1,230",25,3.72,3fOmbG5CtGF038WI9YgppV
23,Shabazz Palaces,Black Up,28 June 2011,"Experimental Hip Hop, Abstract Hip Hop","Conscious Hip Hop, Glitch Hop, Wonky","surreal, mysterious, nocturnal, hypnotic, dark, atmospheric, male vocals, spiritual","7,587",84,3.69,7BivjtZDPMhWSyCPCt7rau
24,Vektor,Outer Isolation,22 November 2011,Technical Thrash Metal,"Progressive Metal, Black Metal","science fiction, complex, technical, energetic, uncommon time signatures, male vocals, space, futuristic","3,654",65,3.70,1KzsSFzRO8903u1XTyEi8U
25,Ramshackle Glory,Live the Dream,3 June 2011,Folk Punk,"Anarcho-Punk, Singer-Songwriter, Anti-Folk","anarchism, anxious, drugs, alcohol, rebellious, passionate, bittersweet, suicide","1,077",7,3.71,6LoWh2KXtS4sVhFLgeT7Yo
26,Kendrick Lamar,Section.80,2 July 2011,"West Coast Hip Hop, Conscious Hip Hop","Jazz Rap, Neo-Soul","urban, conscious, political, male vocals, rhythmic, concept album, introspective, mellow","21,773",106,3.64,1bkN9nIkkCnXeG4yitVS1J
27,Death Toll 80k,Harsh Realities,8 July 2011,Grindcore,,"aggressive, heavy, male vocals, raw, energetic, dense, hateful, political",728,7,3.72,220aUJU1oYiAEIBBXSW3Ux
28,St. Vincent,Strange Mercy,13 September 2011,"Art Pop, Indie Pop, Art Rock","Noise Pop, Progressive Pop, Indie Rock","lush, female vocals, anxious, melodic, noisy, quirky, sensual, bittersweet","9,020",106,3.67,1Lci4bx7JIuCC8pnBNX7ds
29,Thy Catafalque,Rengeteg,11 November 2011,"Progressive Metal, Avant-Garde Metal","Black Metal, Electronic, Industrial Metal, Folk Metal, Hungarian Folk Music","progressive, atmospheric, male vocals, nature, forest, melodic, epic, poetic","1,585",33,3.70,6k6MoN1jPNXJbk5a1G8CkN
30,Ulcerate,The Destroyers of All,25 January 2011,"Technical Death Metal, Dissonant Death Metal, Atmospheric Sludge Metal",,"atmospheric, technical, complex, sombre, dissonant, ominous, heavy, male vocals","2,086",42,3.69,478Px1irXROQF5tleOq5WG
31,Dir en Grey,Dum Spiro Spero,9 August 2011,"Progressive Metal, Avant-Garde Metal","Alternative Metal, Deathcore, Doom Metal","heavy, technical, progressive, atmospheric, aggressive, male vocals, dense, ominous",982,15,3.68,3nYeQowa4lpLTZNg0cmd6j
32,CunninLynguists,Oneirology,22 March 2011,"Southern Hip Hop, Conscious Hip Hop","Boom Bap, Cloud Rap","lush, nocturnal, atmospheric, melancholic, concept album, urban, sexual, male vocals","3,377",63,3.68,276GJQROaVFWuxjiVe0qG4
33,Haken,Visions,25 October 2011,"Progressive Metal, Progressive Rock","Symphonic Metal, Symphonic Prog","male vocals, epic, melodic, complex, concept album, technical, heavy, progressive","1,559",32,3.67,1S4j3gaVtQGvZciLp8z2do
34,Graham Lambkin,Amateur Doubles,2011,"Tape Music, Sound Collage, Musique concrète","Field Recordings, Progressive Electronic","atmospheric, meditative, surreal, sampling, mysterious, lethargic, ethereal, sombre","1,063",6,3.68,5LL2fr3YR3j528nBHFUi4e
35,Esoteric,Paragon of Dissonance,11 November 2011,Funeral Doom Metal,Death Doom Metal,"melancholic, atmospheric, sombre, ominous, epic, depressive, dense, male vocals",977,28,3.66,4PdxNSFleHsEJEUTxgKpI0
36,Emperor X,Western Teleport,4 October 2011,"Singer-Songwriter, Indie Pop, Indie Rock","Indietronica, Lo-Fi / Slacker Rock, Folk Punk, Indie Folk","abstract, melodic, passionate, lo-fi, warm, urban, bittersweet, male vocals",539,4,3.69,7upxNyYLY1OHhh9frxdZcj
37,Big K.R.I.T.,Return of 4eva,28 March 2011,"Southern Hip Hop, Dirty South, Conscious Hip Hop",Jazz Rap,"conscious, rhythmic, introspective, uplifting, party, boastful, male vocals, optimistic","2,718",54,3.66,2GeLyxVyq4FiITerQoT1IY
38,Metá Metá,Metá Metá,17 May 2011,"MPB, Vanguarda paulista","Choro, Samba-jazz, Candomblé Music","female vocals, male vocals, rhythmic, mellow, melodic, playful, bittersweet, lush",845,3,3.68,3tG1dYsn5bdYkBocxP9OXl
39,Thee Oh Sees,Carrion Crawler / The Dream EP,8 November 2011,"Garage Punk, Psychedelic Rock",Noise Rock,"energetic, psychedelic, raw, manic, rhythmic, repetitive, male vocals, quirky","2,896",35,3.66,7JC1vAUtlOwe8AJ3hLmr91
40,Uncle Acid & The Deadbeats,Blood Lust,27 May 2011,"Heavy Psych, Traditional Doom Metal","Stoner Rock, Psychedelic Rock","occult, psychedelic, raw, hypnotic, heavy, nocturnal, Halloween, atmospheric","3,420",44,3.65,3nGKNhRZwE0u0GkGSps8C8
41,Steven Wilson,Grace for Drowning,26 September 2011,Progressive Rock,"Jazz-Rock, Art Rock","sombre, dark, eclectic, mysterious, epic, progressive, atmospheric, male vocals","3,316",78,3.64,44uwH9ASkm1MStvYdDdTDn
42,Lamp,東京ユウトピア通信 (Tokyo Utopia Tsushin),9 February 2011,"Shibuya-kei, Jazz Pop","Lounge, Sophisti-Pop","female vocals, lush, soft, male vocals, melodic, progressive, urban, passionate",599,1,3.68,1lzCotlCIrD53CTs7rUdrT
43,Septicflesh,The Great Mass,18 April 2011,"Symphonic Metal, Death Metal",Melodic Death Metal,"epic, heavy, dark, melodic, mythology, male vocals, atmospheric, orchestral","1,830",43,3.64,3qZLD1Ncrt09h9lEvj3qC7
44,Moonsorrow,Varjoina kuljemme kuolleiden maassa,23 February 2011,Folk Metal,"Black Metal, Progressive Metal, Viking Metal","epic, melancholic, male vocals, concept album, cold, apocalyptic, winter, passionate","1,426",49,3.65,0QHWnMihvKlZQtOirVldrj
45,Sólstafir,Svartir Sandar,14 October 2011,"Post-Metal, Atmospheric Sludge Metal","Post-Rock, Progressive Metal","atmospheric, melancholic, passionate, cold, progressive, noisy, pagan, male vocals","1,473",14,3.65,6F2tCttIOIJzvlK4f6SE40
46,Joyce Manor,Joyce Manor,8 February 2011,"Pop Punk, Emo-Pop",Emo,"passionate, male vocals, breakup, energetic, anxious, angry, raw, sarcastic","3,840",35,3.64,13Q0AfGNq7GwUXGeUwWViH
47,Graveyard,Hisingen Blues,25 March 2011,Hard Rock,"Blues Rock, Heavy Psych","energetic, melodic, mellow, male vocals, passionate, psychedelic, longing, melancholic","1,796",44,3.65,5n29feipZlLE3em5mhED9I
48,Bon Iver,"Bon Iver, Bon Iver",21 June 2011,"Indie Folk, Art Pop","Chamber Folk, Singer-Songwriter","lush, melodic, melancholic, mellow, poetic, introspective, atmospheric, male vocals","13,461",176,3.58,1JlvIsP2f6ckoa62aN7kLn
49,Phideaux,Snowtorch,21 March 2011,"Progressive Rock, Symphonic Prog",,"progressive, male vocals, female vocals, epic, concept album, introspective, melancholic, melodic",485,16,3.65,7byEsIGUm1YZq0sPYkZDDA
50,Arch / Matheos,Sympathetic Resonance,13 September 2011,Progressive Metal,,"uncommon time signatures, male vocals, melancholic, technical, complex, energetic, passionate, dense",572,32,3.65,15Tdi5VKf04tYGB4WpGEPx
51,Of the Wand and the Moon,The Lone Descent,16 September 2011,Neofolk,Chamber Folk,"lonely, longing, bittersweet, lush, melancholic, melodic, sombre, atmospheric",902,10,3.65,4XwFqL99ymbbaoQtrouhRq
52,The Trio Project,Voice,7 June 2011,Jazz Fusion,Post-Bop,"instrumental, rhythmic, technical, uplifting, energetic, uncommon time signatures, progressive, epic",361,9,3.67,1LeBjxguhl0sNpmJSc4aKu
53,SubRosa,No Help for the Mighty Ones,1 March 2011,Doom Metal,Stoner Metal,"atmospheric, heavy, female vocals, sombre, depressive, hypnotic, apocalyptic, dark",932,7,3.64,3mYNFe9G85URf09SmoX2sB
54,Tom Waits,Bad as Me,24 October 2011,"Singer-Songwriter, Experimental Rock","Blues Rock, Dark Cabaret","manic, male vocals, eclectic, war, energetic, disturbing, death, angry","4,757",122,3.61,5kngzyNwERbKiQDvVwsgMt
55,A Winged Victory for the Sullen,A Winged Victory for the Sullen,12 September 2011,"Ambient, Modern Classical","Minimalism, Drone","soothing, melancholic, instrumental, atmospheric, mellow, calm, ethereal, peaceful","3,477",44,3.62,6vygseD1InhHomosteUnPU
56,Grouper,A I A: Dream Loss,11 April 2011,"Ambient, Drone",Dream Pop,"melancholic, hypnotic, ethereal, atmospheric, female vocals, nocturnal, mysterious, lo-fi","3,173",12,3.63,5l4dgQzaAkmbTpueLhSR3q
57,Riot,Immortal Soul,28 October 2011,"Heavy Metal, US Power Metal","Power Metal, Speed Metal","anthemic, rebellious, male vocals, energetic, melodic",413,12,3.66,
58,Mournful Congregation,The Book of Kings,1 November 2011,Funeral Doom Metal,"Death Doom Metal, Dark Folk","funereal, sombre, melancholic, depressive, heavy, cold, epic, male vocals",439,5,3.64,2oBU0EwjUPfClYR3Fph6wW
59,The Doppelgangaz,Lone Sharks,28 June 2011,"East Coast Hip Hop, Boom Bap","Instrumental Hip Hop, Abstract Hip Hop, Jazz Rap","rhythmic, mellow, nocturnal, dark, sombre, male vocals, atmospheric, boastful",499,6,3.65,2XVr4Rgv4ecrxGAllUthJ3
60,Charles Bradley,No Time for Dreaming,25 January 2011,"Soul, Deep Soul","Funk, Southern Soul","love, passionate, introspective, urban, sentimental, male vocals, bittersweet","1,265",27,3.64,1voX114Nwj9pSaXJ3xtXgb
61,Wobbler,Rites at Dawn,16 May 2011,"Symphonic Prog, Progressive Rock",,"male vocals, medieval, epic, progressive, playful, cryptic, uplifting, lush",480,19,3.65,4ag04TSgrKVhOmxfg4eysC
62,Woods of Desolation,Torn Beyond Reason,25 February 2011,"Blackgaze, Atmospheric Black Metal",Post-Rock,"melodic, melancholic, passionate, bittersweet, sad, atmospheric, cold, winter","1,994",26,3.62,2S1ABy8JZbXr1KfccNftLn
63,Primordial,Redemption at the Puritan's Hand,26 April 2011,Folk Metal,"Black Metal, Pagan Black Metal","passionate, male vocals, pagan, melodic, atmospheric, dark, heavy, history","1,243",23,3.62,0o0Fa3wlmuE90VykDyQB4Y
64,The Dear Hunter,The Color Spectrum: The Complete Collection,14 June 2011,"Alternative Rock, Indie Rock, Art Rock","Electronic, Post-Hardcore, Progressive Rock, Experimental Rock, Pop Rock","concept album, melodic, introspective, eclectic, passionate, energetic, atmospheric, male vocals","1,078",30,3.61,4Ron8ulsxWpdR6eM0biy6y
65,Sandwell District,Sandwell District,18 April 2011,Minimal Techno,"Industrial Techno, Ambient Techno, Dub Techno","instrumental, atmospheric, cold, dark, minimalistic, rhythmic, repetitive, nocturnal",620,6,3.64,
66,Tenhi,Saivo,2 December 2011,Dark Folk,"Nordic Folk Music, Progressive Folk","dark, cold, progressive, poetic, atmospheric, nature, sparse, melancholic",939,23,3.62,2Rs3pTHNyWnhpciRsq3IA5
67,Bill Callahan,Apocalypse,5 April 2011,"Singer-Songwriter, Contemporary Folk, Americana","Alt-Country, Folk Rock","male vocals, cryptic, apocalyptic, political, existential, nature, mythology, philosophical","2,481",28,3.62,4RBHgVw8kR6IpXVnZhZrh0
68,Nicolás Jaar,Space Is Only Noise,14 February 2011,Electronic,"Ambient House, Downtempo, Ambient Pop","atmospheric, melancholic, mysterious, rain, mellow, urban, aquatic, nocturnal","6,771",58,3.59,0tUJcqDuXHNkaPKLN0lQhT
69,Devin Townsend Project,Deconstruction,20 June 2011,"Progressive Metal, Avant-Garde Metal","Symphonic Metal, Death Metal, Electronic","technical, philosophical, heavy, satirical, manic, male vocals, epic, chaotic","2,263",73,3.59,2Uu8pZ7taZA5LEAhCxerJM
70,Discipline,To Shatter All Accord,18 October 2011,Progressive Rock,Symphonic Prog,male vocals,303,8,3.63,64zgB5WmI4EEFvaleoK9xz
71,Galneryus,Phoenix Rising,5 October 2011,"Power Metal, Progressive Metal","Neoclassical Metal, Symphonic Metal","melodic, male vocals, energetic, triumphant, epic",301,7,3.63,3fqyaeMrWruHX51BwBCIed
72,Criolo,Nó na orelha,25 April 2011,"Hip Hop, MPB","Samba, Afrobeat, Reggae, Downtempo, Latin Soul","male vocals, eclectic, conscious, sampling",688,9,3.61,3oL5FSpKnbggIbBbL9hLtb
73,[unknown artist],[untitled],26 September 2011,"Atmospheric Black Metal, Black Ambient",Dark Ambient,"lo-fi, atmospheric, noisy, apocalyptic, sad, ominous, space",462,5,3.63,
74,Meth Drinker,Meth Drinker,April 2011,"Sludge Metal, Doom Metal",Doom Metal,"heavy, dark, aggressive, nihilistic, misanthropic, drugs, angry, raw",421,5,3.63,
75,Passo Torto,Passo Torto,8 November 2011,"Vanguarda paulista, Samba, MPB",Chamber Folk,"mellow, male vocals, minimalistic, urban, nocturnal, melodic, sombre, technical",465,2,3.63,7qUexsDzpshr9x0aD43f6j
76,Richard Dawson,The Magic Bridge,5 October 2011,"Avant-Folk, Singer-Songwriter","Progressive Folk, American Primitivism","melancholic, introspective, lonely, raw, death, poetic, lo-fi, meditative",750,7,3.61,6uOii9cGMf6DO4poRgzsA5
77,John Maus,We Must Become the Pitiless Censors of Ourselves,27 June 2011,"Synthpop, Hypnagogic Pop","Post-Punk, Coldwave","hypnotic, nocturnal, cold, melancholic, male vocals, dark, atmospheric, philosophical","6,189",68,3.57,2vVA27QZ0iEJlIvrAxiFqq
78,Midnight,Satanic Royalty,8 November 2011,"Speed Metal, Heavy Metal, Black 'n' Roll","Thrash Metal, Black 'n' Roll","energetic, melodic, violence, satanic, rebellious, male vocals, ritualistic, sexual","1,039",11,3.61,7qSN7RBVuCxlTJDazwS0fO
79,The Field,Looping State of Mind,10 October 2011,Minimal Techno,"Ambient Techno, Tech House, Progressive House","repetitive, hypnotic, sampling, warm, dense, peaceful, atmospheric, rhythmic","2,649",32,3.60,3fASgexUtIr2a7jAGaIeNP
80,Auktyon АукцЫон,Юла,7 October 2011,"Art Rock, Avant-Folk, Jazz-Rock",Avant-Garde Jazz,"uncommon time signatures, male vocals, quirky, surreal",601,11,3.62,4wTvxtLJUE2NY7qVtFedZ4
81,Kaevum,Natur,4 February 2011,Black Metal,,"passionate, raw, pagan, anti-religious, nationalism, lo-fi, triumphant, martial",528,5,3.61,
82,Negative Plane,Stained Glass Revelations,17 January 2011,Black Metal,Psychedelic Rock,"psychedelic, nocturnal, dark, dense, mysterious, occult, atmospheric, male vocals",761,9,3.61,0g40tbEep2iAcgjUsBZgg6
83,Łona i Webber,Cztery i pół,30 September 2011,Conscious Hip Hop,,"melodic, urban, melancholic, sarcastic, male vocals, political, conscious, autumn",582,3,3.62,1eJBgQE5caXyBQPDq4FF1A
84,Tokyo Shoegazer 東京酒吐座,Crystallize,23 November 2011,Shoegaze,"Dream Pop, Post-Rock, Noise Rock","energetic, noisy, warm, ethereal, melancholic, lush, Wall of Sound, female vocals","1,766",10,3.60,
85,Theocracy,As the World Bleeds,21 November 2011,"Power Metal, Progressive Metal",Symphonic Metal,"Christian, complex, melodic, male vocals, energetic, optimistic, uplifting, religious",379,9,3.59,5L4OquprTIFcpKYEgUkjcy
86,Peste Noire,L'ordure à L'état pur,20 May 2011,"Black Metal, Avant-Garde Metal","French Folk Music, Folk Metal, Avant-Garde Metal","nationalism, political, vulgar, misanthropic, passionate, humorous, sexual, hateful","1,524",22,3.58,
87,Chelsea Wolfe,Ἀποκάλυψις,23 August 2011,"Gothic Rock, Ethereal Wave","Singer-Songwriter, Darkwave, Psychedelic Rock","dark, sombre, atmospheric, female vocals, melancholic, nocturnal, surreal, apocalyptic","4,647",43,3.58,6FyvLNb26bBDQ9ViXlEy5i
88,Gillian Welch,The Harrow & the Harvest,28 June 2011,"Contemporary Folk, Americana","Alt-Country, Country, Traditional Country","autumn, female vocals, bittersweet, nocturnal",987,28,3.60,5uz9hkZeN7l5KHtmMDqgR0
89,40 Watt Sun,The Inside Room,4 March 2011,Doom Metal,Slowcore,"lonely, bittersweet, melodic, melancholic, romantic, depressive, introspective, poetic","1,202",35,3.58,0XONxWDhoXjfV9UlfO41Qb
90,Airbag,All Rights Removed,17 October 2011,Progressive Rock,Art Rock,"mellow, atmospheric",499,10,3.60,2eshBkC7emwni65H00jl6f
91,Joe Bonamassa,Dust Bowl,21 March 2011,Blues Rock,,,460,10,3.60,4J2xuF936SVnrgLtbRLbxM
92,Fair to Midland,Arrows & Anchors,12 July 2011,"Alternative Metal, Alternative Rock","Progressive Rock, Art Rock","existential, atmospheric, surreal, heavy, concept album, progressive, male vocals, energetic",804,22,3.58,29HABpoYT95PCusrDUzJgJ
93,In Solitude,The World. The Flesh. The Devil,24 May 2011,Heavy Metal,Gothic Metal,"occult, progressive, male vocals",506,3,3.61,25SYB9zU1aK8G4jjjVmy7s
94,The Necks,Mindset,October 2011,"Avant-Garde Jazz, Free Improvisation",,"mechanical, minimalistic, avant-garde, repetitive, atmospheric, instrumental, cold, sombre",557,10,3.60,
95,Gevende,Sen Balık Değilsin ki,14 February 2011,"Progressive Rock, Progressive Folk","Post-Rock, Avant-Garde Jazz, Psychedelic Folk, Turkish Music, Avant-Prog","progressive, psychedelic, male vocals, complex, melancholic, atmospheric, chamber music, eclectic",274,4,3.69,0f4FVeg1xqZAnr00cJoosn
96,Dragonland,Under the Grey Banner,18 November 2011,"Power Metal, Symphonic Metal",Progressive Metal,"fantasy, melodic, male vocals, rock opera",358,6,3.59,2yQbxn7h5w9GqWIaZvuY3g
97,Thursday,No Devolución,12 April 2011,"Alternative Rock, Post-Hardcore",Post-Rock,"cold, atmospheric, sad, male vocals, energetic, passionate, ethereal, nocturnal",958,36,3.57,4PEVf6yDaXTssEolwgf3cT
98,Chris Watson,El tren fantasma,14 November 2011,"Field Recordings, Sound Collage","Musique concrète, Nature Recordings, Dark Ambient, Birdsong","atmospheric, raw, sombre, hypnotic, mysterious, mechanical",587,3,3.59,3EYqQvcgp4sOySp1Yrd8ql
99,Omnium Gatherum,New World Shadows,4 February 2011,Melodic Death Metal,Progressive Metal,"melodic, peaceful, introspective, melancholic, male vocals, surreal, passionate, heavy",886,39,3.57,0fJ0NGaPLRXNqhGP6E8kTl
100,Deceased...,Surreal Overdose,2011,"Death Metal, Thrash Metal",Heavy Metal,"heavy, melodic, aggressive, energetic",326,9,3.60,4Dmeb1LGm3STH4D9fNeyZ2
101,Voyager,The Meaning of I,11 October 2011,Progressive Metal,"Power Metal, Electronic","technical, male vocals, melodic",298,11,3.60,5ELVTtbKaz6Ufwn6j199pL
102,Insomnium,One for Sorrow,12 October 2011,Melodic Death Metal,Progressive Metal,"sombre, melancholic, male vocals, heavy, dark, melodic, epic, progressive","1,249",27,3.57,6S9o3p0iwrVcXfL5Yi4LOp
103,Wormrot,Dirge,3 May 2011,Grindcore,,"heavy, aggressive, angry, chaotic, raw, male vocals, violence, energetic","1,660",12,3.58,753v8ajoypUj7zgGnIHTuu
104,Nils Frahm,Felt,7 October 2011,"Modern Classical, Ambient",Post-Minimalism,"instrumental, minimalistic, melancholic, atmospheric, winter, calm, ethereal, repetitive","1,170",6,3.59,6CeYXSqblX7zVhaPjvbRYk
105,Blood Ceremony,Living With the Ancients,7 March 2011,Traditional Doom Metal,"Heavy Psych, Folk Rock, Progressive Rock","occult, pagan, female vocals, satanic, psychedelic, dark","1,151",37,3.58,3Ixd0Z5uiqGuEXgQoFROYq
106,Aquilus,Griseus,21 December 2011,"Symphonic Black Metal, Atmospheric Black Metal, Modern Classical","Dark Folk, Cinematic Classical","autumn, atmospheric, melancholic, sombre, melodic, epic, male vocals, dark",980,12,3.57,1ipUh3N5QEaFplfbCUBMHa
107,Ygg,Ygg,22 March 2011,"Atmospheric Black Metal, Pagan Black Metal",,"atmospheric, repetitive, nature, pagan, male vocals, dark, melodic, rhythmic",367,8,3.59,
108,Cormorant,Dwellings,6 December 2011,Progressive Metal,Black Metal,"history, complex, male vocals, epic, poetic, energetic, progressive, mythology",520,9,3.59,3raT2nPO0mBLLhacYCRPxQ
109,Hell,Human Remains,13 May 2011,Heavy Metal,,"anti-religious, infernal, epic, satanic, energetic, apocalyptic, sampling, dark",637,30,3.56,6PDDCzI7YNG1aV5HZvtRmQ
110,Beth Hart & Joe Bonamassa,Don't Explain,27 September 2011,Blues Rock,Rhythm & Blues,"female vocals, longing, love, passionate",315,6,3.59,2uyORQ080sXcPN0oO5lXvT
111,Vader,Welcome to the Morbid Reich,12 August 2011,Death Metal,Thrash Metal,"aggressive, male vocals, heavy, dark, occult, energetic, misanthropic, infernal",941,16,3.58,1PyB8ux0o62beslkYSNLDy
112,The Devil's Blood,The Thousandfold Epicentre,11 November 2011,"Psychedelic Rock, Heavy Metal","Hard Rock, Heavy Psych","heavy, female vocals, psychedelic, occult",692,15,3.58,7crvJZz8w0l231exU00EWp
113,Azarath,Blasphemers' Maledictions,29 June 2011,Death Metal,Black Metal,"war, dark, technical, anti-religious, dissonant, satanic, energetic, infernal",547,9,3.58,1080Xna4LFuvuMFdetgaIX
114,Corrupted,Garten der Unbewusstheit,20 August 2011,"Drone Metal, Sludge Metal, Post-Metal","Funeral Doom Metal, Post-Rock","atmospheric, dense, heavy, depressive, male vocals, suspenseful, lethargic, cold",524,11,3.56,
115,Gridlink,Orphan,29 March 2011,Grindcore,,"technical, aggressive, chaotic, dissonant, manic, dense, complex, science fiction",801,12,3.57,3cQKV3r70ZmcL5soYYfChc
116,RH-11,RH-11,17 October 2011,Atmospheric Black Metal,,"lo-fi, atmospheric, male vocals, dark, dense, noisy, mysterious, infernal",286,1,3.63,
117,Tally Hall,Good & Evil,21 June 2011,"Indie Pop, Psychedelic Pop","Progressive Pop, Power Pop, Neo-Psychedelia, Indie Rock","quirky, male vocals, playful, eclectic, melodic, bittersweet, introspective, mysterious",946,11,3.55,2Vq0Y8wgiZRYtZ1mQ7zOMG
118,Aosoth,III: Violence & Variations,22 April 2011,Black Metal,,"dark, ominous, satanic, dense, scary, occult, infernal, disturbing",514,6,3.58,4FABTDqryfSvhGXOYLIWUO
119,Revocation,Chaos of Forms,16 August 2011,"Technical Thrash Metal, Thrash Metal",Technical Death Metal,"male vocals, technical, aggressive, heavy, apocalyptic, energetic, complex",726,17,3.56,337otmaBrhf2Yfr5fDfiC4
