position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
31,Lil Ugly Mane,Three Sided Tape Volume One,7 August 2013,"Experimental Hip Hop, Instrumental Hip Hop, Southern Hip Hop","Trap, Jazz Rap, Neo-Psychedelia, Sound Collage","eclectic, sampling, male vocals, drugs, urban, crime, boastful, rhythmic","3,428",7,3.68,626ZncYGLJ9UTZEjQcz3MA
32,The Drones,I See Seaweed,1 March 2013,"Punk Blues, Art Rock","Noise Rock, Post-Rock","poetic, sombre, male vocals, angry, political, misanthropic, passionate, raw","2,871",47,3.67,41uUEhLnPAriHE4jZalkEq
33,DJ Rashad,Double Cup,22 October 2013,Footwork,"Ghettotech, Trap, Juke","rhythmic, urban, sampling, repetitive, energetic, drugs, nocturnal, party","3,719",38,3.67,4J7qkorMbPmJQy79SntDA8
34,Mark Kozelek & Jimmy LaValle,Perils From the Sea,30 April 2013,"Folktronica, Singer-Songwriter","Slowcore, Ambient Pop, Downtempo","introspective, melancholic, calm, death, atmospheric, sad, male vocals, sombre","1,829",20,3.68,3LQb2ysLpZyl6KcnRoEjND
35,My Bloody Valentine,m b v,3 February 2013,"Shoegaze, Dream Pop","Noise Pop, Neo-Psychedelia","noisy, hypnotic, dense, psychedelic, male vocals, female vocals, ethereal, atmospheric","17,213",241,3.60,2SlSnUYW5bgtdWXVymv18a
36,The Ocean,Pelagial,26 April 2013,"Progressive Metal, Atmospheric Sludge Metal",Post-Rock,"heavy, male vocals, concept album, aquatic, progressive, complex, atmospheric, epic","2,117",30,3.67,6R9cHdJ7hljxDDYq2tUCdO
37,Nails,Abandon All Life,19 March 2013,"Grindcore, Powerviolence",Metalcore,"aggressive, heavy, chaotic, angry, misanthropic, rebellious, violence, passionate","4,219",37,3.66,0HCZqugYM0BJmzsJJs5Mb5
38,Lord Snow,Solitude,30 September 2013,Emoviolence,Mathcore,"noisy, chaotic, female vocals, aggressive, anxious, lonely, energetic, lo-fi","2,104",14,3.67,1wP5WbgOVPFOcLKXvgiHqN
39,Kayo Dot,Hubardo,30 August 2013,"Avant-Garde Metal, Avant-Prog, Post-Metal","Black Metal, Jazz Fusion, Experimental Rock, Chamber Music","complex, uncommon time signatures, dark, epic, chaotic, atmospheric, abstract, eclectic","1,712",36,3.65,1NbCHKiZBgdftwEKSt1FM0
40,The Wonder Years,The Greatest Generation,14 May 2013,Pop Punk,"Emo-Pop, Alternative Rock","passionate, introspective, male vocals, melodic, depressive, melancholic, existential, anthemic","1,390",18,3.65,1X3Jx7Bm2D4atIHXomiSCE
41,Gris,"À l'âme enflammée, l'âme constellée...",9 July 2013,"Atmospheric Black Metal, Depressive Black Metal, Progressive Metal","Dark Folk, Neoclassical Darkwave, Post-Metal","progressive, atmospheric, uncommon time signatures, melancholic, depressive, sombre, mysterious, apocalyptic","1,264",19,3.66,
42,Marietta,Summer Death,21 October 2013,Midwest Emo,Math Rock,"male vocals, autumn, summer, self-hatred, lonely, introspective, melancholic, passionate","1,609",15,3.66,1SYDjwymTAVIIpJcu2y30K
43,Cult of Luna,Vertikal,25 January 2013,Atmospheric Sludge Metal,"Post-Rock, Post-Industrial","mechanical, concept album, epic, atmospheric, apocalyptic, dark, dense, sombre","2,672",59,3.65,42gzKaEcCeqH0QaC2gEutv
44,Kacey Musgraves,Same Trailer Different Park,19 March 2013,Contemporary Country,"Country Pop, Americana","sarcastic, conscious, warm, humorous, female vocals, existential, mellow, bittersweet","1,926",21,3.66,6IGpQUt0KNi5rBUXZZOFI6
45,Sigur Rós,Kveikur,14 June 2013,Post-Rock,"Dream Pop, Industrial Rock, Post-Industrial","dark, ethereal, atmospheric, winter, melancholic, epic, sombre, nocturnal","6,958",87,3.63,1rRNqn4MTZfh393GzGvBtY
46,SubRosa,More Constant Than the Gods,17 September 2013,"Doom Metal, Post-Metal","Atmospheric Sludge Metal, Stoner Metal","atmospheric, dark, female vocals, heavy, ominous, apocalyptic, epic, sombre","1,423",17,3.66,62sOSIi6JDhUeOkXXzeNoq
47,Mélanie de Biasio,No Deal,18 March 2013,Vocal Jazz,"Cool Jazz, Dark Jazz, Post-Minimalism","nocturnal, urban, sensual, female vocals, soothing, love, introspective, mysterious",663,6,3.67,7l4vP6Sg9wezL0GQywj7N8
48,Maximum the Hormone マキシマム ザ ホルモン,予襲復讐 (Yoshū fukushū),31 July 2013,Alternative Metal,"Pop Punk, Metalcore, Japanese Hardcore, J-Rock, J-Pop","playful, heavy, aggressive, male vocals, eclectic, humorous, manic, melodic",853,9,3.65,5hQ7cw4d3lnUu8LRFLeOwf
49,Big Big Train,English Electric (Part Two),4 March 2013,Progressive Rock,,,448,16,3.65,4Y6EQSpyK0AIIxkX1nPhqr
50,Falkenbach,Asa,1 November 2013,"Folk Metal, Viking Metal",Melodic Black Metal,"atmospheric, male vocals, pagan, mythology",550,3,3.67,37vxRdTeOv7PscRyaZW1RQ
51,Wardruna,Runaljod – Yggdrasil,15 March 2013,"Nordic Folk Music, Dark Folk, Neo-Pagan Folk","Tribal Ambient, Norwegian Folk Music, Nature Recordings, Slavic Folk Music","mythology, pagan, nature, male vocals, folklore, ritualistic, spiritual, atmospheric","1,600",22,3.64,0rA5rQVW5kPq0SmUGFtbO1
52,Autechre,Exai,4 March 2013,"IDM, Experimental",Glitch,"futuristic, dark, mechanical, complex, chaotic, instrumental, heavy, dense","3,868",66,3.62,0vczEfoTXdjFAERCLMrc0Z
53,Summoning,Old Mornings Dawn,7 June 2013,"Atmospheric Black Metal, Symphonic Black Metal",Dungeon Synth,"epic, fantasy, sombre, male vocals, medieval, melodic, forest, atmospheric","1,686",27,3.63,7kA7rpusIboqEBli9mtz0x
54,Aosoth,IV: An Arrow in Heart,16 April 2013,Black Metal,Progressive Metal,"heavy, atmospheric, satanic, ominous, misanthropic, dark, male vocals, occult",857,8,3.65,6Q7Ve532tafGJI4UWcSa5R
55,Caligula's Horse,"The Tide, the Thief & River's End",4 October 2013,"Progressive Metal, Progressive Rock",,"melodic, uncommon time signatures, male vocals, atmospheric, technical, introspective, progressive, peaceful",549,11,3.65,4ddRx20FxcGU2ZJhateVym
56,RetcH,Polo Sporting Goods,17 December 2013,"East Coast Hip Hop, Hardcore Hip Hop","Boom Bap, Gangsta Rap, Cloud Rap, Drumless, Jazz Rap","urban, rhythmic, vulgar, raw, sampling, nocturnal, violence, aggressive",343,1,3.67,6KsCwALkzuzlMNxZRSHAwH
57,Inquisition,Obscure Verses for the Multiverse,25 October 2013,Black Metal,,"dark, ominous, male vocals, infernal, aggressive, space, energetic, satanic","1,256",20,3.63,5NSF2QHvB2G5bHMSJE4oWy
58,Cats Millionaire,Fun Fun Fun,1 August 2013,Indietronica,"Electropop, Electroclash, Bitpop","fantasy, female vocals, alienation, deadpan, anxious, quirky, playful, sarcastic",632,11,3.63,7ssARVOUqqjgaxF3i6SVXM
59,Lindsheaven Virtual Plaza,Transversal Worldwide Shopping,15 July 2013,"Ambient, Vaporwave","Mallsoft, Illbient, Trip Hop","ethereal, atmospheric, rain, peaceful, surreal, soft, longing, instrumental",568,8,3.65,
60,Chelsea Wolfe,Pain Is Beauty,3 September 2013,"Darkwave, Ethereal Wave",Gothic Rock,"sombre, melancholic, ethereal, nocturnal, female vocals, cold, atmospheric, apocalyptic","4,382",27,3.62,4rpm9Ez8nfVsQvNmHDbgyp
61,Cult of Fire,मृत्यु का तापसी अनुध्यान,2 December 2013,Black Metal,"Atmospheric Black Metal, Hindustani Classical Music","spiritual, mysterious, occult, ritualistic, atmospheric, mythology, male vocals, ethereal","1,265",14,3.63,6mhIhyGBRzGEnjKJTzhprL
62,Cultes des Ghoules,Henbane,27 January 2013,Black Metal,,"ritualistic, heavy, occult, aggressive, male vocals, ominous, raw, satanic",965,15,3.63,1B41pXp01TdsYTDWPpEvjx
63,In Solitude,Sister,27 September 2013,Heavy Metal,"Gothic Rock, Post-Punk, Gothic Metal, Deathrock","male vocals, ominous, melodic, occult, satanic, mysterious, melancholic, progressive",780,20,3.63,7dozEDYcswMbvJTnEBBLGU
64,Obliteration,Black Death Horizon,4 November 2013,Death Metal,Death Doom Metal,"atmospheric, dark, death, occult, aggressive, angry, manic, heavy",707,7,3.64,63cOfpyU6Rd7XqgdviIDnk
65,Atlantean Kodex,The White Goddess (A Grammar of Poetic Myth),4 October 2013,"Heavy Metal, Epic Doom Metal","Epic Doom Metal, Doom Metal","epic, male vocals, fantasy, mythology",505,8,3.63,6wcUtNoQK4D6D3GsOTmehg
66,Avatarium,Avatarium,1 November 2013,Doom Metal,Heavy Psych,"female vocals, melancholic, psychedelic, fantasy, atmospheric, sombre, heavy",750,20,3.62,7cwOjoJ7RpXQBFpWxMDSv7
67,Ulcerate,Vermis,17 September 2013,"Technical Death Metal, Dissonant Death Metal",Atmospheric Sludge Metal,"technical, dense, heavy, dark, dissonant, pessimistic, atmospheric, misanthropic","1,370",18,3.61,0FR1Vn0vo2p8J8WT67eTYz
68,Kikuo きくお,きくおミク3 (Kikuo Miku 3),12 August 2013,Art Pop,"Electropop, Folktronica, Musette, Nu Jazz, Glitch Pop","death, female vocals, playful, cryptic, bittersweet, abstract, disturbing, dark",347,2,3.65,5eSuy3Rr40DI0qcPOMFgX0
69,Oranssi Pazuzu,Valonielu,11 October 2013,Black Metal,"Space Rock, Psychedelic Rock, Post-Metal, Avant-Garde Metal","psychedelic, space, ominous, avant-garde, dense, male vocals, hypnotic, heavy","1,673",18,3.62,6hZeJdfSgJ7fcICxGYItAK
70,Matt Elliott,Only Myocardial Infarction Can Break Your Heart,28 October 2013,"Singer-Songwriter, Progressive Folk","Chamber Folk, Slowcore","sombre, melancholic, acoustic, autumn, melodic, longing, dark, male vocals",685,9,3.63,4A52dHykAX3try9mvBjt41
71,Camel,The Snow Goose,4 November 2013,"Symphonic Prog, Progressive Rock",,"concept album, instrumental",326,11,3.62,
72,Soilwork,The Living Infinite,27 February 2013,Melodic Death Metal,,"energetic, heavy, passionate, male vocals, aggressive, progressive, melodic, technical","1,168",34,3.60,2GNlVu4aMhujMGnak101O5
73,Counterparts,The Difference Between Hell and Home,23 July 2013,"Metalcore, Melodic Hardcore",,"passionate, anxious, depressive, angry, male vocals, aggressive, melodic, lonely",619,8,3.62,3spKVCgi7C0A4ybIN69RZM
74,Adrianne Lenker,Hours Were the Birds,1 December 2013,"Singer-Songwriter, Indie Folk, Contemporary Folk",,"female vocals, acoustic, melodic, passionate",490,5,3.63,5WlYqEqCp7CZjPDaXM8LWU
75,Blood Ceremony,The Eldritch Dark,27 May 2013,Heavy Psych,"Folk Rock, Progressive Rock, Traditional Doom Metal","mythology, pagan, psychedelic, occult, energetic, dark, satanic, female vocals","1,284",32,3.61,4Syg4ygPBaQLuDYs5HEALA
76,Darkside,Psychic,8 October 2013,"Electronic, Art Pop","Ambient Pop, Microhouse, Art Rock, Neo-Psychedelia","atmospheric, mysterious, psychedelic, rhythmic, ethereal, mellow, hypnotic, progressive","5,130",33,3.59,7jqNrm1l4wSxNYSjgK7tmF
77,Magic Circle,Magic Circle,28 January 2013,Traditional Doom Metal,Heavy Metal,male vocals,468,14,3.61,1wUStFOJ7ycg84iGD553HF
78,Hell,Curse & Chapter,22 November 2013,Heavy Metal,,"occult, male vocals",476,13,3.60,380Tzrx0UgXYRDJBmlN0kW
79,Lorde,Pure Heroine,27 September 2013,Alt-Pop,"Synthpop, Alternative R&B, Indietronica, Art Pop","introspective, female vocals, mellow, atmospheric, melodic, sparse, sombre, bittersweet","12,460",127,3.55,0rmhjUgoVa17LZuS8xWQ3v
80,Israel Nash,Israel Nash's Rain Plans,30 September 2013,"Americana, Singer-Songwriter, Folk Rock","Country Rock, Psychedelic Rock, Nashville Sound","warm, male vocals, calm, psychedelic, autumn, melodic, pastoral, melancholic",364,6,3.62,6kkxItOIVaW1mwe6UKwezk
81,Run the Jewels,Run the Jewels,July 2013,Hardcore Hip Hop,Experimental Hip Hop,"aggressive, urban, crime, energetic, male vocals, drugs, boastful, political","14,861",103,3.54,4Kg4MRg91XfDHbI6Sc0CWN
82,Persefone,Spiritual Migration,29 March 2013,"Progressive Metal, Death Metal","Melodic Death Metal, Technical Death Metal, Symphonic Metal","existential, introspective, spiritual, meditative, manic, concept album, philosophical, uplifting",978,16,3.59,2XdTS0Etn3ys9fVqD6RVps
83,Kauan,Pirut,15 December 2013,"Post-Rock, Doom Metal, Post-Metal","Ambient, Neofolk","heavy, apocalyptic, rhythmic, melancholic, epic, suite, male vocals, depressive",406,3,3.62,2OMXxPZ39Xr0XXWI3gW4Cw
84,David Maxim Micic,Bilo 3.0,17 November 2013,Progressive Metal,"Djent, Jazz Fusion, Avant-Garde Metal","male vocals, lush, eclectic, female vocals, progressive, uplifting, melodic, sentimental",381,7,3.61,6kkkWal9VG9HTlQ020J42V
85,Birds and Buildings,Multipurpose Trap,2013,Progressive Rock,"Avant-Prog, Symphonic Prog, Zeuhl, Jazz-Rock","uncommon time signatures, progressive, eclectic, anxious, complex, technical, male vocals, female vocals",280,9,3.62,
86,Kurt Vile,Wakin on a Pretty Daze,9 April 2013,"Folk Rock, Singer-Songwriter","Psychedelic Folk, Dream Pop","mellow, warm, summer, introspective, male vocals, psychedelic, melodic, lush","5,034",82,3.58,2imxOfDIDk2voAYCZP88u2
87,Graham Lambkin / Jason Lescalleet,Photographs,27 September 2013,"Electroacoustic, Musique concrète","Field Recordings, Drone, Spoken Word","mysterious, eclectic, ominous, sampling, instrumental",426,2,3.59,
88,Riverside,Shrine of New Generation Slaves,21 January 2013,Progressive Rock,Progressive Metal,"melodic, melancholic, romantic, progressive, male vocals, complex","1,947",50,3.58,6bS5UWfIw3nnDBvvLlwTdW
89,Obscure Sphinx,Void Mother,15 November 2013,"Atmospheric Sludge Metal, Post-Metal",Post-Rock,"atmospheric, female vocals, dark, ominous, occult, heavy, aggressive, epic",590,12,3.60,4lGyWEOqbXFMTIci7agiew
90,Marnero,Il sopravvissuto,20 June 2013,Post-Hardcore,Spoken Word,"misanthropic, existential, concept album, philosophical, pessimistic, nihilistic, aggressive, male vocals",393,6,3.61,0hjxAiB9DOfPCNJ9s7PzCf
91,Clutch,Earth Rocker,19 March 2013,"Hard Rock, Stoner Rock","Blues Rock, Southern Rock","male vocals, psychedelic, heavy, energetic, rhythmic","1,303",27,3.58,6TEafnAPUmdSLBqNqPat4N
92,The Ruins of Beverast,Blood Vaults: The Blazing Gospels of Heinrich Kramer,6 September 2013,Death Doom Metal,"Atmospheric Black Metal, Funeral Doom Metal","male vocals, ritualistic, occult, dark, atmospheric, heavy, anti-religious, serious",780,13,3.60,3ZexOPAnuDdKYWyzR6L3Nj
93,ERRA,Augment,29 October 2013,"Progressive Metal, Melodic Metalcore, Metalcore",Djent,"passionate, uncommon time signatures, heavy, technical, complex, aggressive, progressive, ethereal",560,8,3.59,0SHApkUnsJkdt6a6xoSC0z
94,Jakob Ullmann / Hans-Peter Schulz,Fremde Zeit Addendum 4,2013,"Modern Classical, Reductionism","Microtonal Classical, Drone","sparse, dark, atmospheric, atonal, soft, microtonal, minimalistic",282,3,3.67,
95,Bill Callahan,Dream River,17 September 2013,"Americana, Singer-Songwriter",Progressive Folk,"calm, male vocals, warm, romantic, pastoral, introspective, atmospheric, lush","2,400",34,3.58,09o1j1zgl0n8H6EJZXIvRi
96,The National,Trouble Will Find Me,21 May 2013,Indie Rock,"Chamber Pop, Post-Punk Revival, Big Music, Art Rock","melancholic, lonely, sombre, male vocals, introspective, mellow, depressive, breakup","8,006",130,3.54,2JhR4tjuc3MIKa8v2JaKze
97,Caladan Brood,Echoes of Battle,15 February 2013,"Atmospheric Black Metal, Symphonic Black Metal",Dungeon Synth,"epic, triumphant, fantasy, melodic, atmospheric, medieval, war, male vocals","1,183",24,3.57,1frb56r2K4Trem7czARB1s
98,Rasmentalism,Za młodzi na Heroda,10 December 2013,"Hip Hop, Conscious Hip Hop",Chipmunk Soul,"urban, warm, sampling, mellow, alcohol, introspective, drugs",371,3,3.60,2jXr6sbHAe8gVF2NphxQul
99,Fire! Orchestra,Exit!,11 January 2013,Experimental Big Band,"Vocal Jazz, Free Jazz, Jazz Fusion","avant-garde, hypnotic, rhythmic, female vocals, improvisation, complex, chaotic, surreal","2,563",41,3.57,5tRzcKC7mPREnomHr1IIQp
100,Spock's Beard,Brief Nocturnes and Dreamless Sleep,March 2013,"Progressive Rock, Symphonic Prog",,,452,18,3.59,4jvfINK922vXYKLBcdsZXd
101,Earthless,From the Ages,8 October 2013,"Jam Band, Psychedelic Rock, Space Rock","Stoner Rock, Heavy Psych","instrumental, improvisation, heavy, psychedelic",705,15,3.59,3bv7hBgSjgcyo3Tj2P3nYS
102,Monster Magnet,Last Patrol,15 October 2013,"Stoner Rock, Hard Rock",Heavy Psych,"psychedelic, male vocals",579,7,3.60,2LlTe4yvTMN6F1X8QXEFcb
103,Enforcer,Death by Fire,1 February 2013,"Speed Metal, Heavy Metal",,"male vocals, energetic, melodic",598,13,3.58,5ToFVNmcoc0fbt8lpbVUJX
104,Dennis Johnson / R. Andrew Lee,November,April 2013,Minimalism,,"melancholic, sparse, autumn",473,9,3.58,
105,Boards of Canada,Tomorrow's Harvest,10 June 2013,"IDM, Ambient Techno","Ambient, Downtempo, Progressive Electronic","apocalyptic, cold, melancholic, atmospheric, ominous, lonely, mysterious, concept album","8,939",118,3.54,159ORixBSSemxiualv1Woj
106,The Kniφe,Shaking the Habitual,8 April 2013,"Electronic, Post-Industrial, Experimental","Dark Ambient, Art Pop, Tech House, Drone, Industrial Techno","political, anxious, LGBT, eclectic, cold, ominous, rhythmic, abstract","7,428",139,3.53,6GWQ6fq8krujlglglMPyPu
107,Tribulation,The Formulas of Death,1 March 2013,Death Metal,"Black Metal, Progressive Rock, Psychedelic Rock","dark, psychedelic, atmospheric, male vocals",876,21,3.58,0MxNrLyjArscDgiocOC52u
108,Àrsaidh,Roots,16 May 2013,"Atmospheric Black Metal, Pagan Black Metal","Celtic Metal, Folk Metal, Blackgaze","atmospheric, male vocals, melancholic, folklore, sombre, passionate, nature, aggressive","1,040",16,3.57,4XFz7UNiXikFlDhWFNW1CG
109,Agnes Obel,Aventine,30 September 2013,"Singer-Songwriter, Chamber Pop","Chamber Pop, Ambient Pop","female vocals, mysterious, ethereal, lush, dark, atmospheric, introspective","1,359",11,3.58,3eVwN9Qju2pxBERkOQQv1Q
110,Charles Bradley,Victim of Love,2 April 2013,"Soul, Southern Soul, Deep Soul","Funk, Psychedelic Soul","passionate, love, male vocals, romantic, longing, lush, sentimental, melodic",861,16,3.59,3rimYQyKq7BatxuUoPIBrb
111,Weed,Deserve,10 September 2013,"Noise Rock, Shoegaze","Lo-Fi / Slacker Rock, Noise Pop","noisy, heavy, male vocals, melodic, lo-fi, energetic, raw, dense",792,7,3.59,1rrGKvNKhDF1wptEM8TpBz
112,"Oh, Yoko",I Love You ...,1 August 2013,"Ambient Pop, Ambient","Field Recordings, Indietronica, Drone","peaceful, soft, ethereal, melancholic, atmospheric, mellow, love, female vocals",663,6,3.59,1kzul6VNTH1cCwwniO9cGT
113,Goldfrapp,Tales of Us,9 September 2013,"Chamber Pop, Art Pop, Chamber Folk","Dream Pop, Ambient Pop","female vocals, introspective, minimalistic, lush, melancholic, ethereal, mysterious, LGBT","1,685",33,3.57,0D7fkBCl0eMCI4b6zFgEJ7
114,Laura Marling,Once I Was an Eagle,27 May 2013,"Contemporary Folk, Singer-Songwriter","Indie Folk, Chamber Folk, Folk Rock","melancholic, acoustic, lonely, breakup, mellow, female vocals, introspective, melodic","1,962",41,3.56,2sys0w1WpiB1k6ZhfYCbBY
115,Windhand,Soma,17 September 2013,Doom Metal,Stoner Metal,"heavy, female vocals, hypnotic, dense, atmospheric, psychedelic, cold, mysterious","1,060",6,3.58,1uT455zoyeabAFnd8er1F3
116,Beastmilk,Climax,29 November 2013,Post-Punk,Deathrock,"melodic, death, dark, apocalyptic, male vocals, energetic, war, ominous","1,452",11,3.57,4trDpfuKKioeoFjVJiLXwz
